session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,136,105,174,152,34,33,69.7068,38.5675,16.2534,96.6102
2022/2023,Female,ALL,NABTEB,ward,Betso,North East,Adamawa,Mubi North,Betso,,119,92,148,129,22,22,69.6296,38.5113,12.2977,97.3684
2022/2023,Female,ALL,NABTEB,ward,Digil,North East,Adamawa,Mubi North,Digil,,170,132,212,187,33,30,69.8701,38.8262,12.6411,92.8571
2022/2023,Female,ALL,NABTEB,ward,Bare,North East,Adamawa,Numan,Bare,,194,151,228,200,37,30,69.7727,38.6555,13.4454,81.25
2022/2023,Female,ALL,NABTEB,ward,Bolki,North East,Adamawa,Numan,Bolki,,175,136,224,199,39,36,69.7733,39.1026,14.3162,91.0448
2022/2023,Female,ALL,NABTEB,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,139,107,168,149,30,28,69.5238,38.9205,14.4886,92.1569
2022/2023,Female,ALL,NABTEB,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,328,254,419,370,83,76,69.5828,38.8826,16.3056,90.9091
2022/2023,Female,ALL,NABTEB,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,314,243,385,337,57,57,69.7183,38.6335,12.1739,98.9796
2022/2023,Female,ALL,NABTEB,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,253,195,318,278,59,58,69.5804,38.4962,15.188,98.0198
2022/2023,Female,ALL,NABTEB,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,128,99,161,141,30,29,69.3103,38.6905,15.1786,98.0392
2022/2023,Female,ALL,NABTEB,ward,Bako,North East,Adamawa,Yola South,Bako,,153,119,192,169,34,30,70.0288,38.9027,14.7132,88.1356
2022/2023,Female,ALL,NABTEB,ward,Bole Yolde Pate,North East,Adamawa,Yola South,Bole Yolde Pate,,124,96,152,133,32,32,69.6429,38.558,17.2414,98.1818
2022/2023,Female,ALL,NECO,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,244,169,305,268,55,54,62.387,38.7755,14.7567,98.9362
2022/2023,Female,ALL,NECO,ward,Betso,North East,Adamawa,Mubi North,Betso,,216,150,268,237,45,41,62.5767,38.9286,13.75,90.9091
2022/2023,Female,ALL,NECO,ward,Digil,North East,Adamawa,Mubi North,Digil,,318,221,385,337,66,62,62.5,38.6335,14.0373,93.8053
2022/2023,Female,ALL,NECO,ward,Bare,North East,Adamawa,Numan,Bare,,358,248,439,383,65,63,62.3457,38.4113,12.0783,96.3964
2022/2023,Female,ALL,NECO,ward,Bolki,North East,Adamawa,Numan,Bolki,,303,210,372,328,74,70,62.3907,38.8175,16.3239,93.7008
2022/2023,Female,ALL,NECO,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,261,182,318,279,61,55,62.6058,38.5886,15.6156,90.3846
2022/2023,Female,ALL,NECO,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,599,416,762,668,146,144,62.4171,38.6692,15.6937,98.4
2022/2023,Female,ALL,NECO,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,588,409,705,619,122,112,62.5845,38.7381,14.1791,91.866
2022/2023,Female,ALL,NECO,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,476,330,606,532,118,111,62.4304,38.6435,15.9306,93.5644
