session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Dagona,North East,Yobe,Bade,Dagona,,71,57,87,71,33,32,72.1154,35.8974,30.7692,97.2222
2022/2023,Female,ALL,NABTEB,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,80,65,101,83,48,48,72.6496,36.0294,38.9706,98.1132
2022/2023,Female,ALL,NABTEB,ward,Katuzu,North East,Yobe,Bade,Katuzu,,77,62,95,78,45,43,71.6814,36.2205,38.5827,95.9184
2022/2023,Female,ALL,NABTEB,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,116,93,148,122,71,59,72.1893,36.3636,39.3939,82.0513
2022/2023,Female,ALL,NABTEB,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,105,85,135,110,67,59,72.549,35.9116,40.884,86.4865
2022/2023,Female,ALL,NABTEB,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,109,88,132,108,56,47,72.327,36.1582,35.0282,82.2581
2022/2023,Female,ALL,NABTEB,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,80,64,106,88,52,43,72.4138,36.6197,40.1408,82.4561
2022/2023,Female,ALL,NABTEB,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,103,84,123,102,52,43,72.6667,36.3636,34.5455,82.4561
2022/2023,Female,ALL,NABTEB,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,69,57,85,69,45,44,73.2673,35.9649,42.9825,97.9592
2022/2023,Female,ALL,NABTEB,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,75,60,94,76,48,43,71.5596,35.7143,42.0635,88.6792
2022/2023,Female,ALL,NABTEB,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,82,67,106,88,55,51,72.5,36.6197,42.9577,91.8033
2022/2023,Female,ALL,NABTEB,ward,Dabule,North East,Yobe,Nguru,Dabule,,81,66,103,85,48,48,72.8814,36.2319,38.4058,98.1132
2022/2023,Female,ALL,NABTEB,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,89,72,110,90,52,51,72.3077,35.8108,38.5135,98.2456
2022/2023,Female,ALL,NABTEB,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,85,68,107,90,67,62,71.7742,36.8056,51.3889,91.8919
2022/2023,Female,ALL,NABTEB,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,80,64,98,80,48,48,71.7949,35.8779,40.458,98.1132
2022/2023,Female,ALL,NECO,ward,Dagona,North East,Yobe,Bade,Dagona,,127,92,157,129,62,55,64.8649,36.1905,32.381,88.2353
2022/2023,Female,ALL,NECO,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,142,102,175,144,77,71,64.2512,36.1702,36.1702,91.7647
2022/2023,Female,ALL,NECO,ward,Katuzu,North East,Yobe,Bade,Katuzu,,132,96,161,132,72,64,64.7668,36.1111,36.5741,88.6076
2022/2023,Female,ALL,NECO,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,221,160,287,235,132,114,64.7059,36.1039,37.6623,86.2069
2022/2023,Female,ALL,NECO,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,201,145,261,215,126,114,64.5051,36.2857,39.7143,89.9281
2022/2023,Female,ALL,NECO,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,213,153,250,205,97,91,64.5161,36.1194,31.9403,92.5234
2022/2023,Female,ALL,NECO,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,147,107,184,151,91,84,64.6512,36.1789,40.6504,92.0
2022/2023,Female,ALL,NECO,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,183,133,236,191,99,93,64.794,35.7595,34.4937,93.578
2022/2023,Female,ALL,NECO,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,132,96,166,137,79,72,64.7668,36.3229,39.0135,90.8046
2022/2023,Female,ALL,NECO,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,136,99,175,144,88,78,64.8241,36.1702,41.2766,87.6289
