session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,87,71,107,93,77,76,72.9032,38.2857,59.4286,98.0769
2022/2023,Female,ALL,NABTEB,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,126,102,158,134,109,102,73.0942,37.5969,56.5891,93.1507
2022/2023,Female,ALL,NABTEB,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,105,86,130,114,99,89,73.262,38.4977,62.4413,89.4737
2022/2023,Female,ALL,NABTEB,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,117,95,153,132,130,120,73.43,37.8486,69.7211,91.4286
2022/2023,Female,ALL,NABTEB,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,105,85,130,111,93,88,73.1183,37.5587,58.6854,93.6
2022/2023,Female,ALL,NABTEB,ward,Koro,North Central,Kwara,Ekiti,Koro,,100,81,123,107,95,94,72.8814,38.1188,62.8713,99.2126
2022/2023,Female,ALL,NABTEB,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,126,102,159,136,124,114,73.0942,37.6923,64.2308,91.018
2022/2023,Female,ALL,NABTEB,ward,Apado,North Central,Kwara,Ilorin East,Apado,,114,93,135,116,93,89,73.2673,38.009,56.5611,95.2
2022/2023,Female,ALL,NABTEB,ward,Balogun Gambari II,North Central,Kwara,Ilorin East,Balogun Gambari II,,105,86,136,118,103,96,73.262,38.2883,62.6126,92.0863
2022/2023,Female,ALL,NABTEB,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,124,101,153,132,108,102,73.1818,37.8486,57.7689,93.7931
2022/2023,Female,ALL,NABTEB,ward,Ajikobi,North Central,Kwara,Ilorin West,Ajikobi,,91,73,111,96,77,77,72.6708,38.1215,57.4586,99.0385
2022/2023,Female,ALL,NABTEB,ward,Baboko,North Central,Kwara,Ilorin West,Baboko,,91,74,113,97,88,88,73.2919,37.8378,63.7838,99.1525
2022/2023,Female,ALL,NABTEB,ward,Balogun,North Central,Kwara,Offa,Balogun,,94,76,116,101,88,85,72.8916,38.4211,62.1053,95.7627
2022/2023,Female,ALL,NABTEB,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,130,106,165,141,115,109,73.1602,37.7778,57.037,94.8052
2022/2023,Female,ALL,NABTEB,ward,Essa-B,North Central,Kwara,Offa,Essa-B,,93,76,114,98,88,82,73.3333,37.9679,63.1016,93.2203
2022/2023,Female,ALL,NECO,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,176,128,216,183,157,155,65.3846,37.3938,59.7734,98.1043
2022/2023,Female,ALL,NECO,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,225,164,283,243,194,183,65.6642,37.797,56.3715,93.4866
2022/2023,Female,ALL,NECO,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,206,150,260,218,197,183,65.3005,36.9412,62.1176,92.4242
2022/2023,Female,ALL,NECO,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,210,154,272,234,222,206,65.6836,37.8924,66.8161,92.2819
2022/2023,Female,ALL,NECO,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,199,145,243,207,184,171,65.625,37.4372,62.0603,92.3077
2022/2023,Female,ALL,NECO,ward,Koro,North Central,Kwara,Ekiti,Koro,,163,119,189,159,150,144,65.7439,37.0968,65.1613,95.0495
2022/2023,Female,ALL,NECO,ward,Agbeyangi/Gbadamu/Osin,North Central,Kwara,Ilorin East,Agbeyangi/Gbadamu/Osin,,214,156,274,231,213,197,65.5263,37.2768,63.8393,91.958
2022/2023,Female,ALL,NECO,ward,Apado,North Central,Kwara,Ilorin East,Apado,,208,151,259,219,193,177,65.3117,37.2642,61.0849,91.1197
2022/2023,Female,ALL,NECO,ward,Balogun Gambari II,North Central,Kwara,Ilorin East,Balogun Gambari II,,196,142,254,213,213,198,65.4179,37.0192,68.75,92.3077
2022/2023,Female,ALL,NECO,ward,Adewole,North Central,Kwara,Ilorin West,Adewole,,211,154,258,219,203,192,65.508,37.3522,64.539,94.1392
2022/2023,Female,ALL,NECO,ward,Ajikobi,North Central,Kwara,Ilorin West,Ajikobi,,180,131,216,183,162,149,65.5172,37.3938,61.7564,91.2844
2022/2023,Female,ALL,NECO,ward,Baboko,North Central,Kwara,Ilorin West,Baboko,,160,117,197,166,158,143,65.493,37.1517,65.6347,90.0943
2022/2023,Female,ALL,NECO,ward,Balogun,North Central,Kwara,Offa,Balogun,,182,133,226,191,182,166,65.6347,37.2973,65.9459,90.9836
2022/2023,Female,ALL,NECO,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,249,182,314,266,242,225,65.6109,37.3541,63.2296,92.3077
2022/2023,Female,ALL,NECO,ward,Essa-B,North Central,Kwara,Offa,Essa-B,,183,134,228,194,185,174,65.7407,37.4332,66.5775,93.1727
2022/2023,Female,ALL,WAEC,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,226,178,277,236,192,176,70.8229,37.4449,56.8282,91.0853
2022/2023,Female,ALL,WAEC,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,296,233,364,308,275,254,70.6667,37.2483,61.9128,92.1409
2022/2023,Female,ALL,WAEC,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,274,215,345,294,278,249,70.7216,37.5221,66.1947,89.0374
2022/2023,Female,ALL,WAEC,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,275,217,353,301,287,262,70.9016,37.5433,66.782,90.6736
