session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,108,89,134,114,151,134,74.3119,37.3016,92.0635,88.7931
2022/2023,Female,ALL,NABTEB,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,99,81,121,101,135,111,74.0,36.8421,91.2281,81.7308
2022/2023,Female,ALL,NABTEB,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,102,83,129,109,130,119,73.7864,37.1901,82.6446,91.0
2022/2023,Female,ALL,NABTEB,ward,Anwain,South South,Edo,Etsako West,Anwain,,101,82,127,109,143,127,73.5294,37.8151,92.437,88.1818
2022/2023,Female,ALL,NABTEB,ward,Auchi,South South,Edo,Etsako West,Auchi,,82,67,102,87,114,97,73.494,37.5,91.6667,84.0909
2022/2023,Female,ALL,NABTEB,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,113,92,138,116,144,128,73.6842,36.9231,85.3846,88.2883
2022/2023,Female,ALL,NABTEB,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,226,185,277,232,309,267,74.1228,36.9231,91.5385,86.1345
2022/2023,Female,ALL,NABTEB,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,198,162,244,208,239,222,74.0,37.5546,80.3493,92.3913
2022/2023,Female,ALL,NABTEB,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,203,166,253,213,269,256,74.1463,36.9748,86.9748,94.686
2022/2023,Female,ALL,NABTEB,ward,Emai I,South South,Edo,Owan East,Emai I,,137,112,168,140,166,149,73.913,36.7089,81.0127,89.0625
2022/2023,Female,ALL,NABTEB,ward,Emai II,South South,Edo,Owan East,Emai II,,92,75,112,94,117,107,74.1935,37.1429,85.7143,91.1111
2022/2023,Female,ALL,NABTEB,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,109,90,134,111,144,134,74.5455,36.5079,88.0952,92.7928
2022/2023,Female,ALL,NECO,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,207,152,257,215,240,219,66.5072,36.9295,76.7635,90.8108
2022/2023,Female,ALL,NECO,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,184,136,232,193,232,210,66.6667,36.6972,82.1101,89.9441
2022/2023,Female,ALL,NECO,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,187,138,235,196,226,207,66.6667,36.6516,78.733,91.3793
2022/2023,Female,ALL,NECO,ward,Anwain,South South,Edo,Etsako West,Anwain,,171,125,210,174,202,190,66.2791,36.5482,79.1878,93.5897
2022/2023,Female,ALL,NECO,ward,Auchi,South South,Edo,Etsako West,Auchi,,156,114,192,159,186,172,66.242,36.6667,79.4444,92.3077
2022/2023,Female,ALL,NECO,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,220,162,269,225,239,217,66.6667,36.7589,72.7273,90.2174
2022/2023,Female,ALL,NECO,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,397,291,504,423,468,432,66.5,36.9979,76.3214,91.6898
