session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,23,13,25,15,23,22,50.0,27.2727,77.2727,94.1176
2022/2023,Female,ALL,NABTEB,ward,Birin/ Gigara/ Yankari,North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,,11,6,0,0,0,0,45.4545,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Dan Kungibar,North East,Bauchi,Alkaleri,Dan Kungibar,,11,9,0,0,0,0,72.7273,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Futuk,North East,Bauchi,Alkaleri,Futuk,,11,6,0,0,0,0,45.4545,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Gar,North East,Bauchi,Alkaleri,Gar,,15,13,7,10,7,5,78.5714,66.6667,83.3333,80.0
2022/2023,Female,ALL,NABTEB,ward,Gwana / Mansur,North East,Bauchi,Alkaleri,Gwana / Mansur,,23,13,25,36,23,22,50.0,63.6364,77.2727,94.1176
2022/2023,Female,ALL,NABTEB,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,11,11,0,0,0,0,90.9091,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Maimadi,North East,Bauchi,Alkaleri,Maimadi,,11,11,0,0,0,0,90.9091,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Pali,North East,Bauchi,Alkaleri,Pali,,22,11,24,33,23,22,47.619,61.9048,80.9524,94.1176
2022/2023,Female,ALL,NABTEB,ward,Yalo,North East,Bauchi,Alkaleri,Yalo,,20,10,19,28,19,18,47.3684,64.7059,82.3529,92.8571
2022/2023,Female,ALL,NABTEB,ward,Yuli/ Lim,North East,Bauchi,Alkaleri,Yuli/ Lim,,11,6,0,0,0,0,45.4545,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Birshi/Miri,North East,Bauchi,Bauchi,Birshi/Miri,,50,28,53,74,52,0,50.0,61.7021,80.8511,0.0
2022/2023,Female,ALL,NABTEB,ward,Dan'Iya Hardo,North East,Bauchi,Bauchi,Dan'Iya Hardo,,25,24,53,30,0,0,87.5,25.5319,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Dandango/Yamrat,North East,Bauchi,Bauchi,Dandango/Yamrat,,33,28,24,33,14,1,75.0,61.9048,47.619,10.0
2022/2023,Female,ALL,NABTEB,ward,Dawaki,North East,Bauchi,Bauchi,Dawaki,,25,24,53,30,0,0,87.5,25.5319,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Galambi/Gwaskwaram,North East,Bauchi,Bauchi,Galambi/Gwaskwaram,,25,24,53,30,0,0,87.5,25.5319,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Kangyare/Turwun,North East,Bauchi,Bauchi,Kangyare/Turwun,,48,28,53,74,48,47,52.1739,61.7021,74.4681,97.1429
2022/2023,Female,ALL,NABTEB,ward,Kundum/Durum,North East,Bauchi,Bauchi,Kundum/Durum,,50,28,53,74,52,34,50.0,61.7021,80.8511,65.7895
2022/2023,Female,ALL,NABTEB,ward,Majidadi 'A',North East,Bauchi,Bauchi,Majidadi 'A',,44,28,40,56,40,38,57.1429,61.1111,80.5556,96.5517
2022/2023,Female,ALL,NABTEB,ward,Majidadi 'B',North East,Bauchi,Bauchi,Majidadi 'B',,25,24,0,0,0,0,87.5,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Makama/Sarki Baki,North East,Bauchi,Bauchi,Makama/Sarki Baki,,25,24,34,20,0,0,87.5,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Mun/Munsal,North East,Bauchi,Bauchi,Mun/Munsal,,25,24,7,5,0,0,87.5,33.3333,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Zungur/Liman Katagum,North East,Bauchi,Bauchi,Zungur/Liman Katagum,,25,24,53,30,0,0,87.5,25.5319,0.0,0
2022/2023,Female,ALL,NABTEB,ward,"B O I ""A""",North East,Bauchi,Bogoro,"B O I ""A""",,11,11,24,13,3,1,90.9091,23.8095,9.5238,50.0
2022/2023,Female,ALL,NABTEB,ward,"B O I ""B""",North East,Bauchi,Bogoro,"B O I ""B""",,11,11,24,13,8,7,90.9091,23.8095,28.5714,83.3333
2022/2023,Female,ALL,NABTEB,ward,"B O I ""C""",North East,Bauchi,Bogoro,"B O I ""C""",,10,10,22,13,0,0,90.0,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,"Bogoro ""A""",North East,Bauchi,Bogoro,"Bogoro ""A""",,18,11,22,30,15,12,58.8235,60.0,55.0,81.8182
2022/2023,Female,ALL,NABTEB,ward,"Bogoro ""B""",North East,Bauchi,Bogoro,"Bogoro ""B""",,21,11,22,30,22,21,50.0,60.0,80.0,93.75
2022/2023,Female,ALL,NABTEB,ward,"Bogoro ""C""",North East,Bauchi,Bogoro,"Bogoro ""C""",,21,11,22,30,22,0,50.0,60.0,80.0,0.0
2022/2023,Female,ALL,NABTEB,ward,"Bogoro ""D""",North East,Bauchi,Bogoro,"Bogoro ""D""",,21,11,22,30,22,0,50.0,60.0,80.0,0.0
2022/2023,Female,ALL,NABTEB,ward,"Lusa ""A""",North East,Bauchi,Bogoro,"Lusa ""A""",,14,11,22,13,0,0,76.9231,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,"Lusa ""B""",North East,Bauchi,Bogoro,"Lusa ""B""",,29,21,38,20,0,0,64.2857,23.5294,0.0,0
2022/2023,Female,ALL,NABTEB,ward,"Lusa ""C""",North East,Bauchi,Bogoro,"Lusa ""C""",,31,23,45,25,0,0,66.6667,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Dagauda,North East,Bauchi,Damban,Dagauda,,18,17,38,20,0,0,88.2353,23.5294,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Dambam,North East,Bauchi,Damban,Dambam,,17,16,36,20,0,0,87.5,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Gargawa,North East,Bauchi,Damban,Gargawa,,20,18,36,20,0,0,84.2105,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Garuza,North East,Bauchi,Damban,Garuza,,24,17,34,20,0,0,65.2174,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Gurbana,North East,Bauchi,Damban,Gurbana,,24,18,34,20,0,0,69.5652,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Jalam Central,North East,Bauchi,Damban,Jalam Central,,18,9,19,10,0,0,47.0588,23.5294,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Jalam East,North East,Bauchi,Damban,Jalam East,,16,9,17,10,0,0,53.3333,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Yame,North East,Bauchi,Damban,Yame,,16,15,34,20,0,0,86.6667,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Yanda,North East,Bauchi,Damban,Yanda,,16,15,34,20,0,0,86.6667,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Zaura,North East,Bauchi,Damban,Zaura,,19,11,24,13,0,0,55.5556,23.8095,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Darazo,North East,Bauchi,Darazo,Darazo,,52,45,86,48,0,0,78.0,24.6753,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Gabarin,North East,Bauchi,Darazo,Gabarin,,8,8,17,10,0,0,87.5,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Gabciyari,North East,Bauchi,Darazo,Gabciyari,,16,13,17,23,0,0,73.3333,60.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Konkiyal,North East,Bauchi,Darazo,Konkiyal,,8,8,17,10,0,0,87.5,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Lago,North East,Bauchi,Darazo,Lago,,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Lanzai,North East,Bauchi,Darazo,Lanzai,,11,11,25,15,0,0,90.9091,27.2727,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Papa,North East,Bauchi,Darazo,Papa,,15,14,16,23,0,0,85.7143,64.2857,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Sade,North East,Bauchi,Darazo,Sade,,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Tauya,North East,Bauchi,Darazo,Tauya,,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Wahu,North East,Bauchi,Darazo,Wahu,,15,11,16,10,0,0,71.4286,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Yautare,North East,Bauchi,Darazo,Yautare,,9,9,3,5,0,0,88.8889,66.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Bagel/Bajar,North East,Bauchi,Dass,Bagel/Bajar,,15,14,16,23,0,0,85.7143,64.2857,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Baraza,North East,Bauchi,Dass,Baraza,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Bundot,North East,Bauchi,Dass,Bundot,,15,14,16,23,0,0,85.7143,64.2857,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Bununu Central,North East,Bauchi,Dass,Bununu Central,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Bununu South,North East,Bauchi,Dass,Bununu South,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Dott,North East,Bauchi,Dass,Dott,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Durr,North East,Bauchi,Dass,Durr,,6,6,0,0,0,0,83.3333,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Polchi,North East,Bauchi,Dass,Polchi,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Wandi,North East,Bauchi,Dass,Wandi,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Zumbul/Lukshi,North East,Bauchi,Dass,Zumbul/Lukshi,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Alagarno/Jadori,North East,Bauchi,Gamawa,Alagarno/Jadori,,7,7,15,8,0,0,85.7143,23.0769,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Gadiya,North East,Bauchi,Gamawa,Gadiya,,15,14,15,20,15,14,85.7143,61.5385,84.6154,90.9091
2022/2023,Female,ALL,NABTEB,ward,Gamawa,North East,Bauchi,Gamawa,Gamawa,,8,8,0,0,0,0,87.5,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Gololo,North East,Bauchi,Gamawa,Gololo,,7,7,13,8,0,0,85.7143,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Kafin Romi,North East,Bauchi,Gamawa,Kafin Romi,,7,7,0,0,0,0,85.7143,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Kubdiya,North East,Bauchi,Gamawa,Kubdiya,,7,7,15,8,0,0,85.7143,23.0769,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Raga,North East,Bauchi,Gamawa,Raga,,15,14,15,20,15,14,85.7143,61.5385,84.6154,90.9091
2022/2023,Female,ALL,NABTEB,ward,Tarmasuwa,North East,Bauchi,Gamawa,Tarmasuwa,,8,8,15,8,3,1,87.5,23.0769,15.3846,50.0
2022/2023,Female,ALL,NABTEB,ward,Tumbi,North East,Bauchi,Gamawa,Tumbi,,7,7,15,8,0,0,85.7143,23.0769,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Udubo,North East,Bauchi,Gamawa,Udubo,,6,6,13,8,0,0,83.3333,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Zindi,North East,Bauchi,Gamawa,Zindi,,14,13,13,18,14,12,84.6154,58.3333,83.3333,90.0
2022/2023,Female,ALL,NABTEB,ward,Ganjuwa,North East,Bauchi,Ganjuwa,Ganjuwa,,26,25,28,41,27,26,88.0,64.0,80.0,95.0
2022/2023,Female,ALL,NABTEB,ward,Gungura,North East,Bauchi,Ganjuwa,Gungura,,18,17,28,23,10,8,88.2353,36.0,28.0,85.7143
2022/2023,Female,ALL,NABTEB,ward,Kafin Madaki,North East,Bauchi,Ganjuwa,Kafin Madaki,,14,13,28,15,0,0,84.6154,24.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Kariya,North East,Bauchi,Ganjuwa,Kariya,,14,13,28,15,0,0,84.6154,24.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Kubi East,North East,Bauchi,Ganjuwa,Kubi East,,15,14,31,18,8,7,85.7143,25.0,21.4286,83.3333
2022/2023,Female,ALL,NABTEB,ward,Kubi West,North East,Bauchi,Ganjuwa,Kubi West,,26,25,49,28,12,11,88.0,25.0,20.4545,88.8889
2022/2023,Female,ALL,NABTEB,ward,Miya East,North East,Bauchi,Ganjuwa,Miya East,,25,24,53,30,26,25,87.5,25.5319,40.4255,94.7368
2022/2023,Female,ALL,NABTEB,ward,Miya West,North East,Bauchi,Ganjuwa,Miya West,,31,30,50,71,38,37,86.6667,62.2222,62.2222,96.4286
2022/2023,Female,ALL,NABTEB,ward,Nasarawa North,North East,Bauchi,Ganjuwa,Nasarawa North,,25,24,27,38,26,25,87.5,62.5,79.1667,94.7368
2022/2023,Female,ALL,NABTEB,ward,Nasarawa South,North East,Bauchi,Ganjuwa,Nasarawa South,,25,24,27,38,26,25,87.5,62.5,79.1667,94.7368
2022/2023,Female,ALL,NABTEB,ward,Yali,North East,Bauchi,Ganjuwa,Yali,,25,24,27,38,26,25,87.5,62.5,79.1667,94.7368
2022/2023,Female,ALL,NABTEB,ward,Chinkani,North East,Bauchi,Giade,Chinkani,,15,14,16,23,15,14,85.7143,64.2857,78.5714,90.9091
2022/2023,Female,ALL,NABTEB,ward,Doguwa Central,North East,Bauchi,Giade,Doguwa Central,,15,14,16,23,15,14,85.7143,64.2857,78.5714,90.9091
2022/2023,Female,ALL,NABTEB,ward,Doguwa South,North East,Bauchi,Giade,Doguwa South,,15,14,16,23,15,14,85.7143,64.2857,78.5714,90.9091
2022/2023,Female,ALL,NABTEB,ward,Giade,North East,Bauchi,Giade,Giade,,15,14,21,25,11,10,85.7143,52.6316,42.1053,87.5
2022/2023,Female,ALL,NABTEB,ward,Isawa,North East,Bauchi,Giade,Isawa,,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Sabon Sara,North East,Bauchi,Giade,Sabon Sara,,15,14,16,23,15,14,85.7143,64.2857,78.5714,90.9091
2022/2023,Female,ALL,NABTEB,ward,"Uzum ""A""",North East,Bauchi,Giade,"Uzum ""A""",,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,"Uzum ""B""",North East,Bauchi,Giade,"Uzum ""B""",,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Zabi,North East,Bauchi,Giade,Zabi,,7,7,16,10,0,0,85.7143,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Zirrami,North East,Bauchi,Giade,Zirrami,,7,7,10,5,0,0,85.7143,22.2222,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Abdallawa/Magarya,North East,Bauchi,Itas/Gadau,Abdallawa/Magarya,,7,7,4,3,0,0,85.7143,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Bambal,North East,Bauchi,Itas/Gadau,Bambal,,7,7,16,10,15,14,85.7143,28.5714,78.5714,90.9091
2022/2023,Female,ALL,NABTEB,ward,Bilkicheri,North East,Bauchi,Itas/Gadau,Bilkicheri,,7,7,16,10,14,12,85.7143,28.5714,71.4286,90.0
