session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Adakawa,North West,Kano,Dala,Adakawa,,750,585,934,759,161,140,70.4026,35.8153,14.1376,86.6667
2022/2023,Female,ALL,NABTEB,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,660,513,836,685,153,151,70.2101,36.1053,15.0526,97.9021
2022/2023,Female,ALL,NABTEB,ward,Dala,North West,Kano,Dala,Dala,,614,478,727,595,124,110,70.2523,36.0775,14.0436,87.931
2022/2023,Female,ALL,NABTEB,ward,Fagge A,North West,Kano,Fagge,Fagge A,,671,522,839,691,153,130,70.2309,36.3064,15.0052,84.6154
2022/2023,Female,ALL,NABTEB,ward,Fagge B,North West,Kano,Fagge,Fagge B,,537,419,662,543,106,100,70.5167,36.1702,13.1649,93.9394
2022/2023,Female,ALL,NABTEB,ward,Fagge C,North West,Kano,Fagge,Fagge C,,675,524,815,663,144,130,70.133,35.8531,14.4708,90.2985
2022/2023,Female,ALL,NABTEB,ward,Dandago,North West,Kano,Gwale,Dandago,,784,608,978,801,180,151,70.0312,36.0936,15.1215,83.3333
2022/2023,Female,ALL,NABTEB,ward,Diso,North West,Kano,Gwale,Diso,,582,452,720,585,134,130,70.1262,35.8191,15.2812,96.8
2022/2023,Female,ALL,NABTEB,ward,Dorayi,North West,Kano,Gwale,Dorayi,,534,416,708,579,163,151,70.3364,36.0248,18.882,92.1053
2022/2023,Female,ALL,NABTEB,ward,Chedi,North West,Kano,Kano Municipal,Chedi,,676,527,813,665,124,112,70.4106,36.039,12.5541,89.6552
2022/2023,Female,ALL,NABTEB,ward,Dan'agundi,North West,Kano,Kano Municipal,Dan'agundi,,583,455,748,611,124,121,70.3497,36.0,13.6471,96.5517
2022/2023,Female,ALL,NABTEB,ward,Gandun Albasa,North West,Kano,Kano Municipal,Gandun Albasa,,707,549,857,701,134,130,70.0115,36.037,12.8337,96.8
2022/2023,Female,ALL,NABTEB,ward,Dakata,North West,Kano,Nasarawa,Dakata,,601,466,750,611,115,110,70.1087,35.9155,12.5587,95.3271
2022/2023,Female,ALL,NABTEB,ward,Gama,North West,Kano,Nasarawa,Gama,,589,459,730,601,125,110,70.3601,36.3088,14.1134,87.1795
2022/2023,Female,ALL,NABTEB,ward,Gawuna,North West,Kano,Nasarawa,Gawuna,,628,488,781,637,134,130,70.1299,35.9639,14.0924,96.8
2022/2023,Female,ALL,NECO,ward,Adakawa,North West,Kano,Dala,Adakawa,,1354,942,1644,1348,272,248,62.7711,36.1349,13.5974,90.5512
2022/2023,Female,ALL,NECO,ward,Bakin Ruwa,North West,Kano,Dala,Bakin Ruwa,,1265,879,1598,1312,287,265,62.7742,36.1784,14.7577,91.791
2022/2023,Female,ALL,NECO,ward,Dala,North West,Kano,Dala,Dala,,1091,759,1349,1107,221,204,62.8272,36.1383,13.4377,91.7476
2022/2023,Female,ALL,NECO,ward,Fagge A,North West,Kano,Fagge,Fagge A,,1231,856,1512,1248,259,239,62.7568,36.3795,14.0279,92.1162
2022/2023,Female,ALL,NECO,ward,Fagge B,North West,Kano,Fagge,Fagge B,,1046,727,1312,1075,228,207,62.7145,36.0832,14.2857,90.1408
2022/2023,Female,ALL,NECO,ward,Fagge C,North West,Kano,Fagge,Fagge C,,1299,905,1610,1318,282,263,62.8769,36.0853,14.3794,92.7757
2022/2023,Female,ALL,NECO,ward,Dandago,North West,Kano,Gwale,Dandago,,1468,1022,1837,1512,304,269,62.8683,36.2722,13.5601,87.9859
