session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,47,39,59,52,382,328,75.0,39.2857,535.7143,85.3333
2022/2023,Female,ALL,NABTEB,ward,Ebu,South South,Delta,Oshimili North,Ebu,,41,34,50,43,341,328,76.1905,37.5,558.3333,95.5224
2022/2023,Female,ALL,NABTEB,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,43,36,54,47,362,330,77.2727,38.4615,546.1538,90.8451
2022/2023,Female,ALL,NABTEB,ward,Agu,South South,Delta,Oshimili South,Agu,,45,39,54,47,339,328,78.2609,38.4615,511.5385,96.2406
2022/2023,Female,ALL,NABTEB,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,47,39,56,47,354,323,75.0,37.037,514.8148,90.6475
2022/2023,Female,ALL,NABTEB,ward,Cable Point I,South South,Delta,Oshimili South,Cable Point I,,51,43,63,57,382,328,76.9231,40.0,500.0,85.3333
2022/2023,Female,ALL,NABTEB,ward,Army Barracks Area,South South,Delta,Uvwie,Army Barracks Area,,47,39,56,47,298,282,75.0,37.037,433.3333,94.0171
2022/2023,Female,ALL,NABTEB,ward,Effurun I,South South,Delta,Uvwie,Effurun I,,47,39,61,52,426,369,75.0,37.931,575.8621,86.2275
2022/2023,Female,ALL,NABTEB,ward,Effurun II,South South,Delta,Uvwie,Effurun II,,53,45,65,57,446,412,77.7778,38.7097,564.5161,92.0
2022/2023,Female,ALL,NABTEB,ward,Ebrohimi,South South,Delta,Warri North,Ebrohimi,,51,43,61,52,367,328,76.9231,37.931,496.5517,88.8889
2022/2023,Female,ALL,NABTEB,ward,Eghoro,South South,Delta,Warri North,Eghoro,,37,30,44,38,260,259,73.6842,38.0952,485.7143,99.0196
2022/2023,Female,ALL,NABTEB,ward,Gbokoda,South South,Delta,Warri North,Gbokoda,,49,41,63,57,426,405,76.0,40.0,556.6667,94.6108
2022/2023,Female,ALL,NABTEB,ward,Bowen,South South,Delta,Warri South,Bowen,,49,41,61,52,403,397,76.0,37.931,544.8276,98.1013
2022/2023,Female,ALL,NABTEB,ward,Edjeba,South South,Delta,Warri South,Edjeba,,39,32,50,43,359,359,75.0,37.5,587.5,99.2908
2022/2023,Female,ALL,NABTEB,ward,G.R.A.,South South,Delta,Warri South,G.R.A.,,45,36,56,52,339,307,73.913,40.7407,492.5926,90.2256
2022/2023,Female,ALL,NECO,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,84,62,107,95,673,663,67.4419,39.2157,517.6471,98.1061
2022/2023,Female,ALL,NECO,ward,Ebu,South South,Delta,Oshimili North,Ebu,,74,56,90,81,584,584,68.4211,39.5349,532.5581,99.5633
2022/2023,Female,ALL,NECO,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,84,62,102,90,642,602,67.4419,38.7755,514.2857,93.254
2022/2023,Female,ALL,NECO,ward,Agu,South South,Delta,Oshimili South,Agu,,82,62,100,85,619,587,69.0476,37.5,506.25,94.2387
2022/2023,Female,ALL,NECO,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,88,67,107,95,650,610,68.8889,39.2157,500.0,93.3333
2022/2023,Female,ALL,NECO,ward,Cable Point I,South South,Delta,Oshimili South,Cable Point I,,95,71,119,104,775,730,67.3469,38.5965,533.3333,93.75
2022/2023,Female,ALL,NECO,ward,Army Barracks Area,South South,Delta,Uvwie,Army Barracks Area,,89,67,109,95,606,569,67.3913,38.4615,457.6923,93.2773
2022/2023,Female,ALL,NECO,ward,Effurun I,South South,Delta,Uvwie,Effurun I,,82,62,102,90,736,710,69.0476,38.7755,589.7959,95.8478
2022/2023,Female,ALL,NECO,ward,Effurun II,South South,Delta,Uvwie,Effurun II,,91,69,113,100,792,745,68.0851,38.8889,575.9259,93.5691
2022/2023,Female,ALL,NECO,ward,Ebrohimi,South South,Delta,Warri North,Ebrohimi,,93,71,113,100,724,689,68.75,38.8889,525.9259,94.7183
2022/2023,Female,ALL,NECO,ward,Eghoro,South South,Delta,Warri North,Eghoro,,72,54,88,76,548,507,67.5676,38.0952,511.9048,92.093
2022/2023,Female,ALL,NECO,ward,Gbokoda,South South,Delta,Warri North,Gbokoda,,88,67,111,95,800,745,68.8889,37.7358,592.4528,92.6752
2022/2023,Female,ALL,NECO,ward,Bowen,South South,Delta,Warri South,Bowen,,91,69,115,100,741,710,68.0851,38.1818,529.0909,95.189
2022/2023,Female,ALL,NECO,ward,Edjeba,South South,Delta,Warri South,Edjeba,,76,58,96,85,655,610,69.2308,39.1304,558.6957,92.607
2022/2023,Female,ALL,NECO,ward,G.R.A.,South South,Delta,Warri South,G.R.A.,,78,58,94,81,555,505,67.5,37.7778,484.4444,90.367
2022/2023,Female,ALL,WAEC,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,109,88,136,119,1012,902,73.2143,38.4615,610.7692,88.665
2022/2023,Female,ALL,WAEC,ward,Ebu,South South,Delta,Oshimili North,Ebu,,99,79,119,104,818,766,72.549,38.5965,563.1579,93.1464
2022/2023,Female,ALL,WAEC,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,107,86,134,119,897,820,72.7273,39.0625,550.0,90.9091
2022/2023,Female,ALL,WAEC,ward,Agu,South South,Delta,Oshimili South,Agu,,101,82,128,114,861,781,73.0769,39.3443,554.0984,90.2367
2022/2023,Female,ALL,WAEC,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,111,90,134,119,831,740,73.6842,39.0625,509.375,88.6503
