session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,50,42,59,49,181,176,75.5556,36.7347,251.0204,96.748
2022/2023,Female,ALL,NABTEB,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,65,55,81,69,281,241,75.8621,37.3134,285.0746,85.3403
2022/2023,Female,ALL,NABTEB,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,71,60,93,77,291,265,76.1905,36.3636,257.1429,90.404
2022/2023,Female,ALL,NABTEB,ward,Ede,North Central,Kogi,Idah,Ede,,40,33,47,41,168,167,75.0,38.4615,292.3077,99.1228
2022/2023,Female,ALL,NABTEB,ward,Ega,North Central,Kogi,Idah,Ega,,52,43,65,55,194,176,76.087,37.037,244.4444,90.1515
2022/2023,Female,ALL,NABTEB,ward,Ichala,North Central,Kogi,Idah,Ichala,,52,43,63,52,197,194,76.087,36.5385,257.6923,97.7612
2022/2023,Female,ALL,NABTEB,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,54,46,68,55,225,194,77.0833,35.7143,273.2143,85.6209
2022/2023,Female,ALL,NABTEB,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,71,60,89,74,271,238,76.1905,36.4865,248.6486,87.5
2022/2023,Female,ALL,NABTEB,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,57,48,70,58,213,186,76.4706,36.2069,250.0,86.8966
2022/2023,Female,ALL,NABTEB,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,58,50,72,60,225,210,76.9231,36.6667,255.0,92.8105
2022/2023,Female,ALL,NABTEB,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,64,53,80,66,268,241,75.4386,36.3636,275.7576,89.5604
2022/2023,Female,ALL,NABTEB,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,77,66,93,77,274,235,76.8116,36.3636,241.5584,85.4839
2022/2023,Female,ALL,NABTEB,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,48,41,60,49,187,179,76.7442,36.0,254.0,95.2756
