session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Kusugu,North West,Katsina,Daura,Kusugu,,203,165,243,194,132,122,73.5294,35.0993,44.3709,92.5373
2022/2023,Female,ALL,NABTEB,ward,Madobi A,North West,Katsina,Daura,Madobi A,,182,147,221,172,130,114,72.9508,34.3066,48.1752,87.8788
2022/2023,Female,ALL,NABTEB,ward,Madobi B,North West,Katsina,Daura,Madobi B,,195,159,255,201,159,138,73.2824,34.8101,51.2658,86.4198
2022/2023,Female,ALL,NABTEB,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,197,160,245,190,135,130,73.4848,34.2105,45.3947,95.6522
2022/2023,Female,ALL,NABTEB,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,197,160,230,179,120,114,73.4848,34.2657,42.6573,95.082
2022/2023,Female,ALL,NABTEB,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,198,160,246,194,126,124,72.9323,34.6405,41.8301,98.4375
2022/2023,Female,ALL,NABTEB,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,243,197,308,245,165,148,73.0061,35.0785,43.9791,89.2857
2022/2023,Female,ALL,NABTEB,ward,Dukke,North West,Katsina,Funtua,Dukke,,174,142,209,161,104,103,73.5043,33.8462,40.7692,98.1132
2022/2023,Female,ALL,NABTEB,ward,Goya,North West,Katsina,Funtua,Goya,,191,156,234,183,134,122,73.4375,34.4828,46.8966,91.1765
2022/2023,Female,ALL,NABTEB,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,177,144,221,172,128,126,73.1092,34.3066,47.4453,98.4615
2022/2023,Female,ALL,NABTEB,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,231,189,285,227,181,156,73.5484,35.0282,51.9774,85.8696
2022/2023,Female,ALL,NABTEB,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,185,151,230,179,104,103,73.3871,34.2657,37.0629,98.1132
2022/2023,Female,ALL,NABTEB,ward,Bamble,North West,Katsina,Mashi,Bamble,,242,197,311,249,177,168,73.4568,35.2332,46.6321,94.4444
2022/2023,Female,ALL,NABTEB,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,227,184,290,230,153,142,73.0263,35.0,43.3333,92.3077
2022/2023,Female,ALL,NABTEB,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,203,165,251,197,128,114,73.5294,34.6154,41.6667,89.2308
2022/2023,Female,ALL,NECO,ward,Kusugu,North West,Katsina,Daura,Kusugu,,373,271,459,366,271,241,65.6,35.0877,48.4211,88.4058
2022/2023,Female,ALL,NECO,ward,Madobi A,North West,Katsina,Daura,Madobi A,,316,230,404,322,234,215,65.566,35.0598,47.4104,91.5966
2022/2023,Female,ALL,NECO,ward,Madobi B,North West,Katsina,Daura,Madobi B,,368,268,467,369,273,249,65.587,34.8276,47.931,90.6475
2022/2023,Female,ALL,NECO,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,380,276,472,377,257,231,65.4902,35.1536,44.7099,89.313
2022/2023,Female,ALL,NECO,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,355,258,433,344,240,225,65.5462,34.9442,45.3532,93.4426
2022/2023,Female,ALL,NECO,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,400,291,493,388,287,267,65.6716,34.6405,47.7124,92.4658
2022/2023,Female,ALL,NECO,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,450,328,567,450,279,249,65.5629,34.9432,40.3409,88.7324
2022/2023,Female,ALL,NECO,ward,Dukke,North West,Katsina,Funtua,Dukke,,336,243,404,322,224,209,65.3333,35.0598,45.4183,92.9825
2022/2023,Female,ALL,NECO,ward,Goya,North West,Katsina,Funtua,Goya,,350,255,435,344,263,241,65.5319,34.8148,49.6296,91.0448
2022/2023,Female,ALL,NECO,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,310,227,398,314,257,231,65.8654,34.8178,53.0364,89.313
2022/2023,Female,ALL,NECO,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,440,319,556,442,316,290,65.4237,35.0725,46.6667,91.3043
2022/2023,Female,ALL,NECO,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,303,220,354,282,171,144,65.5172,35.0,39.5455,83.908
2022/2023,Female,ALL,NECO,ward,Bamble,North West,Katsina,Mashi,Bamble,,431,314,543,435,271,241,65.7439,35.3116,40.9496,88.4058
2022/2023,Female,ALL,NECO,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,406,296,514,406,279,257,65.8088,34.7962,44.5141,91.5493
2022/2023,Female,ALL,NECO,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,388,283,464,369,247,225,65.7692,35.0694,43.75,90.4762
2022/2023,Female,ALL,WAEC,ward,Kusugu,North West,Katsina,Daura,Kusugu,,476,374,578,464,318,300,70.8464,35.376,45.1253,93.8272
2022/2023,Female,ALL,WAEC,ward,Madobi A,North West,Katsina,Daura,Madobi A,,425,334,536,431,291,274,70.8772,35.4354,44.4444,93.9189
2022/2023,Female,ALL,WAEC,ward,Madobi B,North West,Katsina,Daura,Madobi B,,498,390,630,505,357,330,70.6587,35.2941,46.5473,91.7582
2022/2023,Female,ALL,WAEC,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,485,380,580,464,310,280,70.7692,35.2778,43.8889,89.8734
2022/2023,Female,ALL,WAEC,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,464,366,572,461,310,290,71.0611,35.493,44.507,93.038
2022/2023,Female,ALL,WAEC,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,506,397,612,490,330,306,70.7965,35.2632,44.2105,92.2619
2022/2023,Female,ALL,WAEC,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,565,445,702,563,377,349,70.9763,35.3211,44.0367,92.1875
2022/2023,Female,ALL,WAEC,ward,Dukke,North West,Katsina,Funtua,Dukke,,435,342,530,424,271,257,70.8904,35.2584,41.9453,94.2029
2022/2023,Female,ALL,WAEC,ward,Goya,North West,Katsina,Funtua,Goya,,464,364,585,472,336,310,70.7395,35.5372,47.1074,91.8129
2022/2023,Female,ALL,WAEC,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,407,319,527,424,297,286,70.696,35.474,46.1774,96.0265
2022/2023,Female,ALL,WAEC,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,595,468,746,596,404,375,70.9273,35.2052,44.4924,92.233
2022/2023,Female,ALL,WAEC,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,392,309,482,388,249,237,71.1027,35.4515,42.4749,94.4882
2022/2023,Female,ALL,WAEC,ward,Bamble,North West,Katsina,Mashi,Bamble,,594,467,748,600,412,377,70.8543,35.3448,45.2586,90.9524
2022/2023,Female,ALL,WAEC,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,547,428,696,559,397,373,70.5722,35.4167,46.7593,93.5644
2022/2023,Female,ALL,WAEC,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,516,405,632,505,351,330,70.8092,35.2041,45.6633,93.2961
2022/2023,Female,Disabled,NABTEB,ward,Kusugu,North West,Katsina,Daura,Kusugu,,19,15,23,18,22,18,69.2308,35.7143,78.5714,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Madobi A,North West,Katsina,Daura,Madobi A,,18,15,21,15,22,18,75.0,30.7692,84.6154,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Madobi B,North West,Katsina,Daura,Madobi B,,18,15,23,18,27,24,75.0,35.7143,100.0,85.7143
2022/2023,Female,Disabled,NABTEB,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,16,13,21,15,18,16,72.7273,30.7692,69.2308,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,19,15,21,15,12,10,69.2308,30.7692,46.1538,83.3333
2022/2023,Female,Disabled,NABTEB,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,16,13,21,15,18,16,72.7273,30.7692,69.2308,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,21,17,29,22,22,18,71.4286,33.3333,61.1111,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Dukke,North West,Katsina,Funtua,Dukke,,18,15,21,15,14,12,75.0,30.7692,53.8462,85.7143
2022/2023,Female,Disabled,NABTEB,ward,Goya,North West,Katsina,Funtua,Goya,,18,15,21,15,18,16,75.0,30.7692,69.2308,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,16,13,21,15,24,22,72.7273,30.7692,92.3077,91.6667
2022/2023,Female,Disabled,NABTEB,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,16,13,21,15,20,18,72.7273,30.7692,76.9231,90.0
2022/2023,Female,Disabled,NABTEB,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,16,13,21,15,8,6,72.7273,30.7692,30.7692,75.0
2022/2023,Female,Disabled,NABTEB,ward,Bamble,North West,Katsina,Mashi,Bamble,,21,17,26,22,24,22,71.4286,37.5,75.0,91.6667
2022/2023,Female,Disabled,NABTEB,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,21,17,26,18,18,16,71.4286,31.25,56.25,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,18,15,21,15,12,10,75.0,30.7692,46.1538,83.3333
2022/2023,Female,Disabled,NECO,ward,Kusugu,North West,Katsina,Daura,Kusugu,,28,20,34,26,24,20,63.1579,33.3333,57.1429,83.3333
2022/2023,Female,Disabled,NECO,ward,Madobi A,North West,Katsina,Daura,Madobi A,,24,17,29,22,24,20,62.5,33.3333,66.6667,83.3333
2022/2023,Female,Disabled,NECO,ward,Madobi B,North West,Katsina,Daura,Madobi B,,28,20,37,29,24,20,63.1579,34.7826,52.1739,83.3333
2022/2023,Female,Disabled,NECO,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,30,22,34,26,18,16,65.0,33.3333,42.8571,88.8889
2022/2023,Female,Disabled,NECO,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,28,22,37,29,24,20,68.4211,34.7826,52.1739,83.3333
2022/2023,Female,Disabled,NECO,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,30,22,35,26,24,20,65.0,31.8182,54.5455,83.3333
2022/2023,Female,Disabled,NECO,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,37,28,48,37,24,20,68.0,33.3333,40.0,83.3333
2022/2023,Female,Disabled,NECO,ward,Dukke,North West,Katsina,Funtua,Dukke,,27,20,31,22,24,20,66.6667,31.5789,63.1579,83.3333
2022/2023,Female,Disabled,NECO,ward,Goya,North West,Katsina,Funtua,Goya,,28,20,34,26,24,20,63.1579,33.3333,57.1429,83.3333
2022/2023,Female,Disabled,NECO,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,22,17,29,22,24,20,66.6667,33.3333,66.6667,83.3333
