session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,501,391,609,528,84,83,70.3549,38.2189,11.3173,98.3607
2022/2023,Female,ALL,NABTEB,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,730,569,962,836,138,125,70.2006,38.3079,11.7509,90.0
2022/2023,Female,ALL,NABTEB,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,535,418,635,554,98,90,70.3125,38.4342,12.6335,91.5493
2022/2023,Female,ALL,NABTEB,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,673,524,853,746,117,104,70.1863,38.543,11.2583,88.2353
2022/2023,Female,ALL,NABTEB,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,622,485,719,626,103,90,70.2521,38.3648,11.7925,86.6667
2022/2023,Female,ALL,NABTEB,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,418,326,545,469,80,79,70.25,37.9668,12.0332,98.2759
2022/2023,Female,ALL,NABTEB,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,592,461,736,641,91,84,70.1413,38.4025,10.1382,92.4242
2022/2023,Female,ALL,NABTEB,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,501,391,645,562,87,80,70.3549,38.3538,11.0333,92.0635
2022/2023,Female,ALL,NABTEB,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,592,462,754,654,106,94,70.318,38.2309,11.5442,88.3117
2022/2023,Female,ALL,NABTEB,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,626,488,744,644,94,86,70.2838,38.1459,10.3343,91.1765
2022/2023,Female,ALL,NABTEB,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,592,461,742,644,99,90,70.1413,38.204,10.9589,90.2778
2022/2023,Female,ALL,NABTEB,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,609,475,718,626,94,86,70.2749,38.4252,10.7087,91.1765
2022/2023,Female,ALL,NABTEB,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,439,342,516,446,70,66,70.2381,38.0744,11.1597,94.1176
2022/2023,Female,ALL,NABTEB,ward,Aguda,South West,Lagos,Surulere,Aguda,,582,454,772,674,117,105,70.1975,38.5066,12.4451,89.4118
2022/2023,Female,ALL,NABTEB,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,657,512,825,718,106,100,70.2229,38.3562,10.5479,93.5065
2022/2023,Female,ALL,NECO,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,946,660,1176,1031,156,143,62.8729,38.6167,10.8549,91.1504
2022/2023,Female,ALL,NECO,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,1327,925,1666,1457,226,197,62.8054,38.5346,11.1262,86.5854
2022/2023,Female,ALL,NECO,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,1042,726,1295,1131,164,151,62.7884,38.4817,10.3839,91.5966
2022/2023,Female,ALL,NECO,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,1198,835,1519,1326,197,173,62.8272,38.4673,10.6399,87.4126
2022/2023,Female,ALL,NECO,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,1207,840,1438,1254,163,150,62.7383,38.4132,9.2694,91.5254
2022/2023,Female,ALL,NECO,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,750,523,976,856,140,127,62.901,38.6574,11.8056,90.1961
2022/2023,Female,ALL,NECO,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,1070,745,1353,1182,160,143,62.7566,38.5129,9.6909,88.7931
