session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Bambam,North East,Gombe,Balanga,Bambam,,60,51,76,66,47,47,75.5814,38.0,51.0,98.0392
2022/2023,Female,ALL,NABTEB,ward,Bangu,North East,Gombe,Balanga,Bangu,,59,50,70,59,38,37,76.1905,36.9565,44.5652,97.561
2022/2023,Female,ALL,NABTEB,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,82,70,103,87,62,56,76.0684,37.037,49.6296,89.5522
2022/2023,Female,ALL,NABTEB,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,79,67,99,81,47,42,76.1062,36.4341,39.5349,88.2353
2022/2023,Female,ALL,NABTEB,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,86,74,108,90,62,56,76.4228,36.8794,47.5177,89.5522
2022/2023,Female,ALL,NABTEB,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,58,49,72,61,45,42,75.9036,37.234,51.0638,93.75
2022/2023,Female,ALL,NABTEB,ward,Awak,North East,Gombe,Kaltungo,Awak,,74,63,97,83,66,61,75.4717,37.7953,55.9055,91.5493
2022/2023,Female,ALL,NABTEB,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,59,50,71,59,51,46,76.1905,36.5591,59.1398,89.0909
2022/2023,Female,ALL,NABTEB,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,78,67,95,80,45,37,76.5766,37.0968,38.7097,83.3333
2022/2023,Female,ALL,NABTEB,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,82,70,101,85,54,50,76.0684,37.1212,43.9394,91.3793
2022/2023,Female,ALL,NABTEB,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,58,49,70,59,41,39,75.9036,36.9565,47.8261,95.4545
2022/2023,Female,ALL,NABTEB,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,75,64,98,83,66,61,76.6355,37.5,55.4688,91.5493
2022/2023,Female,ALL,NABTEB,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,67,57,91,76,57,52,76.0417,36.9748,51.2605,91.8033
2022/2023,Female,ALL,NABTEB,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,80,68,102,85,62,61,76.3158,36.8421,50.3759,97.0149
2022/2023,Female,ALL,NABTEB,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,76,64,94,80,54,50,75.9259,37.3984,47.1545,91.3793
2022/2023,Female,ALL,NECO,ward,Bambam,North East,Gombe,Balanga,Bambam,,104,79,131,111,92,85,68.2432,37.4269,57.8947,91.9192
2022/2023,Female,ALL,NECO,ward,Bangu,North East,Gombe,Balanga,Bangu,,99,75,121,104,80,73,68.0851,37.9747,54.4304,90.6977
2022/2023,Female,ALL,NECO,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,157,120,197,166,123,114,68.3036,37.2093,51.1628,92.4242
2022/2023,Female,ALL,NECO,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,146,111,183,154,112,103,68.2692,37.2385,50.2092,91.6667
2022/2023,Female,ALL,NECO,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,159,122,199,168,127,117,68.2819,37.3077,52.3077,91.9118
2022/2023,Female,ALL,NECO,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,105,80,130,111,93,87,68.4564,37.6471,58.8235,93.0
2022/2023,Female,ALL,NECO,ward,Awak,North East,Gombe,Kaltungo,Awak,,136,104,170,146,109,101,68.3938,37.6682,52.4664,92.3077
2022/2023,Female,ALL,NECO,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,116,89,147,125,101,92,68.4848,37.3057,55.9585,90.7407
2022/2023,Female,ALL,NECO,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,141,107,177,149,106,101,68.1592,37.069,49.1379,94.7368
2022/2023,Female,ALL,NECO,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,155,118,188,158,120,114,68.3258,36.9919,52.439,94.5736
2022/2023,Female,ALL,NECO,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,105,80,128,107,92,86,68.0,37.1257,59.2814,92.9293
2022/2023,Female,ALL,NECO,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,141,107,187,159,127,117,68.5,37.551,55.5102,91.9118
