session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Badau/Darhela,North West,Sokoto,Bodinga,Badau/Darhela,,106,91,133,115,35,34,77.3585,38.2114,21.9512,96.2963
2022/2023,Female,ALL,NABTEB,ward,Bagarawa,North West,Sokoto,Bodinga,Bagarawa,,127,108,156,137,35,32,77.1654,38.6207,18.6207,88.8889
2022/2023,Female,ALL,NABTEB,ward,Bangi/Dabaga,North West,Sokoto,Bodinga,Bangi/Dabaga,,124,105,153,134,34,32,76.6129,38.7324,18.3099,92.3077
2022/2023,Female,ALL,NABTEB,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,95,81,121,105,26,25,76.8421,38.3929,17.8571,95.0
2022/2023,Female,ALL,NABTEB,ward,Magajin Rafi 'A',North West,Sokoto,Sokoto North,Magajin Rafi 'A',,118,101,142,125,33,28,77.1186,38.6364,18.9394,84.0
2022/2023,Female,ALL,NABTEB,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,141,121,179,156,41,36,77.305,38.5542,18.6747,87.0968
2022/2023,Female,ALL,NABTEB,ward,Gagi 'A',North West,Sokoto,Sokoto South,Gagi 'A',,117,100,145,127,37,30,76.9231,38.5185,20.7407,82.1429
2022/2023,Female,ALL,NABTEB,ward,Gagi 'B',North West,Sokoto,Sokoto South,Gagi 'B',,102,87,129,115,30,29,77.451,39.1667,19.1667,95.6522
2022/2023,Female,ALL,NABTEB,ward,Gagi 'C',North West,Sokoto,Sokoto South,Gagi 'C',,121,103,148,130,33,29,76.8595,38.6861,18.2482,88.0
2022/2023,Female,ALL,NABTEB,ward,Bagida/Lukkingo,North West,Sokoto,Tambuwal,Bagida/Lukkingo,,102,87,129,115,33,32,77.451,39.1667,20.8333,96.0
2022/2023,Female,ALL,NABTEB,ward,Bakaya/Sabon Birni,North West,Sokoto,Tambuwal,Bakaya/Sabon Birni,,132,113,159,139,41,37,77.2727,38.5135,20.9459,90.3226
2022/2023,Female,ALL,NABTEB,ward,Barkeji/Nabaguda,North West,Sokoto,Tambuwal,Barkeji/Nabaguda,,82,70,102,88,24,22,76.8293,37.8947,18.9474,94.4444
2022/2023,Female,ALL,NABTEB,ward,Arkilla,North West,Sokoto,Wamako,Arkilla,,111,95,138,120,33,32,77.4775,38.2812,19.5312,96.0
2022/2023,Female,ALL,NABTEB,ward,Bado/Kasarawa,North West,Sokoto,Wamako,Bado/Kasarawa,,121,103,151,132,35,32,76.8595,38.5714,19.2857,88.8889
2022/2023,Female,ALL,NABTEB,ward,Dundaye/Gumburawa,North West,Sokoto,Wamako,Dundaye/Gumburawa,,134,114,163,142,45,42,76.8657,38.4106,22.5166,94.1176
2022/2023,Female,ALL,NECO,ward,Badau/Darhela,North West,Sokoto,Bodinga,Badau/Darhela,,194,147,236,205,56,53,68.5567,38.3562,19.6347,93.0233
2022/2023,Female,ALL,NECO,ward,Bagarawa,North West,Sokoto,Bodinga,Bagarawa,,229,175,284,247,72,66,68.9956,38.2576,20.8333,90.9091
2022/2023,Female,ALL,NECO,ward,Bangi/Dabaga,North West,Sokoto,Bodinga,Bangi/Dabaga,,234,178,290,254,68,63,68.8034,38.6617,19.3309,92.3077
2022/2023,Female,ALL,NECO,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,159,121,198,174,50,42,68.5535,38.587,20.6522,84.2105
2022/2023,Female,ALL,NECO,ward,Magajin Rafi 'A',North West,Sokoto,Sokoto North,Magajin Rafi 'A',,226,173,285,249,64,59,69.0265,38.4906,18.4906,91.8367
2022/2023,Female,ALL,NECO,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,246,187,305,266,71,63,68.6992,38.5159,19.0813,88.8889
