session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Alim-Gora,North East,Taraba,Ardo Kola,Alim-Gora,,31,26,37,32,67,53,75.8621,37.5,146.875,78.7234
2022/2023,Female,ALL,NABTEB,ward,Ardo Kola,North East,Taraba,Ardo Kola,Ardo Kola,,37,31,45,40,98,89,76.4706,38.4615,176.9231,89.8551
2022/2023,Female,ALL,NABTEB,ward,Iware,North East,Taraba,Ardo Kola,Iware,,22,18,27,24,67,64,75.0,39.1304,204.3478,95.7447
2022/2023,Female,ALL,NABTEB,ward,Akate,North East,Taraba,Donga,Akate,,24,20,29,26,55,53,77.2727,40.0,156.0,94.8718
2022/2023,Female,ALL,NABTEB,ward,Asibiti,North East,Taraba,Donga,Asibiti,,33,29,40,34,77,71,77.4194,38.2353,158.8235,92.5926
2022/2023,Female,ALL,NABTEB,ward,Bikadarko,North East,Taraba,Donga,Bikadarko,,41,35,51,45,105,94,76.3158,38.6364,168.1818,89.1892
2022/2023,Female,ALL,NABTEB,ward,Abbare Yelwa,North East,Taraba,Jalingo,Abbare Yelwa,,28,24,35,29,67,57,76.9231,36.6667,156.6667,85.1064
2022/2023,Female,ALL,NABTEB,ward,Barade,North East,Taraba,Jalingo,Barade,,40,33,50,42,98,93,75.6757,37.2093,160.4651,94.2029
2022/2023,Female,ALL,NABTEB,ward,Kachalla Sembe,North East,Taraba,Jalingo,Kachalla Sembe,,37,31,43,37,71,70,76.4706,37.8378,135.1351,98.0
2022/2023,Female,ALL,NABTEB,ward,Gembu 'A',North East,Taraba,Sardauna,Gembu 'A',,29,25,37,32,78,77,77.7778,37.5,171.875,98.1818
