session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Brass I,South South,Bayelsa,Brass,Brass I,,57,47,70,55,30,28,74.4,34.507,35.2113,92.0
2022/2023,Female,ALL,NABTEB,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,56,46,70,55,32,29,74.5902,34.507,38.0282,88.8889
2022/2023,Female,ALL,NABTEB,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,75,63,100,78,44,40,75.1515,34.6535,36.6337,89.1892
2022/2023,Female,ALL,NABTEB,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,53,43,64,49,28,28,74.7826,33.8462,36.1538,97.8723
2022/2023,Female,ALL,NABTEB,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,57,47,67,53,29,28,74.4,34.5588,35.2941,95.8333
2022/2023,Female,ALL,NABTEB,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,71,59,90,72,38,33,74.8387,34.9727,34.4262,87.3016
2022/2023,Female,ALL,NABTEB,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,68,56,85,67,36,36,74.3243,34.8837,34.8837,98.3333
2022/2023,Female,ALL,NABTEB,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,54,45,67,53,31,28,73.9496,34.5588,38.2353,88.4615
2022/2023,Female,ALL,NABTEB,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,66,55,80,64,31,28,75.0,34.9693,31.9018,88.4615
2022/2023,Female,ALL,NABTEB,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,61,51,75,59,32,29,74.6269,34.8684,35.5263,88.8889
2022/2023,Female,ALL,NABTEB,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,60,50,77,60,30,28,74.8092,34.6154,32.0513,92.0
2022/2023,Female,ALL,NABTEB,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,53,44,65,51,30,27,74.359,34.8485,37.8788,88.0
2022/2023,Female,ALL,NABTEB,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,60,50,74,58,33,31,74.2424,34.6667,36.6667,92.7273
2022/2023,Female,ALL,NABTEB,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,64,53,78,63,33,31,75.0,35.2201,34.5912,92.7273
2022/2023,Female,ALL,NABTEB,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,61,51,75,59,30,27,75.188,34.8684,32.8947,90.0
2022/2023,Female,ALL,NECO,ward,Brass I,South South,Bayelsa,Brass,Brass I,,101,75,122,98,47,45,66.6667,35.4839,31.8548,94.9367
2022/2023,Female,ALL,NECO,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,103,76,125,99,48,47,66.6667,35.0394,31.4961,97.5
2022/2023,Female,ALL,NECO,ward,Cafe Farmosa,South South,Bayelsa,Brass,Cafe Farmosa,,133,99,167,133,67,60,66.7808,35.0,32.6471,90.0901
2022/2023,Female,ALL,NECO,ward,Igbedi,South South,Bayelsa,Kolokuma/Opokuma,Igbedi,,104,76,128,102,53,48,66.5198,35.0,33.8462,90.9091
2022/2023,Female,ALL,NECO,ward,Kaiama,South South,Bayelsa,Kolokuma/Opokuma,Kaiama,,101,75,122,97,46,42,66.9683,35.0806,31.0484,90.9091
2022/2023,Female,ALL,NECO,ward,Kaiama/Olobiri,South South,Bayelsa,Kolokuma/Opokuma,Kaiama/Olobiri,,133,99,172,136,69,63,66.7808,34.8571,32.8571,91.3043
2022/2023,Female,ALL,NECO,ward,Bassambiri I,South South,Bayelsa,Nembe,Bassambiri I,,114,84,140,112,58,54,66.6667,35.0877,33.6842,93.75
2022/2023,Female,ALL,NECO,ward,Bassambiri II,South South,Bayelsa,Nembe,Bassambiri II,,100,74,123,97,48,44,66.8182,34.9398,32.1285,91.25
2022/2023,Female,ALL,NECO,ward,Bassambiri III,South South,Bayelsa,Nembe,Bassambiri III,,117,86,144,115,52,48,66.7969,35.1536,29.6928,91.954
2022/2023,Female,ALL,NECO,ward,Anyama,South South,Bayelsa,Ogbia,Anyama,,109,80,135,107,52,51,66.5272,34.9091,31.6364,97.7011
2022/2023,Female,ALL,NECO,ward,Emeyal,South South,Bayelsa,Ogbia,Emeyal,,108,80,140,112,55,49,66.6667,35.0877,31.9298,90.1099
2022/2023,Female,ALL,NECO,ward,Imiringi,South South,Bayelsa,Ogbia,Imiringi,,104,77,131,104,52,49,67.1053,35.0943,32.4528,95.3488
2022/2023,Female,ALL,NECO,ward,Attissa I,South South,Bayelsa,Yenagoa,Attissa I,,122,90,151,120,61,57,66.6667,34.8534,33.2248,93.1373
2022/2023,Female,ALL,NECO,ward,Attissa II,South South,Bayelsa,Yenagoa,Attissa II,,121,90,149,118,59,56,66.7925,35.0993,32.7815,93.9394
2022/2023,Female,ALL,NECO,ward,Attissa III,South South,Bayelsa,Yenagoa,Attissa III,,116,86,141,113,52,49,66.6667,35.3147,30.4196,94.2529
2022/2023,Female,ALL,WAEC,ward,Brass I,South South,Bayelsa,Brass,Brass I,,137,109,171,136,68,62,72.0,35.1585,32.5648,91.1504
2022/2023,Female,ALL,WAEC,ward,Brass ward II,South South,Bayelsa,Brass,Brass ward II,,136,109,168,132,71,64,72.1477,34.6041,34.6041,89.8305
