session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Mpu,South East,Enugu,Aninri,Mpu,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Oduma I,South East,Enugu,Aninri,Oduma I,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Oduma Ii,South East,Enugu,Aninri,Oduma Ii,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Oduma Iii,South East,Enugu,Aninri,Oduma Iii,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Oduma Iv,South East,Enugu,Aninri,Oduma Iv,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Okpanku,South East,Enugu,Aninri,Okpanku,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,ward,Agbogugu,South East,Enugu,Awgu,Agbogugu,,1,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Anikenano/Ugwueme,South East,Enugu,Awgu,Anikenano/Ugwueme,,4,2,5,5,0,0,40.0,50.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Awgu I,South East,Enugu,Awgu,Awgu I,,29,16,33,24,0,0,51.2821,31.7073,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Awgu Ii,South East,Enugu,Awgu,Awgu Ii,,4,2,6,4,0,0,50.0,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ihe,South East,Enugu,Awgu,Ihe,,8,5,9,5,0,0,54.5455,27.2727,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Isu Awa/Ogugu/Agbudu/Ituku,South East,Enugu,Awgu,Isu Awa/Ogugu/Agbudu/Ituku,,5,2,6,4,0,0,42.8571,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Mgbidi/Mmaku,South East,Enugu,Awgu,Mgbidi/Mmaku,,20,10,15,9,0,0,44.4444,26.3158,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Mgbowo,South East,Enugu,Awgu,Mgbowo,,16,8,15,9,0,0,45.4545,26.3158,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Obeagu,South East,Enugu,Awgu,Obeagu,,4,2,6,4,0,0,50.0,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ogbaku,South East,Enugu,Awgu,Ogbaku,,4,2,6,4,0,0,50.0,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Owelli/Amoli/Ugbo/Ogugu,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,,9,6,12,7,0,0,58.3333,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Abakpa I,South East,Enugu,Enugu East,Abakpa I,,94,67,125,93,83,0,63.7795,32.6923,54.4872,0.0
2022/2023,Female,ALL,NABTEB,ward,Abakpa Ii,South East,Enugu,Enugu East,Abakpa Ii,,12,7,27,15,0,0,56.25,23.5294,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Amorji,South East,Enugu,Enugu East,Amorji,,7,7,18,11,0,0,90.0,27.2727,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ibagwa-Nike/Edem,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,,12,7,15,9,0,0,56.25,26.3158,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Mbulu-Njodo East,South East,Enugu,Enugu East,Mbulu-Njodo East,,26,13,37,22,0,0,45.7143,26.087,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Mbulu-Njodo West,South East,Enugu,Enugu East,Mbulu-Njodo West,,23,14,30,16,15,13,54.8387,24.3243,40.5405,86.6667
2022/2023,Female,ALL,NABTEB,ward,Mbuluiyiukwu,South East,Enugu,Enugu East,Mbuluiyiukwu,,24,17,24,35,32,32,63.6364,63.3333,110.0,96.9697
2022/2023,Female,ALL,NABTEB,ward,Mbuluowehe,South East,Enugu,Enugu East,Mbuluowehe,,20,15,15,22,30,30,66.6667,63.1579,163.1579,96.7742
2022/2023,Female,ALL,NABTEB,ward,Trans-Ekulu,South East,Enugu,Enugu East,Trans-Ekulu,,12,12,22,13,5,4,87.5,25.0,17.8571,80.0
2022/2023,Female,ALL,NABTEB,ward,Ugwugo Nike,South East,Enugu,Enugu East,Ugwugo Nike,,47,41,84,47,0,0,79.3651,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Umuchigbo,South East,Enugu,Enugu East,Umuchigbo,,13,7,15,9,0,0,50.0,26.3158,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Umuenwene,South East,Enugu,Enugu East,Umuenwene,,8,7,16,9,0,0,81.8182,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Asata Township,South East,Enugu,Enugu North,Asata Township,,4,3,9,5,0,0,80.0,27.2727,0.0,0
2022/2023,Female,ALL,NABTEB,ward,China Town,South East,Enugu,Enugu North,China Town,,23,22,53,29,0,0,87.0968,24.2424,0.0,0
2022/2023,Female,ALL,NABTEB,ward,G.R.A,South East,Enugu,Enugu North,G.R.A,,2,2,6,4,0,0,100.0,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ihewuzi,South East,Enugu,Enugu North,Ihewuzi,,5,3,6,4,0,0,57.1429,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Independence Layout,South East,Enugu,Enugu North,Independence Layout,,14,8,16,9,0,0,52.6316,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,New Haven,South East,Enugu,Enugu North,New Haven,,14,8,16,9,0,0,52.6316,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ogbette East,South East,Enugu,Enugu North,Ogbette East,,6,3,6,4,0,0,50.0,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ogbette West,South East,Enugu,Enugu North,Ogbette West,,5,3,6,4,0,0,57.1429,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ogui New Layout,South East,Enugu,Enugu North,Ogui New Layout,,26,15,30,16,0,0,51.4286,24.3243,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Ogui Township,South East,Enugu,Enugu North,Ogui Township,,5,3,6,4,0,0,57.1429,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Onu-Asata,South East,Enugu,Enugu North,Onu-Asata,,6,3,6,4,0,0,50.0,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Udi Siding/Iva Valley,South East,Enugu,Enugu North,Udi Siding/Iva Valley,,5,3,6,4,0,0,57.1429,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Umunevo,South East,Enugu,Enugu North,Umunevo,,6,3,6,4,0,0,50.0,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Achara Layout East,South East,Enugu,Enugu South,Achara Layout East,,13,7,15,9,0,0,50.0,26.3158,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Achara Layout West,South East,Enugu,Enugu South,Achara Layout West,,6,5,11,7,0,0,75.0,28.5714,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Akwuke,South East,Enugu,Enugu South,Akwuke,,7,7,12,7,0,0,90.0,26.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Amechi I,South East,Enugu,Enugu South,Amechi I,,29,28,27,15,14,0,87.1795,24.2424,42.4242,0.0
2022/2023,Female,ALL,NABTEB,ward,Amechi Ii,South East,Enugu,Enugu South,Amechi Ii,,19,16,16,22,24,0,73.0769,60.0,125.0,0.0
2022/2023,Female,ALL,NABTEB,ward,Awkunanaw East,South East,Enugu,Enugu South,Awkunanaw East,,28,21,39,49,11,10,65.7895,55.102,22.449,90.9091
2022/2023,Female,ALL,NABTEB,ward,Awkunanaw West,South East,Enugu,Enugu South,Awkunanaw West,,10,6,11,16,22,21,50.0,64.2857,157.1429,95.4545
2022/2023,Female,ALL,NABTEB,ward,Maryland,South East,Enugu,Enugu South,Maryland,,10,6,12,16,24,24,50.0,60.0,166.6667,96.0
2022/2023,Female,ALL,NABTEB,ward,Obeagu I,South East,Enugu,Enugu South,Obeagu I,,11,7,12,16,25,25,53.3333,60.0,173.3333,96.1538
2022/2023,Female,ALL,NABTEB,ward,Obeagu Ii,South East,Enugu,Enugu South,Obeagu Ii,,12,8,16,22,23,22,62.5,60.0,115.0,95.6522
2022/2023,Female,ALL,NABTEB,ward,Ugwuaji,South East,Enugu,Enugu South,Ugwuaji,,15,11,22,26,23,22,65.0,50.0,82.1429,95.6522
2022/2023,Female,ALL,NABTEB,ward,Uwani East,South East,Enugu,Enugu South,Uwani East,,22,16,34,38,34,33,66.6667,50.0,83.3333,97.1429
2022/2023,Female,ALL,NABTEB,ward,Uwani West,South East,Enugu,Enugu South,Uwani West,,13,11,18,26,15,14,76.4706,60.8696,65.2174,93.3333
2022/2023,Female,ALL,NABTEB,ward,Agba Umana,South East,Enugu,Ezeagu,Agba Umana,,2,2,2,4,0,0,100.0,66.6667,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Aguobu (Umumba),South East,Enugu,Ezeagu,Aguobu (Umumba),,11,11,13,18,26,0,86.6667,62.5,168.75,0.0
2022/2023,Female,ALL,NABTEB,ward,Aguobu-Owa I,South East,Enugu,Ezeagu,Aguobu-Owa I,,2,2,2,4,5,0,100.0,66.6667,166.6667,0.0
2022/2023,Female,ALL,NABTEB,ward,Aguobu-Owa Ii,South East,Enugu,Ezeagu,Aguobu-Owa Ii,,2,2,2,4,5,0,100.0,66.6667,166.6667,0.0
2022/2023,Female,ALL,NABTEB,ward,Awha,South East,Enugu,Ezeagu,Awha,,6,6,6,9,14,0,87.5,62.5,175.0,0.0
2022/2023,Female,ALL,NABTEB,ward,Imezi Owa I,South East,Enugu,Ezeagu,Imezi Owa I,,10,9,11,16,26,4,84.6154,64.2857,192.8571,14.8148
2022/2023,Female,ALL,NABTEB,ward,Imezi Owa Ii,South East,Enugu,Ezeagu,Imezi Owa Ii,,2,2,2,4,11,6,100.0,66.6667,366.6667,54.5455
2022/2023,Female,ALL,NABTEB,ward,Iwollo,South East,Enugu,Ezeagu,Iwollo,,14,14,18,26,59,31,89.4737,63.6364,272.7273,51.6667
2022/2023,Female,ALL,NABTEB,ward,Mgbagbu Owa I,South East,Enugu,Ezeagu,Mgbagbu Owa I,,10,9,14,16,29,15,84.6154,50.0,166.6667,50.0
2022/2023,Female,ALL,NABTEB,ward,Mgbagbu Owa Ii,South East,Enugu,Ezeagu,Mgbagbu Owa Ii,,4,3,6,7,11,6,80.0,57.1429,157.1429,54.5455
2022/2023,Female,ALL,NABTEB,ward,Obeleagu Umana,South East,Enugu,Ezeagu,Obeleagu Umana,,10,9,14,16,29,15,84.6154,50.0,166.6667,50.0
2022/2023,Female,ALL,NABTEB,ward,Obinofia,South East,Enugu,Ezeagu,Obinofia,,7,7,10,11,22,11,90.0,50.0,183.3333,50.0
2022/2023,Female,ALL,NABTEB,ward,Oghe I,South East,Enugu,Ezeagu,Oghe I,,27,23,21,29,64,33,75.6757,61.5385,250.0,52.3077
2022/2023,Female,ALL,NABTEB,ward,Oghe Ii,South East,Enugu,Ezeagu,Oghe Ii,,4,3,5,5,11,6,66.6667,50.0,183.3333,54.5455
2022/2023,Female,ALL,NABTEB,ward,Oghe Iii,South East,Enugu,Ezeagu,Oghe Iii,,4,3,2,2,8,4,80.0,50.0,400.0,50.0
2022/2023,Female,ALL,NABTEB,ward,Okpogho,South East,Enugu,Ezeagu,Okpogho,,6,5,3,4,14,7,75.0,50.0,350.0,50.0
2022/2023,Female,ALL,NABTEB,ward,Olo/Amagu Umulokpa I,South East,Enugu,Ezeagu,Olo/Amagu Umulokpa I,,4,3,2,4,11,6,66.6667,66.6667,366.6667,54.5455
2022/2023,Female,ALL,NABTEB,ward,Ulo/Amagu/Umulokpa Ii,South East,Enugu,Ezeagu,Ulo/Amagu/Umulokpa Ii,,4,3,2,2,8,4,80.0,50.0,400.0,50.0
2022/2023,Female,ALL,NABTEB,ward,Umana Ndiagu,South East,Enugu,Ezeagu,Umana Ndiagu,,21,18,12,16,49,25,75.8621,60.0,333.3333,50.0
2022/2023,Female,ALL,NABTEB,ward,Umumba Ndiumo,South East,Enugu,Ezeagu,Umumba Ndiumo,,4,2,2,2,4,0,60.0,33.3333,133.3333,0.0
2022/2023,Female,ALL,NABTEB,ward,Aku I,South East,Enugu,Igbo-Etiti,Aku I,,25,17,22,13,0,0,61.7647,25.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Aku Ii,South East,Enugu,Igbo-Etiti,Aku Ii,,1,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Aku Iii,South East,Enugu,Igbo-Etiti,Aku Iii,,1,1,2,0,0,0,50.0,0.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Aku Iv,South East,Enugu,Igbo-Etiti,Aku Iv,,1,0,1,0,0,0,0.0,0.0,0.0,0
2022/2023,Female,ALL,NABTEB,ward,Aku V,South East,Enugu,Igbo-Etiti,Aku V,,1,0,1,0,0,0,0.0,0.0,0.0,0
