session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,300,234,372,307,226,219,70.25,36.3834,49.8911,96.5066
2022/2023,Female,ALL,NABTEB,ward,"Ward II, N3",South West,Oyo,Ibadan North,"Ward II, N3",,282,221,350,290,202,202,70.557,36.5741,47.4537,99.5122
2022/2023,Female,ALL,NABTEB,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,313,244,371,305,202,193,70.0957,36.2445,44.7598,95.122
2022/2023,Female,ALL,NABTEB,ward,Ward 08 SW7,South West,Oyo,Ibadan South,Ward 08 SW7,,244,192,317,263,226,221,70.8589,36.4796,58.4184,97.3799
2022/2023,Female,ALL,NABTEB,ward,Ward 10 SW8 II,South West,Oyo,Ibadan South,Ward 10 SW8 II,,261,204,335,277,192,183,70.2006,36.4734,47.1014,94.359
2022/2023,Female,ALL,NABTEB,ward,Ward 11 SW9(1),South West,Oyo,Ibadan South,Ward 11 SW9(1),,298,233,378,312,259,242,70.3518,36.4026,56.1028,93.1298
2022/2023,Female,ALL,NABTEB,ward,Aaje/Ogunbado,South West,Oyo,Ogbomosho North,Aaje/Ogunbado,,296,231,376,311,236,219,70.3797,36.4224,51.5086,92.4686
2022/2023,Female,ALL,NABTEB,ward,Abogunde,South West,Oyo,Ogbomosho North,Abogunde,,311,243,390,322,236,232,70.3614,36.3071,49.5851,97.9079
2022/2023,Female,ALL,NABTEB,ward,Aguodo/ Masifa,South West,Oyo,Ogbomosho North,Aguodo/ Masifa,,363,283,442,366,269,253,70.3093,36.4469,50.0,93.4066
2022/2023,Female,ALL,NABTEB,ward,Agboye/Molete,South West,Oyo,Oyo East,Agboye/Molete,,328,255,393,327,213,193,70.0913,36.701,44.5361,90.2778
