session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,140,111,170,137,222,207,71.4286,35.5932,106.7797,92.8571
2022/2023,Female,ALL,NABTEB,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,128,101,163,131,234,207,70.8333,35.3982,117.6991,87.9699
2022/2023,Female,ALL,NABTEB,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,136,108,163,134,211,175,71.5686,36.2832,106.1947,82.5
2022/2023,Female,ALL,NABTEB,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,164,130,198,160,248,232,71.5447,35.7664,102.9197,92.9078
2022/2023,Female,ALL,NABTEB,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,129,102,162,131,237,216,71.134,35.7143,120.5357,90.3704
2022/2023,Female,ALL,NABTEB,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,132,104,166,137,222,205,70.7071,36.5217,109.5652,92.0635
2022/2023,Female,ALL,NABTEB,ward,Agan,North Central,Benue,Makurdi,Agan,,134,107,175,144,260,221,71.2871,36.3636,122.314,84.4595
2022/2023,Female,ALL,NABTEB,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,146,116,182,147,237,207,70.9091,35.7143,107.1429,86.6667
2022/2023,Female,ALL,NABTEB,ward,Bar,North Central,Benue,Makurdi,Bar,,128,101,156,128,222,205,70.8333,36.1111,116.6667,92.0635
2022/2023,Female,ALL,NABTEB,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,130,104,163,134,237,207,71.4286,36.2832,119.469,86.6667
2022/2023,Female,ALL,NABTEB,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,153,121,188,154,272,249,71.3043,36.1538,119.2308,90.9677
2022/2023,Female,ALL,NABTEB,ward,Allan,North Central,Benue,Otukpo,Allan,,136,108,170,137,195,177,71.5686,35.5932,94.0678,90.0901
2022/2023,Female,ALL,NABTEB,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,134,107,167,134,223,189,71.2871,35.3448,109.4828,84.252
2022/2023,Female,ALL,NABTEB,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,174,138,219,177,285,260,70.9924,35.5263,106.5789,90.7407
2022/2023,Female,ALL,NABTEB,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,132,104,170,137,248,217,70.7071,35.5932,119.4915,87.234
2022/2023,Female,ALL,NECO,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,251,178,307,249,418,382,63.4921,35.6808,111.7371,90.7563
2022/2023,Female,ALL,NECO,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,234,166,296,242,364,334,63.6364,36.0976,100.9756,91.3043
2022/2023,Female,ALL,NECO,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,255,181,317,255,410,362,63.5417,35.4545,105.9091,87.9828
2022/2023,Female,ALL,NECO,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,307,218,381,308,441,405,63.6364,35.6061,95.0758,91.2351
2022/2023,Female,ALL,NECO,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,242,172,307,249,397,368,63.7363,35.6808,106.1033,92.0354
2022/2023,Female,ALL,NECO,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,258,182,338,275,441,405,63.4021,35.8974,107.265,91.2351
2022/2023,Female,ALL,NECO,ward,Agan,North Central,Benue,Makurdi,Agan,,240,169,296,239,408,368,63.3333,35.6098,113.1707,89.6552
2022/2023,Female,ALL,NECO,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,297,210,363,295,464,422,63.6771,35.7143,104.7619,90.5303
2022/2023,Female,ALL,NECO,ward,Bar,North Central,Benue,Makurdi,Bar,,233,164,284,232,385,362,63.4286,36.0406,111.1675,93.6073
2022/2023,Female,ALL,NECO,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,240,170,301,246,385,355,63.8889,35.8852,104.7847,91.7808
2022/2023,Female,ALL,NECO,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,263,187,332,268,454,417,63.6364,35.6522,112.1739,91.4729
2022/2023,Female,ALL,NECO,ward,Allan,North Central,Benue,Otukpo,Allan,,225,158,280,226,366,332,63.3136,35.567,107.2165,90.3846
