session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,90,70,107,93,154,134,70.3704,38.2022,117.9775,86.6667
2022/2023,Female,ALL,NABTEB,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,87,68,103,87,155,143,70.5128,37.2093,123.2558,91.5094
2022/2023,Female,ALL,NABTEB,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,82,64,99,85,147,125,70.2703,37.8049,121.9512,85.0
2022/2023,Female,ALL,NABTEB,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,71,56,91,76,133,116,70.3125,36.8421,119.7368,86.8132
2022/2023,Female,ALL,NABTEB,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,95,75,121,104,182,162,70.9302,37.6238,122.7723,88.7097
2022/2023,Female,ALL,NABTEB,ward,Gangare,North Central,Plateau,Jos North,Gangare,,67,52,82,71,113,110,70.0,38.2353,113.2353,97.4026
2022/2023,Female,ALL,NABTEB,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,75,59,97,85,155,140,70.5882,38.2716,130.8642,89.6226
2022/2023,Female,ALL,NABTEB,ward,Du,North Central,Plateau,Jos South,Du,,85,67,105,90,154,134,70.1299,37.931,120.6897,86.6667
2022/2023,Female,ALL,NABTEB,ward,Giring,North Central,Plateau,Jos South,Giring,,94,74,115,98,154,137,70.5882,37.5,109.375,88.5714
2022/2023,Female,ALL,NABTEB,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,74,58,94,79,141,125,70.1493,37.1795,123.0769,88.5417
2022/2023,Female,ALL,NABTEB,ward,Chanso,North Central,Plateau,Mangu,Chanso,,54,43,67,57,105,103,71.4286,37.5,128.5714,97.2222
2022/2023,Female,ALL,NABTEB,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,108,85,136,117,195,177,71.134,38.0531,117.6991,90.2256
2022/2023,Female,ALL,NABTEB,ward,Chip,North Central,Plateau,Pankshin,Chip,,68,53,85,74,139,125,70.4918,38.0282,133.8028,89.4737
2022/2023,Female,ALL,NABTEB,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,91,72,117,98,182,162,70.7317,37.1134,127.8351,88.7097
2022/2023,Female,ALL,NABTEB,ward,Fier,North Central,Plateau,Pankshin,Fier,,80,63,103,87,147,125,70.8333,37.2093,116.2791,85.0
2022/2023,Female,ALL,NECO,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,160,112,194,166,255,236,63.1944,37.8882,108.0745,91.954
2022/2023,Female,ALL,NECO,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,172,121,213,183,281,262,63.2258,37.8531,108.4746,92.7083
