session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,City Centre,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,,60,48,73,61,14,13,73.3333,36.5385,15.3846,93.75
2022/2023,Female,ALL,NABTEB,ward,Garki,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,,70,56,85,70,12,11,72.6415,36.3636,11.5702,92.8571
2022/2023,Female,ALL,NABTEB,ward,Gui,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,,60,48,71,57,10,9,73.3333,35.6436,11.8812,91.6667
2022/2023,Female,ALL,NABTEB,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,58,46,75,62,13,12,72.7273,36.7925,14.1509,93.3333
2022/2023,Female,ALL,NABTEB,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,75,59,88,72,12,10,72.5664,36.0,11.2,85.7143
2022/2023,Female,ALL,NABTEB,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,73,58,91,73,15,14,72.7273,35.6589,13.9535,88.8889
2022/2023,Female,ALL,NABTEB,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,67,53,84,69,13,12,73.2673,36.1345,12.605,93.3333
2022/2023,Female,ALL,NABTEB,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,52,42,64,53,9,9,73.4177,36.2637,12.0879,90.9091
2022/2023,Female,ALL,NABTEB,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,55,43,68,56,12,11,72.2892,36.0825,14.433,92.8571
2022/2023,Female,ALL,NABTEB,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,63,50,77,64,13,12,72.6316,36.6972,13.7615,93.3333
2022/2023,Female,ALL,NABTEB,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,68,53,83,69,12,11,72.549,36.4407,11.8644,92.8571
2022/2023,Female,ALL,NABTEB,ward,Gudun Karya,North Central,Abuja Federal Capital Territory,Kuje,Gudun Karya,,46,36,55,45,9,8,72.4638,35.8974,12.8205,90.0
2022/2023,Female,ALL,NABTEB,ward,Ashara,North Central,Abuja Federal Capital Territory,Kwali,Ashara,,79,62,92,75,12,11,72.2689,35.8779,10.687,92.8571
2022/2023,Female,ALL,NABTEB,ward,Dafa,North Central,Abuja Federal Capital Territory,Kwali,Dafa,,70,55,82,69,12,11,72.381,37.069,12.069,92.8571
2022/2023,Female,ALL,NABTEB,ward,Gumbo,North Central,Abuja Federal Capital Territory,Kwali,Gumbo,,52,41,67,56,12,10,73.0769,36.8421,14.7368,85.7143
2022/2023,Female,ALL,NECO,ward,City Centre,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,,111,79,139,113,21,20,65.4762,36.0406,12.6904,92.0
2022/2023,Female,ALL,NECO,ward,Garki,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,,126,90,153,126,20,17,65.445,36.2385,10.5505,86.9565
2022/2023,Female,ALL,NECO,ward,Gui,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,,111,79,133,109,18,16,64.881,35.9788,11.1111,90.4762
2022/2023,Female,ALL,NECO,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,113,80,141,115,21,19,65.2941,35.8209,12.4378,88.0
2022/2023,Female,ALL,NECO,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,138,99,165,134,21,18,65.5502,35.7447,10.2128,87.5
2022/2023,Female,ALL,NECO,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,123,87,158,129,23,21,65.0538,36.1607,12.0536,88.8889
2022/2023,Female,ALL,NECO,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,130,92,158,129,21,19,64.9746,36.1607,11.1607,88.0
2022/2023,Female,ALL,NECO,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,95,68,115,94,16,15,65.2778,36.1963,11.6564,89.4737
2022/2023,Female,ALL,NECO,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,103,74,128,105,21,19,65.3846,36.2637,13.1868,91.6667
2022/2023,Female,ALL,NECO,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,126,90,156,128,22,21,65.2632,36.036,11.7117,92.3077
2022/2023,Female,ALL,NECO,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,117,83,141,115,22,20,65.3409,36.0,13.0,88.4615
2022/2023,Female,ALL,NECO,ward,Gudun Karya,North Central,Abuja Federal Capital Territory,Kuje,Gudun Karya,,88,62,106,88,15,13,64.6617,36.6667,12.0,83.3333
2022/2023,Female,ALL,NECO,ward,Ashara,North Central,Abuja Federal Capital Territory,Kwali,Ashara,,141,100,168,137,22,20,65.2582,35.9833,10.8787,88.4615
