session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,23,18,30,26,95,91,70.8333,39.2857,264.2857,94.5946
2022/2023,Female,ALL,NABTEB,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,21,16,25,22,80,76,71.4286,37.5,258.3333,95.1613
2022/2023,Female,ALL,NABTEB,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,21,16,25,22,71,70,71.4286,37.5,229.1667,98.1818
2022/2023,Female,ALL,NABTEB,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,30,24,38,34,95,84,70.9677,38.8889,205.5556,87.8378
2022/2023,Female,ALL,NABTEB,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,29,23,35,29,94,84,70.0,36.3636,221.2121,89.0411
2022/2023,Female,ALL,NABTEB,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,28,23,35,29,86,82,72.4138,36.3636,203.0303,94.0299
2022/2023,Female,ALL,NABTEB,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,29,23,38,34,107,98,70.0,38.8889,230.5556,91.5663
2022/2023,Female,ALL,NABTEB,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,22,17,27,24,86,82,69.5652,38.4615,257.6923,94.0299
2022/2023,Female,ALL,NABTEB,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,24,20,32,26,92,82,72.0,36.6667,236.6667,88.7324
2022/2023,Female,ALL,NABTEB,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,22,17,26,24,73,67,69.5652,40.0,228.0,91.2281
2022/2023,Female,ALL,NABTEB,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,26,21,33,29,85,76,70.3704,38.7097,212.9032,89.3939
2022/2023,Female,ALL,NABTEB,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,22,17,29,24,79,73,69.5652,37.037,225.9259,91.8033
2022/2023,Female,ALL,NABTEB,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,30,24,39,34,107,98,70.9677,37.8378,224.3243,91.5663
2022/2023,Female,ALL,NABTEB,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,31,25,37,31,102,95,71.875,37.1429,225.7143,92.4051
2022/2023,Female,ALL,NABTEB,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,26,21,33,29,93,84,70.3704,38.7097,232.2581,90.2778
2022/2023,Female,ALL,NECO,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,42,29,54,48,186,174,62.7907,39.2157,282.3529,93.0556
2022/2023,Female,ALL,NECO,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,38,27,50,43,174,162,64.1026,38.2979,287.234,92.5926
2022/2023,Female,ALL,NECO,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,36,25,44,38,134,121,62.1622,38.0952,247.619,89.4231
2022/2023,Female,ALL,NECO,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,55,38,67,58,186,175,62.5,38.0952,228.5714,93.75
2022/2023,Female,ALL,NECO,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,54,38,66,58,215,197,63.6364,38.7097,269.3548,91.018
2022/2023,Female,ALL,NECO,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,54,38,67,58,204,183,63.6364,38.0952,250.7937,89.2405
2022/2023,Female,ALL,NECO,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,53,37,63,55,192,180,62.963,38.3333,248.3333,93.2886
2022/2023,Female,ALL,NECO,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,40,28,50,43,155,145,63.4146,38.2979,255.3191,93.3333
2022/2023,Female,ALL,NECO,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,47,33,58,50,178,161,62.5,38.1818,250.9091,89.8551
2022/2023,Female,ALL,NECO,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,44,30,54,48,159,148,62.2222,39.2157,241.1765,92.6829
2022/2023,Female,ALL,NECO,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,51,36,62,55,187,171,63.4615,38.9831,245.7627,91.0345
2022/2023,Female,ALL,NECO,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,43,30,55,48,174,162,63.6364,38.4615,259.6154,92.5926
2022/2023,Female,ALL,NECO,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,54,38,67,58,207,197,63.6364,38.0952,255.5556,94.4099
2022/2023,Female,ALL,NECO,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,58,40,70,60,210,192,62.7119,37.8788,246.9697,90.7975
2022/2023,Female,ALL,NECO,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,47,33,59,50,178,166,62.5,37.5,246.4286,92.7536
2022/2023,Female,ALL,WAEC,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,51,38,67,58,227,216,67.3077,38.0952,279.3651,94.8864
2022/2023,Female,ALL,WAEC,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,52,39,66,58,209,192,67.9245,38.7097,261.2903,91.358
2022/2023,Female,ALL,WAEC,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,46,35,56,48,166,153,68.0851,37.7358,243.3962,91.4729
2022/2023,Female,ALL,WAEC,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,77,59,95,84,282,260,68.3544,38.8889,243.3333,91.7808
2022/2023,Female,ALL,WAEC,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,75,56,96,84,293,270,67.5325,38.4615,249.4505,91.63
2022/2023,Female,ALL,WAEC,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,70,53,85,74,272,251,68.0556,38.75,263.75,91.9431
2022/2023,Female,ALL,WAEC,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,70,53,86,74,250,236,68.0556,38.2716,239.5062,93.8144
2022/2023,Female,ALL,WAEC,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,55,41,68,60,222,213,67.8571,39.0625,268.75,95.3488
2022/2023,Female,ALL,WAEC,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,58,43,72,62,220,203,67.7966,38.2353,251.4706,91.8129
2022/2023,Female,ALL,WAEC,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,58,43,72,62,223,200,67.7966,38.2353,254.4118,89.0173
2022/2023,Female,ALL,WAEC,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,66,50,84,72,254,236,68.6567,37.9747,249.3671,92.3858
2022/2023,Female,ALL,WAEC,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,56,42,69,60,211,197,68.4211,38.4615,252.3077,92.6829
2022/2023,Female,ALL,WAEC,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,74,56,92,82,275,254,68.4211,39.0805,244.8276,92.0188
2022/2023,Female,ALL,WAEC,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,71,54,89,79,262,238,68.4932,39.2857,241.6667,90.6404
2022/2023,Female,ALL,WAEC,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,59,45,72,62,227,202,68.3333,38.2353,258.8235,88.6364
2022/2023,Female,Disabled,NABTEB,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,2,1,2,2,14,12,50.0,50.0,550.0,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,2,1,2,2,14,12,50.0,50.0,550.0,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,2,1,2,2,14,12,50.0,50.0,550.0,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,3,2,3,2,14,12,66.6667,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,3,2,3,2,14,12,66.6667,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,2,1,2,2,14,12,50.0,50.0,550.0,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,3,2,3,2,14,12,66.6667,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NABTEB,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,2,1,3,2,14,12,50.0,33.3333,366.6667,81.8182
2022/2023,Female,Disabled,NECO,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,3,2,4,5,14,12,66.6667,50.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,3,2,4,5,17,14,66.6667,50.0,325.0,84.6154
2022/2023,Female,Disabled,NECO,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,3,2,4,5,14,12,66.6667,50.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,4,2,5,5,13,12,50.0,40.0,200.0,90.0
2022/2023,Female,Disabled,NECO,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,4,2,5,5,17,14,50.0,40.0,260.0,84.6154
2022/2023,Female,Disabled,NECO,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,4,2,5,5,17,14,50.0,40.0,260.0,84.6154
2022/2023,Female,Disabled,NECO,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,4,2,4,2,14,12,50.0,25.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,3,2,4,5,14,12,66.6667,50.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,4,3,5,5,14,12,75.0,40.0,220.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,3,2,4,5,14,12,66.6667,50.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,5,3,5,5,14,12,60.0,40.0,220.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,4,3,5,5,17,14,75.0,40.0,260.0,84.6154
2022/2023,Female,Disabled,NECO,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,4,2,4,5,14,12,50.0,50.0,275.0,81.8182
2022/2023,Female,Disabled,NECO,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,4,2,5,5,12,10,50.0,40.0,180.0,88.8889
2022/2023,Female,Disabled,NECO,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,4,3,5,5,14,12,75.0,40.0,220.0,81.8182
2022/2023,Female,Disabled,WAEC,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,4,3,5,5,13,12,75.0,40.0,200.0,90.0
2022/2023,Female,Disabled,WAEC,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,5,3,5,5,13,12,60.0,40.0,200.0,90.0
2022/2023,Female,Disabled,WAEC,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,4,3,4,5,10,9,75.0,50.0,200.0,87.5
2022/2023,Female,Disabled,WAEC,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,5,3,6,5,13,12,60.0,33.3333,166.6667,90.0
2022/2023,Female,Disabled,WAEC,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,6,4,7,7,15,14,66.6667,42.8571,171.4286,91.6667
2022/2023,Female,Disabled,WAEC,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,6,4,6,5,15,14,66.6667,33.3333,200.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Ang.Rimi,North Central,Nasarawa,Keffi,Ang.Rimi,,5,3,6,5,15,14,60.0,33.3333,200.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Angwan Iya I,North Central,Nasarawa,Keffi,Angwan Iya I,,5,3,5,5,15,14,60.0,40.0,240.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Angwan Iya II,North Central,Nasarawa,Keffi,Angwan Iya II,,5,3,6,5,15,14,60.0,33.3333,200.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Adogi,North Central,Nasarawa,Lafia,Adogi,,4,3,5,5,13,12,75.0,40.0,200.0,90.0
2022/2023,Female,Disabled,WAEC,ward,Agyaragun Tofa,North Central,Nasarawa,Lafia,Agyaragun Tofa,,6,4,7,7,18,17,66.6667,42.8571,200.0,92.8571
2022/2023,Female,Disabled,WAEC,ward,Akurba/Bakin Rijiya,North Central,Nasarawa,Lafia,Akurba/Bakin Rijiya,,5,3,6,5,13,12,60.0,33.3333,166.6667,90.0
2022/2023,Female,Disabled,WAEC,ward,Akum,North Central,Nasarawa,Nasarawa,Akum,,6,4,6,5,15,14,66.6667,33.3333,200.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Ara I,North Central,Nasarawa,Nasarawa,Ara I,,6,4,6,5,15,14,66.6667,33.3333,200.0,91.6667
2022/2023,Female,Disabled,WAEC,ward,Ara II,North Central,Nasarawa,Nasarawa,Ara II,,5,3,5,5,13,12,60.0,40.0,200.0,90.0
2022/2023,Male,ALL,NABTEB,ward,Agyaga,North Central,Nasarawa,Akwanga,Agyaga,,25,20,34,29,111,110,69.2308,37.5,268.75,98.8372
2022/2023,Male,ALL,NABTEB,ward,Akwanga East,North Central,Nasarawa,Akwanga,Akwanga East,,22,16,27,24,95,91,68.1818,38.4615,284.6154,94.5946
2022/2023,Male,ALL,NABTEB,ward,Akwanga West,North Central,Nasarawa,Akwanga,Akwanga West,,19,14,23,19,77,71,68.4211,36.3636,272.7273,91.6667
2022/2023,Male,ALL,NABTEB,ward,Agbashi,North Central,Nasarawa,Doma,Agbashi,,30,24,38,34,115,102,70.9677,38.8889,247.2222,88.764
2022/2023,Male,ALL,NABTEB,ward,Akpanaja,North Central,Nasarawa,Doma,Akpanaja,,29,23,37,31,111,95,70.0,37.1429,245.7143,84.8837
2022/2023,Male,ALL,NABTEB,ward,Alagye,North Central,Nasarawa,Doma,Alagye,,26,21,33,29,102,100,70.3704,38.7097,254.8387,97.4684
