session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Ward II Court/ Ada Allison,South South,Rivers,Bonny,Ward II Court/ Ada Allison,,200,167,246,219,151,131,74.5455,39.2473,50.5376,86.1702
2022/2023,Female,ALL,NABTEB,ward,Ward III Dan Jumbo/ Beresiri,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,,245,204,305,270,174,165,74.2574,38.961,46.7532,94.4444
2022/2023,Female,ALL,NABTEB,ward,Ward III Orosiriri,South South,Rivers,Bonny,Ward III Orosiriri,,211,176,275,243,174,147,74.7126,38.9423,51.9231,84.2593
2022/2023,Female,ALL,NABTEB,ward,Agbonchia,South South,Rivers,Eleme,Agbonchia,,181,151,235,210,145,133,74.4966,39.3258,50.5618,91.1111
2022/2023,Female,ALL,NABTEB,ward,Akpajo,South South,Rivers,Eleme,Akpajo,,210,175,271,237,158,141,74.5665,38.5366,47.8049,88.7755
2022/2023,Female,ALL,NABTEB,ward,Alesa,South South,Rivers,Eleme,Alesa,,287,237,367,321,230,207,74.1525,38.4892,51.4388,89.5105
2022/2023,Female,ALL,NABTEB,ward,Choba,South South,Rivers,Obio-Akpor,Choba,,231,191,288,255,159,147,74.2105,38.9908,45.4128,91.9192
2022/2023,Female,ALL,NABTEB,ward,Elelenwo (3B),South South,Rivers,Obio-Akpor,Elelenwo (3B),,216,179,262,231,158,139,74.1573,38.8889,49.4949,87.7551
2022/2023,Female,ALL,NABTEB,ward,Oro-Igwe,South South,Rivers,Obio-Akpor,Oro-Igwe,,274,228,333,294,174,165,74.3363,38.8889,42.8571,94.4444
2022/2023,Female,ALL,NABTEB,ward,Kalio,South South,Rivers,Okrika,Kalio,,198,164,243,213,158,147,74.2331,38.587,53.2609,92.8571
2022/2023,Female,ALL,NABTEB,ward,Ogan,South South,Rivers,Okrika,Ogan,,186,155,235,210,169,152,74.5098,39.3258,58.9888,89.5238
2022/2023,Female,ALL,NABTEB,ward,Ogoloma I,South South,Rivers,Okrika,Ogoloma I,,198,164,243,216,145,131,74.2331,39.1304,48.913,90.0
2022/2023,Female,ALL,NABTEB,ward,Abuloma/Amadi-Ama,South South,Rivers,Port Harcourt,Abuloma/Amadi-Ama,,237,197,289,255,164,152,74.359,38.8128,46.5753,92.1569
2022/2023,Female,ALL,NABTEB,ward,Diobu,South South,Rivers,Port Harcourt,Diobu,,244,204,308,273,184,173,74.6269,39.0558,48.927,93.8596
2022/2023,Female,ALL,NABTEB,ward,Elekahia,South South,Rivers,Port Harcourt,Elekahia,,216,179,272,240,185,164,74.1573,38.835,55.8252,87.8261
2022/2023,Female,ALL,NECO,ward,Ward II Court/ Ada Allison,South South,Rivers,Bonny,Ward II Court/ Ada Allison,,358,266,436,381,282,264,66.4407,38.4848,53.0303,93.1429
2022/2023,Female,ALL,NECO,ward,Ward III Dan Jumbo/ Beresiri,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,,460,343,555,480,386,359,66.7546,38.0952,57.1429,92.5
2022/2023,Female,ALL,NECO,ward,Ward III Orosiriri,South South,Rivers,Bonny,Ward III Orosiriri,,390,290,502,441,367,340,66.6667,38.6842,60.0,92.1053
2022/2023,Female,ALL,NECO,ward,Agbonchia,South South,Rivers,Eleme,Agbonchia,,338,251,425,369,308,282,66.5468,38.1988,59.3168,91.0995
2022/2023,Female,ALL,NECO,ward,Akpajo,South South,Rivers,Eleme,Akpajo,,367,273,462,402,320,285,66.5563,38.2857,56.8571,88.4422
2022/2023,Female,ALL,NECO,ward,Alesa,South South,Rivers,Eleme,Alesa,,551,410,720,633,517,463,66.5198,38.7156,58.8991,89.0966
2022/2023,Female,ALL,NECO,ward,Choba,South South,Rivers,Obio-Akpor,Choba,,444,330,534,465,332,308,66.3934,38.3663,50.9901,92.233
2022/2023,Female,ALL,NECO,ward,Elelenwo (3B),South South,Rivers,Obio-Akpor,Elelenwo (3B),,420,312,527,462,343,327,66.474,38.5965,53.3835,94.8357
2022/2023,Female,ALL,NECO,ward,Oro-Igwe,South South,Rivers,Obio-Akpor,Oro-Igwe,,480,357,592,519,372,343,66.5823,38.6161,51.5625,91.7749
2022/2023,Female,ALL,NECO,ward,Kalio,South South,Rivers,Okrika,Kalio,,368,273,469,408,306,293,66.3366,38.3099,53.5211,95.2632
2022/2023,Female,ALL,NECO,ward,Ogan,South South,Rivers,Okrika,Ogan,,302,225,388,336,296,283,66.6667,38.0952,62.585,95.1087
2022/2023,Female,ALL,NECO,ward,Ogoloma I,South South,Rivers,Okrika,Ogoloma I,,356,265,436,378,316,296,66.5529,38.1818,59.3939,93.3673
2022/2023,Female,ALL,NECO,ward,Abuloma/Amadi-Ama,South South,Rivers,Port Harcourt,Abuloma/Amadi-Ama,,392,292,480,417,306,293,66.5635,38.292,52.3416,95.2632
2022/2023,Female,ALL,NECO,ward,Diobu,South South,Rivers,Port Harcourt,Diobu,,484,360,607,531,401,377,66.416,38.5621,54.2484,93.5743
2022/2023,Female,ALL,NECO,ward,Elekahia,South South,Rivers,Port Harcourt,Elekahia,,430,320,552,480,401,381,66.6667,38.2775,59.5694,94.3775
2022/2023,Female,ALL,WAEC,ward,Ward II Court/ Ada Allison,South South,Rivers,Bonny,Ward II Court/ Ada Allison,,482,387,600,528,340,317,71.7884,38.7665,46.4758,92.891
2022/2023,Female,ALL,WAEC,ward,Ward III Dan Jumbo/ Beresiri,South South,Rivers,Bonny,Ward III Dan Jumbo/ Beresiri,,602,483,732,642,430,400,71.7742,38.6282,48.1949,92.5094
2022/2023,Female,ALL,WAEC,ward,Ward III Orosiriri,South South,Rivers,Bonny,Ward III Orosiriri,,534,429,674,591,438,415,71.8182,38.6275,53.3333,94.1176
