session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,50,43,61,51,56,54,77.0492,36.7647,75.0,96.0784
2022/2023,Female,ALL,NABTEB,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,72,62,91,77,73,69,77.0115,37.6238,66.3366,94.0299
2022/2023,Female,ALL,NABTEB,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,60,51,80,69,73,70,76.3889,38.2022,75.2809,95.5224
2022/2023,Female,ALL,NABTEB,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,60,52,74,63,74,65,76.7123,37.3494,81.9277,86.7647
2022/2023,Female,ALL,NABTEB,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,54,46,67,57,56,55,76.9231,37.3333,68.0,98.0392
2022/2023,Female,ALL,NABTEB,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,74,64,95,81,80,74,76.6667,37.7358,68.8679,91.7808
2022/2023,Female,ALL,NABTEB,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,61,52,73,61,60,54,77.027,37.037,67.9012,89.0909
2022/2023,Female,ALL,NABTEB,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,61,52,80,67,67,62,77.027,37.0787,68.5393,91.8033
2022/2023,Female,ALL,NABTEB,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,60,51,72,61,56,54,76.3889,37.5,63.75,96.0784
2022/2023,Female,ALL,NABTEB,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,58,50,69,59,62,62,77.1429,37.6623,74.026,98.2456
2022/2023,Female,ALL,NABTEB,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,51,44,65,57,60,54,77.4194,38.3562,75.3425,89.0909
2022/2023,Female,ALL,NABTEB,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,64,54,75,63,73,69,76.6234,36.9048,79.7619,94.0299
2022/2023,Female,ALL,NABTEB,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,65,55,82,71,76,69,76.9231,38.0435,76.087,90.0
2022/2023,Female,ALL,NABTEB,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,60,51,75,65,66,65,76.3889,38.0952,71.4286,98.3333
2022/2023,Female,ALL,NABTEB,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,60,51,74,63,70,66,76.3889,37.3494,77.1084,93.75
2022/2023,Female,ALL,NECO,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,94,73,121,104,125,115,69.2982,37.7778,84.4444,92.1053
2022/2023,Female,ALL,NECO,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,118,90,145,124,128,115,68.5315,37.6543,72.2222,89.7436
2022/2023,Female,ALL,NECO,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,122,94,158,136,169,157,68.9189,38.0682,88.0682,92.2581
2022/2023,Female,ALL,NECO,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,122,94,158,136,161,149,68.9189,38.0682,83.5227,92.517
2022/2023,Female,ALL,NECO,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,91,69,110,94,111,104,68.1818,37.3984,82.9268,93.1373
2022/2023,Female,ALL,NECO,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,140,107,173,149,172,156,68.6391,37.8238,81.3472,90.4459
2022/2023,Female,ALL,NECO,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,110,84,136,118,123,115,68.4211,38.1579,74.3421,92.9204
2022/2023,Female,ALL,NECO,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,117,89,143,124,144,133,68.7943,38.125,82.5,91.6667
2022/2023,Female,ALL,NECO,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,103,79,126,108,120,112,68.8,37.5887,78.0142,92.7273
2022/2023,Female,ALL,NECO,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,110,84,134,116,132,122,68.4211,38.0,80.6667,91.7355
2022/2023,Female,ALL,NECO,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,102,78,130,112,135,125,69.1057,37.931,85.5172,91.9355
2022/2023,Female,ALL,NECO,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,114,87,139,120,134,121,68.8406,38.0645,79.3548,89.4309
2022/2023,Female,ALL,NECO,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,111,85,136,118,123,120,68.6567,38.1579,74.3421,96.4602
2022/2023,Female,ALL,NECO,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,111,85,137,118,144,132,68.6567,37.9085,86.2745,90.9091
2022/2023,Female,ALL,NECO,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,111,85,142,122,154,140,68.6567,37.9747,89.2405,90.0709
2022/2023,Female,ALL,WAEC,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,121,99,150,128,151,144,73.9726,37.7246,82.6347,94.9275
2022/2023,Female,ALL,WAEC,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,172,142,212,181,189,174,74.0385,37.7119,73.3051,91.3295
2022/2023,Female,ALL,WAEC,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,145,120,186,161,190,171,74.2857,38.1643,84.058,89.6552
2022/2023,Female,ALL,WAEC,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,154,127,197,169,209,192,74.1935,37.7273,86.8182,91.623
2022/2023,Female,ALL,WAEC,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,112,92,135,116,131,123,74.0741,37.7483,79.4702,93.3333
2022/2023,Female,ALL,WAEC,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,178,147,218,187,194,179,74.4186,37.8601,73.251,91.573
2022/2023,Female,ALL,WAEC,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,150,124,192,165,168,154,74.5856,37.8505,71.9626,90.9091
2022/2023,Female,ALL,WAEC,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,156,129,193,167,185,171,74.0741,38.1395,78.6047,92.3077
2022/2023,Female,ALL,WAEC,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,151,125,187,161,185,171,74.3169,37.799,80.8612,92.3077
2022/2023,Female,ALL,WAEC,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,147,122,185,159,187,171,74.7191,37.8641,83.0097,91.2281
2022/2023,Female,ALL,WAEC,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,119,98,148,126,146,137,74.3056,37.5758,81.2121,93.2836
2022/2023,Female,ALL,WAEC,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,156,129,196,167,185,167,74.0741,37.4429,77.1689,89.9408
2022/2023,Female,ALL,WAEC,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,157,130,195,169,201,183,74.2105,38.0734,84.4037,90.7609
2022/2023,Female,ALL,WAEC,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,153,126,187,161,172,152,74.0541,37.799,75.1196,87.8981
2022/2023,Female,ALL,WAEC,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,132,110,166,142,173,156,74.375,37.8378,85.4054,89.8734
2022/2023,Female,Disabled,NABTEB,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,5,4,6,4,10,9,66.6667,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,7,6,9,8,10,9,75.0,40.0,90.0,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,5,4,6,4,10,9,66.6667,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,7,6,8,6,10,9,75.0,33.3333,100.0,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,6,5,7,6,10,9,71.4286,37.5,112.5,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,5,4,6,4,8,7,66.6667,28.5714,100.0,85.7143
2022/2023,Female,Disabled,NABTEB,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,5,4,6,4,10,9,66.6667,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,6,5,6,4,10,9,71.4286,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,5,4,6,4,10,9,66.6667,28.5714,128.5714,88.8889
2022/2023,Female,Disabled,NABTEB,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,5,4,6,4,10,9,66.6667,28.5714,128.5714,88.8889
