session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,zone,North Central,North Central,,,,,9462,6886,10881,4038,10070,9212,72.7753,37.1106,92.5466,91.4796
2022/2023,Female,ALL,NABTEB,zone,North East,North East,,,,,14687,10789,16889,6241,5375,4974,73.4595,36.953,31.8254,92.5395
2022/2023,Female,ALL,NABTEB,zone,North West,North West,,,,,28256,20579,32495,11924,7073,6551,72.8305,36.6949,21.7664,92.6198
2022/2023,Female,ALL,NABTEB,zone,South East,South East,,,,,8044,5977,9251,3459,9111,8316,74.3038,37.3906,98.4867,91.2743
2022/2023,Female,ALL,NABTEB,zone,South South,South South,,,,,9248,6837,10635,4026,9301,8536,73.9295,37.8561,87.4565,91.7751
2022/2023,Female,ALL,NABTEB,zone,South West,South West,,,,,22765,16555,26180,9483,14059,12898,72.7213,36.2223,53.7013,91.7419
2022/2023,Female,ALL,NECO,zone,North Central,North Central,,,,,17429,11349,20044,7412,18029,16549,65.1156,36.9786,89.9471,91.791
2022/2023,Female,ALL,NECO,zone,North East,North East,,,,,27055,17800,31112,11520,9946,9168,65.7919,37.0275,31.9684,92.1778
2022/2023,Female,ALL,NECO,zone,North West,North West,,,,,52051,33891,59858,21959,12794,11687,65.1111,36.6852,21.3739,91.3475
2022/2023,Female,ALL,NECO,zone,South East,South East,,,,,14819,9824,17042,6353,18243,16874,66.2933,37.2785,107.0473,92.4958
2022/2023,Female,ALL,NECO,zone,South South,South South,,,,,17035,11263,19590,7356,17012,15713,66.1168,37.5498,86.8402,92.3642
2022/2023,Female,ALL,NECO,zone,South West,South West,,,,,41934,27207,48224,17500,25045,22702,64.8805,36.289,51.9347,90.6448
2022/2023,Female,ALL,WAEC,zone,North Central,North Central,,,,,22908,16104,26343,9722,24551,22676,70.2986,36.9054,93.1974,92.3628
2022/2023,Female,ALL,WAEC,zone,North East,North East,,,,,35557,25232,40892,15142,13140,12041,70.9621,37.0292,32.1334,91.6362
2022/2023,Female,ALL,WAEC,zone,North West,North West,,,,,68409,48076,78670,28941,17309,15963,70.2773,36.7878,22.002,92.2237
2022/2023,Female,ALL,WAEC,zone,South East,South East,,,,,19477,13935,22398,8336,23586,21674,71.5459,37.2176,105.304,91.8935
2022/2023,Female,ALL,WAEC,zone,South South,South South,,,,,22390,15982,25748,9673,22932,21059,71.3801,37.568,89.0632,91.8324
2022/2023,Female,ALL,WAEC,zone,South West,South West,,,,,55113,38599,63380,22976,32025,29839,70.0361,36.2512,50.5286,93.1741
2022/2023,Female,Disabled,NABTEB,zone,North Central,North Central,,,,,867,625,960,366,1420,1275,72.0877,38.125,147.9167,89.7887
