session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3049,0,10.0,93,89,304.9,32.7849,34.2584,58.218,41.199,38.27,47.244,38.316,30.876,46.93
2024/2025,Female,ALL,Private,JSS,JSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3066,0,11.0,110,105,278.7273,27.8727,29.2,68.86,48.73,45.15,55.88,45.32,36.52,46.93
2024/2025,Female,ALL,Private,JSS,JSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3136,0,12.0,110,105,261.3333,28.5091,29.8667,68.86,48.73,45.15,55.88,45.32,36.52,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3076,0,10.858,121,73,283.2934,25.4215,42.137,75.746,53.603,31.39,61.468,49.852,40.172,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2955,0,10.431,117,71,283.2902,25.2564,41.6197,73.242,51.831,30.53,59.436,48.204,38.844,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2869,0,10.126,113,69,283.33,25.3894,41.5797,70.738,50.059,29.67,57.404,46.556,37.516,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2782,0,9.821,110,66,283.2705,25.2909,42.1515,68.86,48.73,28.38,55.88,45.32,36.52,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2799,0,9.882,110,67,283.2423,25.4455,41.7761,68.86,48.73,28.81,55.88,45.32,36.52,46.93
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2799,0,9.882,111,67,283.2423,25.2162,41.7761,69.486,49.173,28.81,56.388,45.732,36.852,46.93
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3711,0,12.0,110,104,309.25,33.7364,35.6827,68.86,48.73,44.72,55.88,45.32,36.52,46.93
2024/2025,Female,ALL,Private,SSS,SSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2759,0,10.0,96,91,275.9,28.7396,30.3187,60.096,42.528,39.13,48.768,39.552,31.872,46.93
2024/2025,Female,ALL,Private,SSS,SSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2184,1967,7.0,63,60,312.0,34.6667,36.4,39.438,27.909,25.8,32.004,25.956,20.916,46.93
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,9148,0,10.0,195,265,914.8,46.9128,34.5208,122.07,86.385,113.95,99.06,80.34,64.74,46.93
2024/2025,Female,ALL,Public,JSS,JSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,9195,0,12.0,231,313,766.25,39.8052,29.377,144.606,102.333,134.59,117.348,95.172,76.692,46.93
2024/2025,Female,ALL,Public,JSS,JSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,9408,0,12.0,232,315,784.0,40.5517,29.8667,145.232,102.776,135.45,117.856,95.584,77.024,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,7177,0,8.722,198,170,822.8617,36.2475,42.2176,123.948,87.714,73.1,100.584,81.576,65.736,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6894,0,8.379,191,163,822.7712,36.0942,42.2945,119.566,84.613,70.09,97.028,78.692,63.412,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6693,0,8.134,185,158,822.8424,36.1784,42.3608,115.81,81.955,67.94,93.98,76.22,61.42,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6491,0,7.889,179,154,822.7912,36.2626,42.1494,112.054,79.297,66.22,90.932,73.748,59.428,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6531,0,7.938,181,154,822.7513,36.0829,42.4091,113.306,80.183,66.22,91.948,74.572,60.092,46.93
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6531,0,7.938,181,155,822.7513,36.0829,42.1355,113.306,80.183,66.65,91.948,74.572,60.092,46.93
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,11131,0,13.0,230,312,856.2308,48.3957,35.6763,143.98,101.89,134.16,116.84,94.76,76.36,46.93
2024/2025,Female,ALL,Public,SSS,SSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,8275,0,11.0,201,273,752.2727,41.1692,30.3114,125.826,89.043,117.39,102.108,82.812,66.732,46.93
2024/2025,Female,ALL,Public,SSS,SSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6552,5901,7.0,132,179,936.0,49.6364,36.6034,82.632,58.476,76.97,67.056,54.384,43.824,46.93
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,882,0,1.0,67,466,882.0,13.1642,1.8927,41.942,29.681,200.38,34.036,27.604,22.244,46.93
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2738,0,10.0,93,89,273.8,29.4409,30.764,58.218,41.199,38.27,47.244,38.316,30.876,46.93
2024/2025,Male,ALL,Private,JSS,JSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2827,0,11.0,110,105,257.0,25.7,26.9238,68.86,48.73,45.15,55.88,45.32,36.52,46.93
2024/2025,Male,ALL,Private,JSS,JSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2784,0,12.0,110,105,232.0,25.3091,26.5143,68.86,48.73,45.15,55.88,45.32,36.52,46.93
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3187,0,10.858,121,73,293.5163,26.3388,43.6575,75.746,53.603,31.39,61.468,49.852,40.172,46.93
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,3062,0,10.431,117,71,293.5481,26.1709,43.1268,73.242,51.831,30.53,59.436,48.204,38.844,46.93
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2973,0,10.126,113,69,293.6006,26.3097,43.087,70.738,50.059,29.67,57.404,46.556,37.516,46.93
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2883,0,9.821,110,66,293.5546,26.2091,43.6818,68.86,48.73,28.38,55.88,45.32,36.52,46.93
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,2901,0,9.882,110,67,293.5641,26.3727,43.2985,68.86,48.73,28.81,55.88,45.32,36.52,46.93
