session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,North Central,North Central,,,,,5382,116,46.4
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,North East,North East,,,,,5647,104,54.3
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,North West,North West,,,,,6997,119,58.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,South East,South East,,,,,3976,94,42.3
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,South South,South South,,,,,4446,114,39.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,zone,South West,South West,,,,,4153,116,35.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,North Central,North Central,,,,,7225,170,42.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,North East,North East,,,,,7931,154,51.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,North West,North West,,,,,10357,189,54.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,South East,South East,,,,,4290,110,39.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,South South,South South,,,,,5390,154,35.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,zone,South West,South West,,,,,5320,152,35.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,zone,North Central,North Central,,,,,7888,170,46.4
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,zone,North East,North East,,,,,7928,146,54.3
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,zone,North West,North West,,,,,9114,155,58.8
