session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Abadam,North East,Borno,Abadam,,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71
