session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,403,0,23.635225,2,2,17.0508,201.5,201.5,1,1,1,1,1,1,47.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,302,0,5.591824,9,6,54.0074,33.5556,50.3333,5,3,4,4,4,3,47.0
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,284,0,5.300268,9,4,53.5822,31.5556,71.0,5,4,2,4,4,3,47.0
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,275,0,5.191055,8,4,52.9757,34.375,68.75,4,3,2,4,3,3,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,844,0,15.647792,27,16,53.9373,31.2593,52.75,14,10,11,12,11,9,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,811,0,15.109514,24,14,53.6748,33.7917,57.9286,12,9,10,11,10,8,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,787,0,14.534601,21,14,54.1467,37.4762,56.2143,11,8,10,10,9,8,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,764,0,14.163116,23,13,53.9429,33.2174,58.7692,12,9,10,11,10,8,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,768,0,14.278308,18,13,53.7879,42.6667,59.0769,9,6,10,8,8,7,47.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,768,0,14.278308,24,13,53.7879,32.0,59.0769,13,9,10,11,10,8,47.0
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,139,196,3.705548,7,1,37.5113,19.8571,139.0,4,3,1,3,3,2,47.0
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,127,180,3.429813,4,1,37.0283,31.75,127.0,2,1,1,2,2,1,47.0
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,119,169,3.119075,7,1,38.1523,17.0,119.0,4,2,1,4,4,3,47.0
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,28,0,0.423852,1,1,66.0608,28.0,28.0,1,0,1,0,0,0,47.0
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,1430,0,52.892554,6,6,27.0359,238.3333,238.3333,3,2,4,3,3,2,47.0
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,1068,0,7.37523,20,10,144.809,53.4,106.8,11,7,7,10,9,7,47.0
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,1007,0,6.964921,15,9,144.5817,67.1333,111.8889,8,6,7,7,6,6,47.0
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,977,0,6.741908,19,9,144.9145,51.4211,108.5556,10,7,7,9,8,7,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2993,0,20.929407,80,28,143.0045,37.4125,106.8929,41,29,19,38,34,27,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2875,0,20.175257,66,27,142.5013,43.5606,106.4815,34,24,18,31,28,23,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2791,0,19.488333,85,26,143.2139,32.8353,107.3462,44,31,18,41,36,29,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2707,0,19.013451,86,25,142.3729,31.4767,108.28,45,31,17,41,36,29,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2723,0,19.125036,49,25,142.3788,55.5714,108.92,26,18,17,23,21,17,47.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,2723,0,19.125036,78,25,142.3788,34.9103,108.92,41,28,17,37,33,27,47.0
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,490,694,3.228002,17,5,151.7967,28.8235,98.0,9,6,3,8,7,6,47.0
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,450,637,2.984772,15,5,150.7653,30.0,90.0,8,5,3,7,6,6,47.0
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,423,598,2.736885,18,6,154.5553,23.5,70.5,9,7,3,8,7,6,47.0
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,100,0,0.285001,3,1,350.8758,33.3333,100.0,2,1,1,1,1,1,47.0
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,541,0,30.578754,2,3,17.692,270.5,180.3333,1,1,2,1,1,1,47.0
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,313,0,5.27972,9,6,59.2834,34.7778,52.1667,5,3,4,4,4,3,47.0
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,296,0,5.03772,9,4,58.7567,32.8889,74.0,5,4,2,4,4,3,47.0
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,287,0,4.923173,8,4,58.2957,35.875,71.75,4,3,2,4,3,3,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,831,0,15.795153,28,16,52.6111,29.6786,51.9375,14,10,11,14,12,10,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,798,0,15.262015,24,14,52.2867,33.25,57.0,12,9,10,11,10,8,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,775,0,14.691993,22,15,52.7498,35.2273,51.6667,11,8,10,11,10,8,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,752,0,14.258102,23,14,52.7419,32.6957,53.7143,12,9,10,11,10,8,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,755,0,14.438382,18,14,52.2912,41.9444,53.9286,9,6,10,8,8,6,47.0
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,755,0,14.438382,24,14,52.2912,31.4583,53.9286,13,9,10,11,10,8,47.0
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Alkaleri,North East,Bauchi,Alkaleri,,,152,206,3.823691,7,1,39.7522,21.7143,152.0,4,3,1,3,3,3,47.0
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,140,189,3.510036,4,1,39.8856,35.0,140.0,2,1,1,2,2,1,47.0
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,132,178,3.264603,8,1,40.4337,16.5,132.0,5,4,1,4,4,3,47.0
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Alkaleri,North East,Bauchi,Alkaleri,,,42,0,0.844188,1,1,49.752,42.0,42.0,1,0,1,0,0,0,47.0
