session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Awka North,South East,Anambra,Awka North,,,0.0,0,1378.8219,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Awka North,South East,Anambra,Awka North,,,213.0,0,1542.5343,6,2,0.1381,35.5,106.5,3.9599,3.4495,0.4434,3.7433,5.2553,1.1005,50.45
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Awka North,South East,Anambra,Awka North,,,200.0,0,1451.583,5,2,0.1378,40.0,100.0,3.2999,2.8746,0.4434,3.1194,4.3794,0.9171,50.45
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Awka North,South East,Anambra,Awka North,,,195.0,0,1411.5644,5,2,0.1381,39.0,97.5,3.2999,2.8746,0.4434,3.1194,4.3794,0.9171,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Awka North,South East,Anambra,Awka North,,,973.0,0,4318.3685,21,14,0.2253,46.3333,69.5,13.8597,12.0731,3.1038,13.1014,18.3937,3.8517,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Awka North,South East,Anambra,Awka North,,,934.0,0,4147.38,17,13,0.2252,54.9412,71.8462,11.2198,9.7735,2.8821,10.6059,14.8901,3.118,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Awka North,South East,Anambra,Awka North,,,908.0,0,4027.3243,18,13,0.2255,50.4444,69.8462,11.8797,10.3484,2.8821,11.2298,15.766,3.3014,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Awka North,South East,Anambra,Awka North,,,880.0,0,3903.6305,18,13,0.2254,48.8889,67.6923,11.8797,10.3484,2.8821,11.2298,15.766,3.3014,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Awka North,South East,Anambra,Awka North,,,886.0,0,3929.0968,16,13,0.2255,55.375,68.1538,10.5598,9.1986,2.8821,9.9821,14.0142,2.9346,50.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Awka North,South East,Anambra,Awka North,,,886.0,0,3929.0968,19,13,0.2255,46.6316,68.1538,12.5397,10.9233,2.8821,11.8537,16.6419,3.4849,50.45
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Awka North,South East,Anambra,Awka North,,,0.0,195,1124.1583,7,1,0.0,0.0,0.0,4.6199,4.0244,0.2217,4.3671,6.1312,1.2839,50.45
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Awka North,South East,Anambra,Awka North,,,0.0,179,1033.2069,4,1,0.0,0.0,0.0,2.6399,2.2996,0.2217,2.4955,3.5036,0.7337,50.45
