session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,33,0,4.4445,0,1,7.4248,0.0,33.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,2083,0,8.2659,56,21,251.9992,37.1964,99.1905,27,23,10,27,1,18,40.33
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1964,0,7.7937,64,20,251.9984,30.6875,98.2,41,21,12,27,1,14,42.73
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,1904,0,7.5556,63,19,251.9985,30.2222,100.2105,34,29,10,32,1,21,43.98
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,5910,0,23.4508,142,85,252.017,41.6197,69.5294,83,51,51,56,2,44,42.9
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,5677,0,22.5286,144,81,251.9908,39.4236,70.0864,82,50,35,81,3,38,41.47
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,5511,0,21.8699,168,79,251.9902,32.8036,69.7595,81,73,38,65,3,49,38.58
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,5345,0,21.2111,166,77,251.9907,32.1988,69.4156,114,80,43,67,3,49,46.45
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,5379,0,21.3429,141,77,252.0276,38.1489,69.8571,73,56,36,69,3,33,39.42
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,5378,0,21.3429,192,77,251.9808,28.0104,69.8442,113,67,39,78,3,62,41.85
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,1380,1380,5.4762,42,12,251.9996,32.8571,115.0,27,17,7,19,1,11,44.86
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1265,1265,5.0198,35,11,252.0021,36.1429,115.0,21,17,6,13,1,8,42.1
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,1189,1189,4.7183,33,11,251.9975,36.0303,108.0909,18,14,7,13,1,10,43.15
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,147,0,0.5833,6,1,252.0144,24.5,147.0,4,2,1,2,0,2,50.67
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,117,0,15.7579,0,1,7.4248,0.0,117.0,0,0,1,0,0,0,0.0
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,7384,0,22.0418,130,45,334.9999,56.8,164.0889,73,54,26,66,2,34,43.43
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,6962,0,20.7821,179,42,334.9998,38.8939,165.7619,105,79,23,98,4,45,44.45
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,6751,0,20.1522,119,41,335.0006,56.7311,164.6585,58,39,19,46,2,36,37.36
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,20953,0,62.5465,656,197,334.9988,31.9405,106.3604,322,253,111,327,10,164,40.48
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,20129,0,60.0868,428,189,334.9987,47.0304,106.5026,250,193,103,165,7,107,41.78
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,19540,0,58.3299,509,184,334.9911,38.389,106.1957,274,224,95,220,11,139,41.16
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,18952,0,56.573,475,178,335.0008,39.8989,106.4719,222,176,99,252,7,110,39.67
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,19070,0,56.9244,406,179,335.0057,46.9704,106.5363,200,176,86,149,6,126,38.88
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,19070,0,56.9244,627,179,335.0057,30.4147,106.5363,353,276,87,250,11,137,39.71
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,4892,4892,14.603,141,32,334.9997,34.695,152.875,77,55,14,61,2,42,39.96
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,4485,4485,13.3881,83,30,334.999,54.0361,149.5,37,33,20,38,2,23,40.98
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,4213,4213,12.5761,101,28,335.0005,41.7129,150.4643,55,40,19,54,2,27,44.92
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,519,0,1.5493,16,5,334.99,32.4375,103.8,8,7,3,8,0,4,41.85
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,43,0,5.7914,0,1,7.4248,0.0,43.0,0,0,0,0,0,0,0.0
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,2008,0,7.9683,54,20,251.9985,37.1852,100.4,26,23,10,27,1,17,41.04
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1893,0,7.5119,62,19,252.0002,30.5323,99.6316,40,21,11,26,1,14,42.75
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,1836,0,7.2857,61,18,252.0005,30.0984,102.0,33,28,9,31,1,20,43.48
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,5981,0,23.7333,143,86,252.0088,41.8252,69.5465,84,51,52,57,2,44,43.05
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,5746,0,22.8,145,82,252.0175,39.6276,70.0732,83,51,36,82,3,38,41.73
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,5578,0,22.1333,170,80,252.0185,32.8118,69.725,82,74,39,65,3,50,38.67
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,5409,0,21.4667,168,78,251.9717,32.1964,69.3462,116,81,44,68,3,49,46.6
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,5443,0,21.6,143,78,251.9907,38.0629,69.7821,74,57,37,70,3,33,39.48
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,5443,0,21.6,195,78,251.9907,27.9128,69.7821,115,68,40,79,3,62,41.87
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,1460,1460,5.7937,45,13,251.9979,32.4444,112.3077,29,18,8,20,1,12,45.31
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1338,1338,5.3095,37,12,252.0011,36.1622,111.5,22,18,7,14,1,8,42.41
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,1257,1257,4.9881,35,11,251.9998,35.9143,114.2727,19,15,7,14,1,11,43.44
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,259,0,1.0278,11,2,251.9946,23.5455,129.5,7,4,1,5,0,3,42.91
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,151,0,20.3371,1,1,7.4248,151.0,151.0,1,0,1,1,0,0,60.0
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,7119,0,21.2507,126,43,335.0007,56.5,165.5581,70,52,25,64,2,33,43.3
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,6712,0,20.0358,173,41,335.0003,38.7977,163.7073,102,77,23,95,3,44,44.84
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,6509,0,19.4299,115,39,334.9992,56.6,166.8974,56,38,18,44,2,35,37.33
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,21205,0,63.2989,664,199,334.9979,31.9352,106.5578,326,257,112,331,10,166,40.49
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,20371,0,60.8097,434,191,334.9959,46.9378,106.6545,253,196,104,168,7,108,41.75
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,19776,0,59.0316,515,186,335.007,38.4,106.3226,277,227,96,222,11,140,41.11
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,19180,0,57.2535,481,180,335.0014,39.8753,106.5556,225,178,100,255,7,112,39.68
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,19299,0,57.6091,411,181,334.9992,46.9562,106.6243,202,178,87,151,6,128,38.87
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,19299,0,57.6091,635,181,334.9992,30.3921,106.6243,358,279,88,253,11,139,39.73
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,5176,5176,15.4507,150,34,335.001,34.5067,152.2353,82,58,15,65,2,44,39.91
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,4744,4744,14.1612,88,31,334.9999,53.9091,153.0323,40,35,20,40,2,24,40.73
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,4457,4457,13.3045,107,30,334.9994,41.6542,148.5667,58,43,20,57,2,29,44.76
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,918,0,2.7403,28,9,334.9998,32.7857,102.0,15,12,5,14,1,8,43.03
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,2,0,0.2696,0,1,7.4189,0.0,2.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,135,0,0.5357,4,1,252.0067,33.75,135.0,2,2,0,2,0,1,33.0
2024/2025,Female,Disabled,Private,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,128,0,0.5079,4,1,252.0181,32.0,128.0,3,1,1,2,0,1,53.0
2024/2025,Female,Disabled,Private,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,124,0,0.4921,4,1,251.9813,31.0,124.0,2,2,1,2,0,1,49.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,384,0,1.525,9,6,251.8033,42.6667,64.0,5,3,4,4,0,3,44.0
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,369,0,1.465,9,5,251.8771,41.0,73.8,5,3,2,5,0,2,39.29
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,358,0,1.4222,11,5,251.7227,32.5455,71.6,5,5,2,4,0,3,35.85
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,348,0,1.3794,11,5,252.2836,31.6364,69.6,8,5,3,4,0,3,46.69
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,350,0,1.3879,9,5,252.1796,38.8889,70.0,5,4,2,4,0,2,38.84
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,350,0,1.3879,12,5,252.1796,29.1667,70.0,7,4,3,5,0,4,43.27
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,90,90,0.3571,3,1,252.0302,30.0,90.0,2,1,1,1,0,1,50.67
2024/2025,Female,Disabled,Private,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,82,82,0.3254,2,1,251.9975,41.0,82.0,1,1,1,1,0,0,44.0
2024/2025,Female,Disabled,Private,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,77,77,0.3056,2,1,251.9634,38.5,77.0,1,1,1,1,0,1,54.0
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,10,0,0.0397,1,1,251.8892,10.0,10.0,1,0,1,0,0,0,44.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,8,0,1.0783,0,1,7.4189,0.0,8.0,0,0,1,0,0,0,0.0
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,480,0,1.4328,8,3,335.0084,60.0,160.0,4,3,2,4,0,2,42.17
2024/2025,Female,Disabled,Public,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,453,0,1.3522,12,3,335.0096,37.75,151.0,7,5,2,7,0,3,46.33
2024/2025,Female,Disabled,Public,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,439,0,1.3104,8,3,335.0122,54.875,146.3333,4,3,1,3,0,2,34.83
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,1362,0,4.0648,43,13,335.0718,31.6744,104.7692,21,17,7,21,1,11,40.15
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1308,0,3.9049,28,12,334.9638,46.7143,109.0,16,13,7,11,0,7,42.19
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,1270,0,3.7907,33,12,335.0305,38.4848,105.8333,18,15,6,14,1,9,41.21
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,1232,0,3.6765,31,12,335.1013,39.7419,102.6667,14,12,7,16,0,7,39.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,1239,0,3.6994,26,12,334.9192,47.6538,103.25,13,11,6,10,0,8,39.38
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,1239,0,3.6994,41,12,334.9192,30.2195,103.25,23,18,6,16,1,9,39.8
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,318,318,0.9493,9,2,334.9837,35.3333,159.0,5,3,1,4,0,3,41.33
2024/2025,Female,Disabled,Public,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,292,292,0.8716,5,2,335.0161,58.4,146.0,2,2,1,2,0,1,34.4
2024/2025,Female,Disabled,Public,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,274,274,0.8179,7,2,335.0043,39.1429,137.0,4,3,1,4,0,2,44.0
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,34,0,0.1015,1,1,334.9754,34.0,34.0,1,0,1,0,0,0,44.0
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,3,0,0.4044,0,1,7.4189,0.0,3.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,131,0,0.5198,4,1,252.02,32.75,131.0,2,2,0,2,0,1,33.0
2024/2025,Male,Disabled,Private,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,123,0,0.4881,4,1,251.9975,30.75,123.0,3,1,1,2,0,1,53.0
2024/2025,Male,Disabled,Private,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,119,0,0.4722,4,1,252.0119,29.75,119.0,2,2,1,2,0,1,49.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,389,0,1.5427,9,6,252.1553,43.2222,64.8333,5,3,4,4,0,3,44.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,373,0,1.482,9,5,251.6869,41.4444,74.6,5,3,2,5,0,2,39.29
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,362,0,1.4387,11,5,251.616,32.9091,72.4,5,5,2,4,0,3,35.85
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,352,0,1.3953,11,5,252.2755,32.0,70.4,8,5,3,4,0,3,46.69
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,354,0,1.404,9,5,252.1368,39.3333,70.8,5,4,2,4,0,2,38.84
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,354,0,1.404,13,5,252.1368,27.2308,70.8,8,5,3,5,0,4,43.75
2024/2025,Male,Disabled,Private,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,95,95,0.377,3,1,251.9894,31.6667,95.0,2,1,1,1,0,1,50.67
2024/2025,Male,Disabled,Private,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,87,87,0.3452,2,1,252.0278,43.5,87.0,1,1,1,1,0,0,44.0
2024/2025,Male,Disabled,Private,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,82,82,0.3254,2,1,251.9975,41.0,82.0,1,1,1,1,0,1,54.0
2024/2025,Male,Disabled,Private,Vocational,Tech/Voc,,lga,Jema'A,North West,Kaduna,Jema'A,,,17,0,0.0675,1,1,251.8519,17.0,17.0,1,0,1,0,0,0,44.0
2024/2025,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Jema'A,North West,Kaduna,Jema'A,,,10,0,1.3479,0,1,7.4189,0.0,10.0,0,0,1,0,0,0,0.0
2024/2025,Male,Disabled,Public,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,463,0,1.3821,8,3,334.9975,57.875,154.3333,4,3,2,4,0,2,42.17
2024/2025,Male,Disabled,Public,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,436,0,1.3015,11,3,334.9981,39.6364,145.3333,6,5,2,6,0,3,45.58
