session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,0.0,0,1378.8219,0,0,0.0,0.0,0.0,0,0,1,0,0,0,41.88
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Akwanga,North Central,Nasarawa,Akwanga,,,70.0,0,1145.9866,1,1,0.0611,70.0,70.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,66.0,0,1080.5016,1,1,0.0611,66.0,66.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,64.0,0,1047.7592,1,1,0.0611,64.0,64.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akwanga,North Central,Nasarawa,Akwanga,,,49.0,0,3230.5907,4,1,0.0152,12.25,49.0,2,1,1,1,1,2,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,47.0,0,3103.2589,4,1,0.0151,11.75,47.0,2,1,1,1,1,2,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,46.0,0,3012.3076,3,1,0.0153,15.3333,46.0,1,1,1,1,1,2,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,44.0,0,2921.3563,2,1,0.0151,22.0,44.0,1,1,1,1,0,1,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,45.0,0,2939.5465,2,1,0.0153,22.5,45.0,1,1,1,1,0,1,41.88
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,45.0,0,2939.5465,3,1,0.0153,15.0,45.0,1,1,1,1,1,2,41.88
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Akwanga,North Central,Nasarawa,Akwanga,,,74.0,23,836.7521,1,1,0.0884,74.0,74.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,71.0,22,800.3716,1,1,0.0887,71.0,71.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,64.0,20,727.6105,1,1,0.088,64.0,64.0,0,0,1,0,0,1,41.88
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,0.0,0,87.3133,1,1,0.0,0.0,0.0,0,0,1,0,0,1,41.88
