session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Oshimili North,South South,Delta,Oshimili North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Oshimili North,South South,Delta,Oshimili North,,,323,0,1.2817,7,2,252.0091,46.1429,161.5,4,3,2,2,0,5,56.0
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Oshimili North,South South,Delta,Oshimili North,,,304,0,1.2063,11,2,252.0103,27.6364,152.0,6,4,2,3,0,6,50.91
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Oshimili North,South South,Delta,Oshimili North,,,295,0,1.1706,8,2,252.0075,36.875,147.5,4,3,1,3,0,5,45.0
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Oshimili North,South South,Delta,Oshimili North,,,915,0,3.6306,22,10,252.0245,41.5909,91.5,10,8,9,6,0,15,49.49
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Oshimili North,South South,Delta,Oshimili North,,,879,0,3.4879,37,10,252.0141,23.7568,87.9,17,10,6,9,0,23,42.03
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Oshimili North,South South,Delta,Oshimili North,,,853,0,3.3859,31,10,251.9271,27.5161,85.3,13,10,7,11,0,20,45.39
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Oshimili North,South South,Delta,Oshimili North,,,827,0,3.2839,30,9,251.8347,27.5667,91.8889,12,8,8,8,0,18,44.89
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Oshimili North,South South,Delta,Oshimili North,,,833,0,3.3043,26,9,252.0958,32.0385,92.5556,10,7,7,6,0,14,40.91
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Oshimili North,South South,Delta,Oshimili North,,,833,0,3.3043,31,9,252.0958,26.871,92.5556,17,8,7,11,0,17,47.54
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Oshimili North,South South,Delta,Oshimili North,,,267,267,1.0595,9,2,252.0057,29.6667,133.5,5,2,2,3,0,6,52.89
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Oshimili North,South South,Delta,Oshimili North,,,245,245,0.9722,6,1,252.0058,40.8333,245.0,3,2,1,2,0,3,49.33
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Oshimili North,South South,Delta,Oshimili North,,,230,230,0.9127,6,1,251.9996,38.3333,230.0,3,2,1,2,0,3,49.33
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Oshimili North,South South,Delta,Oshimili North,,,23,0,0.0913,1,1,251.9168,23.0,23.0,0,0,1,0,0,1,36.0
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Oshimili North,South South,Delta,Oshimili North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Oshimili North,South South,Delta,Oshimili North,,,445,0,1.3284,8,4,334.9895,55.625,111.25,5,3,3,2,0,6,53.0
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Oshimili North,South South,Delta,Oshimili North,,,420,0,1.2537,8,3,335.0084,52.5,140.0,3,3,2,2,0,5,42.17
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Oshimili North,South South,Delta,Oshimili North,,,407,0,1.2149,8,3,335.007,50.875,135.6667,5,2,3,2,0,5,53.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Oshimili North,South South,Delta,Oshimili North,,,1263,0,3.7704,30,6,334.9777,42.1,210.5,14,10,6,11,0,14,48.27
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Oshimili North,South South,Delta,Oshimili North,,,1213,0,3.6221,34,6,334.8886,35.6765,202.1667,13,12,5,10,0,21,45.33
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Oshimili North,South South,Delta,Oshimili North,,,1178,0,3.5162,30,6,335.0208,39.2667,196.3333,17,11,5,8,0,17,49.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Oshimili North,South South,Delta,Oshimili North,,,1142,0,3.4103,28,6,334.8679,40.7857,190.3333,12,7,4,7,0,20,43.95
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Oshimili North,South South,Delta,Oshimili North,,,1150,0,3.4315,21,6,335.1304,54.7619,191.6667,9,6,5,7,0,12,45.52
