session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Auyo,North West,Jigawa,Auyo,,,262,0,21.421409,2,2,12.2308,131.0,131.0,1.2072,1.1852,0.4647,1.2251,1.5336,0.1883,46.2
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Auyo,North West,Jigawa,Auyo,,,238,0,3.822651,3,2,62.2605,79.3333,119.0,1.8107,1.7778,0.4647,1.8377,2.3004,0.2824,46.2
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Auyo,North West,Jigawa,Auyo,,,224,0,3.586179,6,2,62.462,37.3333,112.0,3.6215,3.5556,0.4647,3.6754,4.6007,0.5648,46.2
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Auyo,North West,Jigawa,Auyo,,,217,0,3.532782,4,2,61.4247,54.25,108.5,2.4143,2.3704,0.4647,2.4503,3.0671,0.3766,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Auyo,North West,Jigawa,Auyo,,,664,0,10.758739,11,9,61.7173,60.3636,73.7778,6.6394,6.5187,2.0911,6.7383,8.4346,1.0355,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Auyo,North West,Jigawa,Auyo,,,639,0,10.289227,20,9,62.1038,31.95,71.0,12.0716,11.8522,2.0911,12.2514,15.3357,1.8828,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Auyo,North West,Jigawa,Auyo,,,619,0,9.973592,11,9,62.0639,56.2727,68.7778,6.6394,6.5187,2.0911,6.7383,8.4346,1.0355,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Auyo,North West,Jigawa,Auyo,,,601,0,9.65795,11,9,62.2285,54.6364,66.7778,6.6394,6.5187,2.0911,6.7383,8.4346,1.0355,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Auyo,North West,Jigawa,Auyo,,,604,0,9.766273,10,9,61.8455,60.4,67.1111,6.0358,5.9261,2.0911,6.1257,7.6679,0.9414,46.2
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Auyo,North West,Jigawa,Auyo,,,604,0,9.766273,12,9,61.8455,50.3333,67.1111,7.2429,7.1113,2.0911,7.3508,9.2014,1.1297,46.2
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Auyo,North West,Jigawa,Auyo,,,153,134,2.568038,3,1,59.5786,51.0,153.0,1.8107,1.7778,0.2323,1.8377,2.3004,0.2824,46.2
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Auyo,North West,Jigawa,Auyo,,,140,123,2.35561,3,1,59.4326,46.6667,140.0,1.8107,1.7778,0.2323,1.8377,2.3004,0.2824,46.2
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Auyo,North West,Jigawa,Auyo,,,132,116,2.121768,3,1,62.2123,44.0,132.0,1.8107,1.7778,0.2323,1.8377,2.3004,0.2824,46.2
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Auyo,North West,Jigawa,Auyo,,,41,0,0.314832,1,1,130.228,41.0,41.0,0.6036,0.5926,0.2323,0.6126,0.7668,0.0941,46.2
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Auyo,North West,Jigawa,Auyo,,,933,0,48.636155,6,5,19.1833,155.5,186.6,3.6215,3.5556,1.1617,3.6754,4.6007,0.5648,46.2
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Auyo,North West,Jigawa,Auyo,,,844,0,5.017292,15,4,168.2182,56.2667,211.0,9.0537,8.8891,0.9294,9.1886,11.5018,1.4121,46.2
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Auyo,North West,Jigawa,Auyo,,,795,0,4.765452,9,4,166.8257,88.3333,198.75,5.4322,5.3335,0.9294,5.5131,6.9011,0.8473,46.2
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Auyo,North West,Jigawa,Auyo,,,772,0,4.55098,11,4,169.6338,70.1818,193.0,6.6394,6.5187,0.9294,6.7383,8.4346,1.0355,46.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Auyo,North West,Jigawa,Auyo,,,2355,0,14.318028,38,36,164.478,61.9737,65.4167,22.936,22.5191,8.3643,23.2777,29.1379,3.5773,46.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Auyo,North West,Jigawa,Auyo,,,2263,0,13.836905,34,36,163.5481,66.5588,62.8611,20.5217,20.1487,8.3643,20.8274,26.0707,3.2008,46.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Auyo,North West,Jigawa,Auyo,,,2196,0,13.441875,49,34,163.3701,44.8163,64.5882,29.5753,29.0378,7.8996,30.0159,37.5725,4.6129,46.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Auyo,North West,Jigawa,Auyo,,,2130,0,13.046842,43,33,163.2579,49.5349,64.5455,25.9539,25.4821,7.6673,26.3405,32.9718,4.048,46.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Auyo,North West,Jigawa,Auyo,,,2143,0,13.148364,46,33,162.9861,46.587,64.9394,27.7646,27.26,7.6673,28.1782,35.2722,4.3305,46.2
