session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Dala,North West,Kano,Dala,,,606.0,0,1207.8335,4,5,0.5017,151.5,121.2,2.4666,1.429,2.9031,2.3708,2.3008,0.82,48.86
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Dala,North West,Kano,Dala,,,4153.0,0,1604.3812,113,31,2.5885,36.7522,133.9677,69.6813,40.3683,17.9993,66.9764,64.9966,23.1646,48.86
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Dala,North West,Kano,Dala,,,3915.0,0,1513.4299,121,30,2.5868,32.3554,130.5,74.6145,43.2263,17.4187,71.7181,69.5981,24.8046,48.86
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Dala,North West,Kano,Dala,,,3797.0,0,1466.1352,120,29,2.5898,31.6417,130.931,73.9979,42.869,16.8381,71.1254,69.0229,24.5996,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Dala,North West,Kano,Dala,,,16359.0,0,4503.9092,302,118,3.6322,54.1689,138.6356,186.228,107.887,68.5136,178.999,173.7076,61.9089,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Dala,North West,Kano,Dala,,,15716.0,0,4325.6446,307,113,3.6332,51.1922,139.0796,189.3112,109.6732,65.6105,181.9626,176.5836,62.9339,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Dala,North West,Kano,Dala,,,15257.0,0,4201.9508,385,110,3.6309,39.6286,138.7,237.4098,137.5381,63.8686,228.1941,221.4485,78.9236,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Dala,North West,Kano,Dala,,,14797.0,0,4074.6189,389,107,3.6315,38.0386,138.2897,239.8764,138.9671,62.1268,230.5649,223.7492,79.7436,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Dala,North West,Kano,Dala,,,14888.0,0,4100.0853,424,107,3.6311,35.1132,139.1402,261.4591,151.4705,62.1268,251.3099,243.8809,86.9185,48.86
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Dala,North West,Kano,Dala,,,14888.0,0,4100.0853,265,107,3.6311,56.1811,139.1402,163.4119,94.6691,62.1268,157.0687,152.4256,54.324,48.86
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Dala,North West,Kano,Dala,,,3352.0,3121,1175.091,103,15,2.8525,32.5437,223.4667,63.5148,36.7959,8.7094,61.0493,59.2447,21.1146,48.86
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Dala,North West,Kano,Dala,,,3072.0,2861,1080.5016,82,14,2.8431,37.4634,219.4286,50.5652,29.2938,8.1287,48.6024,47.1656,16.8097,48.86
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Dala,North West,Kano,Dala,,,2887.0,2688,1015.0167,89,13,2.8443,32.4382,222.0769,54.8817,31.7945,7.5481,52.7514,51.192,18.2447,48.86
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Dala,North West,Kano,Dala,,,405.0,0,152.7982,21,7,2.6506,19.2857,57.8571,12.9496,7.5021,4.0644,12.447,12.079,4.3049,48.86
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Dala,North West,Kano,Dala,,,2148.0,0,2529.543,15,62,0.8492,143.2,34.6452,9.2497,5.3586,35.9987,8.8907,8.6279,3.0749,48.86
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Dala,North West,Kano,Dala,,,14724.0,0,1506.6677,423,193,9.7726,34.8085,76.2902,260.8425,151.1133,112.0604,250.7171,243.3057,86.7135,48.86
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Dala,North West,Kano,Dala,,,13882.0,0,1420.2762,314,182,9.7742,44.2102,76.2747,193.6277,112.1739,105.6736,186.1115,180.6099,64.3689,48.86
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Dala,North West,Kano,Dala,,,13461.0,0,1378.8082,419,176,9.7628,32.1265,76.483,258.3759,149.6843,102.1898,248.3463,241.005,85.8935,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Dala,North West,Kano,Dala,,,58000.0,0,4316.1191,1287,239,13.438,45.066,242.6778,793.6271,459.7702,138.7691,762.8202,740.2706,263.8304,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Dala,North West,Kano,Dala,,,55719.0,0,4146.7917,1269,230,13.4367,43.9078,242.2565,782.5274,453.3398,133.5435,752.1514,729.9172,260.1404,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Dala,North West,Kano,Dala,,,54090.0,0,4025.8436,946,223,13.4357,57.1776,242.5561,583.3498,337.9507,129.4792,560.7055,544.1305,193.9266,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Dala,North West,Kano,Dala,,,52460.0,0,3904.8955,968,216,13.4344,54.1942,242.8704,596.9161,345.81,125.4148,573.7451,556.7847,198.4365,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Dala,North West,Kano,Dala,,,52787.0,0,3929.0852,1398,217,13.4349,37.7589,243.2581,862.0751,499.424,125.9954,828.6113,804.1168,286.585,48.86
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Dala,North West,Kano,Dala,,,52787.0,0,3929.0852,1136,217,13.4349,46.4674,243.2581,700.5131,405.8267,125.9954,673.3207,653.4168,232.8759,48.86
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Dala,North West,Kano,Dala,,,11883.0,11065,701.4989,230,65,16.9394,51.6652,182.8154,141.8292,82.1656,37.7406,136.3237,132.2939,47.1492,48.86
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Dala,North West,Kano,Dala,,,10892.0,10143,642.7527,235,60,16.9459,46.3489,181.5333,144.9125,83.9518,34.8374,139.2873,135.1698,48.1742,48.86
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Dala,North West,Kano,Dala,,,10232.0,9528,604.7405,173,56,16.9197,59.1445,182.7143,106.6803,61.8028,32.5149,102.5392,99.508,35.4644,48.86
