session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Bungudu,North West,Zamfara,Bungudu,,,2639.0,0,1466.1352,22,7,1.8,119.9545,377.0,13,7,3,10,9,6,41.8
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Bungudu,North West,Zamfara,Bungudu,,,800.0,0,2011.8431,25,14,0.3976,32.0,57.1429,15,8,6,12,11,6,41.8
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Bungudu,North West,Zamfara,Bungudu,,,754.0,0,1895.4254,23,13,0.3978,32.7826,58.0,14,7,6,11,10,6,41.8
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Bungudu,North West,Zamfara,Bungudu,,,731.0,0,1837.2166,23,13,0.3979,31.7826,56.2308,14,7,6,11,10,6,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bungudu,North West,Zamfara,Bungudu,,,3352.0,0,5617.1533,80,29,0.5967,41.9,115.5862,47,25,13,38,34,21,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Bungudu,North West,Zamfara,Bungudu,,,3220.0,0,5395.232,77,28,0.5968,41.8182,115.0,46,24,13,37,32,20,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Bungudu,North West,Zamfara,Bungudu,,,3126.0,0,5238.7958,74,27,0.5967,42.2432,115.7778,44,23,12,35,31,19,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Bungudu,North West,Zamfara,Bungudu,,,3031.0,0,5078.7215,72,26,0.5968,42.0972,116.5769,43,22,12,34,30,19,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Bungudu,North West,Zamfara,Bungudu,,,3051.0,0,5111.4639,73,26,0.5969,41.7945,117.3462,43,23,12,35,31,19,41.8
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Bungudu,North West,Zamfara,Bungudu,,,3051.0,0,5111.4639,73,26,0.5969,41.7945,117.3462,43,23,12,35,31,19,41.8
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Bungudu,North West,Zamfara,Bungudu,,,745.0,708,1458.8591,17,13,0.5107,43.8235,57.3077,10,5,6,8,7,4,41.8
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Bungudu,North West,Zamfara,Bungudu,,,683.0,649,1338.8034,16,12,0.5102,42.6875,56.9167,9,5,5,8,7,4,41.8
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Bungudu,North West,Zamfara,Bungudu,,,642.0,610,1258.7662,15,11,0.51,42.8,58.3636,9,5,5,7,6,4,41.8
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Bungudu,North West,Zamfara,Bungudu,,,16.0,0,178.2646,3,2,0.0898,5.3333,8.0,2,1,1,1,1,1,41.8
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Bungudu,North West,Zamfara,Bungudu,,,9354.0,0,3072.0815,79,24,3.0448,118.4051,389.75,47,25,11,38,33,20,41.8
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Bungudu,North West,Zamfara,Bungudu,,,2835.0,0,1886.7902,88,51,1.5026,32.2159,55.5882,52,27,23,42,37,23,41.8
