session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Abi,South South,Cross River,Abi,,,0.0,0,1378.8219,0,0,0.0,0.0,0.0,0,0,0,0,0,0,51.62
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Abi,South South,Cross River,Abi,,,12.0,0,2248.3165,1,1,0.0053,12.0,12.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Abi,South South,Cross River,Abi,,,11.0,0,2073.69,1,1,0.0053,11.0,11.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Abi,South South,Cross River,Abi,,,10.0,0,1902.7015,1,1,0.0053,10.0,10.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abi,South South,Cross River,Abi,,,49.0,0,6086.462,1,1,0.0081,49.0,49.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Abi,South South,Cross River,Abi,,,46.0,0,5846.3506,2,1,0.0079,23.0,46.0,1,2,0,1,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Abi,South South,Cross River,Abi,,,45.0,0,5679.0002,1,1,0.0079,45.0,45.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Abi,South South,Cross River,Abi,,,43.0,0,5504.3736,1,1,0.0078,43.0,43.0,1,1,0,0,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Abi,South South,Cross River,Abi,,,45.0,0,5540.7542,2,1,0.0081,22.5,45.0,1,2,0,1,1,0,51.62
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Abi,South South,Cross River,Abi,,,43.0,0,5540.7542,1,1,0.0078,43.0,43.0,1,1,0,0,1,0,51.62
