session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Abak,South South,Akwa Ibom,Abak,,,0.0,0,1378.8219,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Abak,South South,Akwa Ibom,Abak,,,1537.0,0,1560.7246,23,8,0.9848,66.8261,192.125,17,13,5,10,11,11,54.02
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,1450.0,0,1473.4113,19,7,0.9841,76.3158,207.1429,14,10,4,8,9,9,54.02
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,1405.0,0,1426.1166,21,7,0.9852,66.9048,200.7143,16,12,4,9,10,10,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abak,South South,Akwa Ibom,Abak,,,1157.0,0,4380.2154,51,11,0.2641,22.6863,105.1818,38,28,6,21,25,24,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Abak,South South,Akwa Ibom,Abak,,,1112.0,0,4205.5888,49,10,0.2644,22.6939,111.2,37,27,6,20,24,23,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Abak,South South,Akwa Ibom,Abak,,,1079.0,0,4081.895,49,10,0.2643,22.0204,107.9,37,27,6,20,24,23,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Abak,South South,Akwa Ibom,Abak,,,1046.0,0,3961.8393,41,10,0.264,25.5122,104.6,31,23,6,17,20,19,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Abak,South South,Akwa Ibom,Abak,,,1053.0,0,3983.6676,51,10,0.2643,20.6471,105.3,38,28,6,21,25,24,54.02
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Abak,South South,Akwa Ibom,Abak,,,1053.0,0,3983.6676,50,10,0.2643,21.06,105.3,38,28,6,21,25,23,54.02
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Abak,South South,Akwa Ibom,Abak,,,1357.0,573,1145.9866,17,10,1.1841,79.8235,135.7,13,9,6,7,8,8,54.02
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,1243.0,525,1047.7592,13,9,1.1863,95.6154,138.1111,10,7,5,5,6,6,54.02
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,1167.0,493,985.9123,12,8,1.1837,97.25,145.875,9,7,5,5,6,6,54.02
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Abak,South South,Akwa Ibom,Abak,,,87.0,0,145.5221,2,1,0.5978,43.5,87.0,2,1,1,1,1,1,54.02
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Abak,South South,Akwa Ibom,Abak,,,0.0,0,2885.4759,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Abak,South South,Akwa Ibom,Abak,,,3269.0,0,1465.1997,27,22,2.2311,121.0741,148.5909,20,15,12,11,13,12,54.02
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,3080.0,0,1382.2639,32,20,2.2282,96.25,154.0,24,18,11,13,16,15,54.02
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,2987.0,0,1340.796,25,20,2.2278,119.48,149.35,19,14,11,10,12,12,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abak,South South,Akwa Ibom,Abak,,,2460.0,0,4198.6266,94,42,0.5859,26.1702,58.5714,70,52,24,39,47,43,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Abak,South South,Akwa Ibom,Abak,,,2363.0,0,4032.755,106,40,0.586,22.2925,59.075,80,58,23,44,52,49,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Abak,South South,Akwa Ibom,Abak,,,2293.0,0,3915.2625,79,39,0.5857,29.0253,58.7949,59,44,22,33,39,36,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Abak,South South,Akwa Ibom,Abak,,,2224.0,0,3797.7701,83,38,0.5856,26.7952,58.5263,62,46,22,35,41,38,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Abak,South South,Akwa Ibom,Abak,,,2238.0,0,3821.9597,89,38,0.5856,25.1461,58.8947,67,49,22,37,44,41,54.02
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Abak,South South,Akwa Ibom,Abak,,,2238.0,0,3821.9597,93,38,0.5856,24.0645,58.8947,70,51,22,39,46,43,54.02
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Abak,South South,Akwa Ibom,Abak,,,2882.0,1217,684.2206,28,14,4.2121,102.9286,205.8571,21,15,8,12,14,13,54.02
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,2642.0,1116,625.4744,20,13,4.224,132.1,203.2308,15,11,7,8,10,9,54.02
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,2481.0,1048,587.4622,22,12,4.2233,112.7727,206.75,16,12,7,9,11,10,54.02
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Abak,South South,Akwa Ibom,Abak,,,189.0,0,65.6575,4,1,2.8786,47.25,189.0,3,2,1,2,2,2,54.02
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Abak,South South,Akwa Ibom,Abak,,,0.0,0,1378.8219,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Abak,South South,Akwa Ibom,Abak,,,1262.0,0,1356.9936,20,7,0.93,63.1,180.2857,15,11,4,8,10,9,54.02
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,1188.0,0,1276.9565,17,6,0.9303,69.8824,198.0,13,9,3,7,8,8,54.02
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,1153.0,0,1240.5759,18,6,0.9294,64.0556,192.1667,14,10,3,8,9,8,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abak,South South,Akwa Ibom,Abak,,,1026.0,0,3994.5818,47,10,0.2568,21.8298,102.6,35,26,6,20,23,22,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Abak,South South,Akwa Ibom,Abak,,,985.0,0,3838.1455,45,9,0.2566,21.8889,109.4444,34,25,5,19,22,21,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Abak,South South,Akwa Ibom,Abak,,,957.0,0,3725.3659,45,9,0.2569,21.2667,106.3333,34,25,5,19,22,21,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Abak,South South,Akwa Ibom,Abak,,,928.0,0,3612.5863,37,9,0.2569,25.0811,103.1111,28,20,5,15,18,17,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Abak,South South,Akwa Ibom,Abak,,,934.0,0,3634.4146,46,9,0.257,20.3043,103.7778,34,25,5,19,23,21,54.02
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Abak,South South,Akwa Ibom,Abak,,,934.0,0,3634.4146,46,9,0.257,20.3043,103.7778,34,25,5,19,23,21,54.02
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Abak,South South,Akwa Ibom,Abak,,,1338.0,546,1091.4158,16,9,1.2259,83.625,148.6667,12,9,5,7,8,7,54.02
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,1225.0,500,1000.4645,13,8,1.2244,94.2308,153.125,10,7,5,5,6,6,54.02
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,1152.0,470,938.6176,11,8,1.2273,104.7273,144.0,8,6,5,5,5,5,54.02
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Abak,South South,Akwa Ibom,Abak,,,314.0,0,232.8354,4,1,1.3486,78.5,314.0,3,2,1,2,2,2,54.02
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Abak,South South,Akwa Ibom,Abak,,,0.0,0,2885.4759,0,0,0.0,0.0,0.0,0,0,1,0,0,0,54.02
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Abak,South South,Akwa Ibom,Abak,,,2681.0,0,1271.6828,23,19,2.1082,116.5652,141.1053,17,13,11,10,11,11,54.02
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,2528.0,0,1199.1139,28,18,2.1082,90.2857,140.4444,21,15,10,12,14,13,54.02
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,2452.0,0,1164.5573,22,17,2.1055,111.4545,144.2353,16,12,10,9,11,10,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abak,South South,Akwa Ibom,Abak,,,2180.0,0,3828.871,85,38,0.5694,25.6471,57.3684,64,47,22,35,42,39,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Abak,South South,Akwa Ibom,Abak,,,2095.0,0,3676.822,97,37,0.5698,21.5979,56.6216,73,53,21,40,48,45,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Abak,South South,Akwa Ibom,Abak,,,2033.0,0,3569.6965,72,36,0.5695,28.2361,56.4722,54,40,20,30,36,33,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Abak,South South,Akwa Ibom,Abak,,,1972.0,0,3462.5711,76,35,0.5695,25.9474,56.3429,57,42,20,32,38,35,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Abak,South South,Akwa Ibom,Abak,,,1984.0,0,3483.3051,81,35,0.5696,24.4938,56.6857,61,45,20,34,40,37,54.02
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Abak,South South,Akwa Ibom,Abak,,,1984.0,0,3483.3051,85,35,0.5696,23.3412,56.6857,64,47,20,35,42,39,54.02
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Abak,South South,Akwa Ibom,Abak,,,2842.0,1160,649.664,26,13,4.3746,109.3077,218.6154,20,14,7,11,13,12,54.02
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Abak,South South,Akwa Ibom,Abak,,,2607.0,1064,597.8291,19,12,4.3608,137.2105,217.25,14,10,7,8,9,9,54.02
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Abak,South South,Akwa Ibom,Abak,,,2448.0,999,559.8169,21,11,4.3729,116.5714,222.5455,16,12,6,9,10,10,54.02
