session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,705.7822,10,3,0.0,0.0,0.0,3.1323,2.5823,2.0027,3.066,1.537,6.8266,41.7
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,949.5317,30,17,0.0,0.0,0.0,9.3969,7.747,11.3486,9.198,4.611,20.4797,41.7
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,894.9609,29,16,0.0,0.0,0.0,9.0836,7.4888,10.681,8.8914,4.4573,19.7971,41.7
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,865.8565,28,16,0.0,0.0,0.0,8.7704,7.2305,10.681,8.5848,4.3036,19.1144,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2655.7784,97,36,0.0,0.0,0.0,30.3832,25.0486,24.0322,29.7402,14.9089,66.2178,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2553.9129,93,34,0.0,0.0,0.0,29.1302,24.0157,22.6971,28.5138,14.2941,63.4872,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2477.5138,91,33,0.0,0.0,0.0,28.5038,23.4992,22.0296,27.9006,13.9867,62.1219,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2401.1147,88,32,0.0,0.0,0.0,27.5641,22.7245,21.362,26.9808,13.5256,60.0739,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2419.305,88,33,0.0,0.0,0.0,27.5641,22.7245,22.0296,26.9808,13.5256,60.0739,41.7
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Bonny,South South,Rivers,Bonny,,,0.0,0,2419.305,89,32,0.0,0.0,0.0,27.8773,22.9827,21.362,27.2874,13.6793,60.7566,41.7
