session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Daura,North West,Katsina,Daura,,,1019.0,0,1258.7662,5,6,0.8095,203.8,169.8333,3.8299,3.563,2.866,3.5999,3.0214,0.4928,55.32
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Daura,North West,Katsina,Daura,,,1212.0,0,1658.952,49,25,0.7306,24.7347,48.48,37.533,34.9172,11.9415,35.2787,29.6102,4.8291,55.32
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Daura,North West,Katsina,Daura,,,1143.0,0,1564.3626,56,23,0.7306,20.4107,49.6957,42.8949,39.9054,10.9862,40.3186,33.8402,5.5189,55.32
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Daura,North West,Katsina,Daura,,,1108.0,0,1517.0679,34,23,0.7304,32.5882,48.1739,26.0433,24.2283,10.9862,24.4791,20.5458,3.3508,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Daura,North West,Katsina,Daura,,,7744.0,0,4660.3454,144,51,1.6617,53.7778,151.8431,110.3011,102.6138,24.3606,103.6763,87.0176,14.1916,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Daura,North West,Katsina,Daura,,,7440.0,0,4474.8047,178,49,1.6626,41.7978,151.8367,136.3444,126.8421,23.4053,128.1554,107.5634,17.5424,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Daura,North West,Katsina,Daura,,,7222.0,0,4347.4729,122,47,1.6612,59.1967,153.6596,93.4495,86.9367,22.45,87.8369,73.7232,12.0234,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Daura,North West,Katsina,Daura,,,7005.0,0,4216.503,128,46,1.6613,54.7266,152.2826,98.0454,91.2123,21.9723,92.1567,77.349,12.6147,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Daura,North West,Katsina,Daura,,,7049.0,0,4241.9694,112,46,1.6617,62.9375,153.2391,85.7897,79.8108,21.9723,80.6371,67.6804,11.0379,55.32
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Daura,North West,Katsina,Daura,,,7048.0,0,4241.9694,119,46,1.6615,59.2269,153.2174,91.1516,84.7989,21.9723,85.6769,71.9104,11.7278,55.32
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Daura,North West,Katsina,Daura,,,655.0,1273,1218.7476,46,13,0.5374,14.2391,50.3846,35.2351,32.7794,6.2096,33.1188,27.7973,4.5334,55.32
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Daura,North West,Katsina,Daura,,,601.0,1167,1116.8822,34,12,0.5381,17.6765,50.0833,26.0433,24.2283,5.7319,24.4791,20.5458,3.3508,55.32
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Daura,North West,Katsina,Daura,,,564.0,1096,1051.3972,35,11,0.5364,16.1143,51.2727,26.8093,24.9409,5.2543,25.1991,21.1501,3.4493,55.32
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Daura,North West,Katsina,Daura,,,23.0,0,160.0743,6,2,0.1437,3.8333,11.5,4.5959,4.2756,0.9553,4.3198,3.6257,0.5913,55.32
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Daura,North West,Katsina,Daura,,,3612.0,0,2636.6684,16,67,1.3699,225.75,53.9104,12.2557,11.4015,32.0032,11.5196,9.6686,1.5768,55.32
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Daura,North West,Katsina,Daura,,,4298.0,0,1555.0469,113,71,2.7639,38.0354,60.5352,86.5557,80.5234,33.9138,81.3571,68.2846,11.1364,55.32
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Daura,North West,Katsina,Daura,,,4052.0,0,1468.6554,131,67,2.759,30.9313,60.4776,100.3434,93.3501,32.0032,94.3166,79.1618,12.9104,55.32
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Daura,North West,Katsina,Daura,,,3929.0,0,1423.7318,128,65,2.7596,30.6953,60.4462,98.0454,91.2123,31.0479,92.1567,77.349,12.6147,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Daura,North West,Katsina,Daura,,,27460.0,0,4468.1681,404,140,6.1457,67.9703,196.1429,309.4559,287.8888,66.8723,290.8696,244.1327,39.8152,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Daura,North West,Katsina,Daura,,,26380.0,0,4291.9294,500,135,6.1464,52.76,195.4074,382.9899,356.298,64.484,359.9871,302.1444,49.2763,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Daura,North West,Katsina,Daura,,,25608.0,0,4164.07,539,131,6.1498,47.5102,195.4809,412.8631,384.0893,62.5734,388.0661,325.7117,53.1198,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Daura,North West,Katsina,Daura,,,24838.0,0,4039.6663,422,127,6.1485,58.8578,195.5748,323.2435,300.7155,60.6628,303.8291,255.0099,41.5892,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Daura,North West,Katsina,Daura,,,24991.0,0,4063.8559,411,128,6.1496,60.8054,195.2422,314.8177,292.877,61.1404,295.9094,248.3627,40.5051,55.32
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Daura,North West,Katsina,Daura,,,24991.0,0,4063.8559,348,128,6.1496,71.8132,195.2422,266.561,247.9834,61.1404,250.551,210.2925,34.2963,55.32
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Daura,North West,Katsina,Daura,,,2323.0,4511,729.1442,111,26,3.1859,20.9279,89.3462,85.0238,79.0982,12.4191,79.9171,67.0761,10.9393,55.32
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Daura,North West,Katsina,Daura,,,2129.0,4136,666.9423,106,24,3.1922,20.0849,88.7083,81.1939,75.5352,11.4638,76.3173,64.0546,10.4466,55.32
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Daura,North West,Katsina,Daura,,,2000.0,3885,625.4744,84,23,3.1976,23.8095,86.9565,64.3423,59.8581,10.9862,60.4778,50.7603,8.2784,55.32
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Daura,North West,Katsina,Daura,,,82.0,0,69.1132,14,6,1.1865,5.8571,13.6667,10.7237,9.9763,2.866,10.0796,8.46,1.3797,55.32
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Daura,North West,Katsina,Daura,,,1132.0,0,1284.2326,5,7,0.8815,226.4,161.7143,3.8299,3.563,3.3436,3.5999,3.0214,0.4928,55.32
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Daura,North West,Katsina,Daura,,,1128.0,0,1258.7662,37,19,0.8961,30.4865,59.3684,28.3413,26.3661,9.0755,26.639,22.3587,3.6464,55.32
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Daura,North West,Katsina,Daura,,,1064.0,0,1186.0052,42,18,0.8971,25.3333,59.1111,32.1712,29.929,8.5979,30.2389,25.3801,4.1392,55.32
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Daura,North West,Katsina,Daura,,,1031.0,0,1149.6246,25,17,0.8968,41.24,60.6471,19.1495,17.8149,8.1202,17.9994,15.1072,2.4638,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Daura,North West,Katsina,Daura,,,5925.0,0,3707.1756,114,40,1.5983,51.9737,148.125,87.3217,81.236,19.1064,82.0771,68.8889,11.235,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Daura,North West,Katsina,Daura,,,5692.0,0,3561.6535,141,39,1.5981,40.3688,145.9487,108.0032,100.476,18.6287,101.5164,85.2047,13.8959,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Daura,North West,Katsina,Daura,,,5526.0,0,3459.788,97,38,1.5972,56.9691,145.4211,74.3,69.1218,18.1511,69.8375,58.616,9.5596,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Daura,North West,Katsina,Daura,,,5359.0,0,3354.2845,102,36,1.5977,52.5392,148.8611,78.1299,72.6848,17.1957,73.4374,61.6375,10.0524,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Daura,North West,Katsina,Daura,,,5392.0,0,3376.1128,89,37,1.5971,60.5843,145.7297,68.1722,63.4211,17.6734,64.0777,53.7817,8.7712,55.32
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Daura,North West,Katsina,Daura,,,5392.0,0,3376.1128,94,37,1.5971,57.3617,145.7297,72.0021,66.984,17.6734,67.6776,56.8032,9.2639,55.32
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Daura,North West,Katsina,Daura,,,734.0,1059,1015.0167,38,11,0.7231,19.3158,66.7273,29.1072,27.0787,5.2543,27.359,22.963,3.745,55.32
