session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,4704,0,18.6667,124,24,251.9996,37.9355,196.0,35,24,19,35,1,82,40.7
2024/2025,Female,ALL,Private,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,4435,0,17.5992,135,23,252.0001,32.8519,192.8261,48,35,16,38,1,73,39.57
2024/2025,Female,ALL,Private,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,4301,0,17.0675,110,22,251.9994,39.1,195.5,33,25,20,36,1,81,45.71
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,13348,0,52.9705,333,258,251.9893,40.0841,51.7364,132,85,236,92,4,184,44.37
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,12823,0,50.8874,367,248,251.9877,34.9401,51.7056,105,82,165,103,3,203,36.96
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,12449,0,49.3995,411,240,252.0066,30.2895,51.8708,142,101,193,116,4,258,42.64
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,12074,0,47.9115,300,233,252.0063,40.2467,51.8197,112,76,195,89,3,229,46.98
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,12149,0,48.2091,316,235,252.0064,38.4462,51.6979,129,87,160,102,3,171,41.69
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,12149,0,48.2091,270,235,252.0064,44.9963,51.6979,79,74,172,73,3,140,37.98
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,3896,3896,15.4603,114,20,252.0003,34.1754,194.8,33,28,13,35,1,86,41.52
2024/2025,Female,ALL,Private,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3571,3571,14.1706,105,19,252.0006,34.0095,187.9474,40,21,15,27,1,61,41.51
2024/2025,Female,ALL,Private,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3355,3355,13.3135,121,17,251.9998,27.7273,197.3529,45,34,14,38,1,69,43.46
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,331,0,1.3135,11,5,251.9985,30.0909,66.2,3,3,4,3,0,6,38.98
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,7357,0,21.9612,159,62,334.9999,46.2704,118.6613,51,33,48,49,2,125,44.61
2024/2025,Female,ALL,Public,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,6937,0,20.7075,143,58,334.9994,48.5105,119.6034,47,30,42,37,1,88,39.81
2024/2025,Female,ALL,Public,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,6727,0,20.0806,119,56,335.0,56.5294,120.125,46,23,36,29,1,74,39.83
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,20878,0,62.3234,541,106,334.9946,38.5915,196.9623,191,113,98,143,6,397,46.18
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,20057,0,59.8725,494,102,334.9952,40.6012,196.6373,137,100,73,140,5,348,40.35
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,19471,0,58.1218,437,99,335.0034,44.5561,196.6768,136,98,63,133,5,324,41.38
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,18884,0,56.3711,456,96,334.9943,41.4123,196.7083,127,97,89,114,5,299,42.39
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,19002,0,56.7213,495,97,335.0064,38.3879,195.8969,172,115,59,159,5,362,42.1
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,19002,0,56.7213,443,97,335.0064,42.8939,195.8969,121,118,60,117,4,270,37.23
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,6094,6094,18.191,154,44,335.0008,39.5714,138.5,57,36,27,49,1,117,43.32
2024/2025,Female,ALL,Public,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5586,5586,16.6746,130,41,335.0005,42.9692,136.2439,47,35,25,42,1,80,40.65
2024/2025,Female,ALL,Public,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5247,5247,15.6627,110,38,334.9997,47.7,138.0789,43,24,30,29,1,86,46.12
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,517,0,1.5433,16,5,334.9964,32.3125,103.4,6,4,4,4,0,11,44.05
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,4190,0,16.627,110,22,251.9998,38.0909,190.4545,31,22,17,31,1,73,40.51
2024/2025,Male,ALL,Private,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3950,0,15.6746,120,20,252.0001,32.9167,197.5,42,31,14,34,1,65,39.53
2024/2025,Male,ALL,Private,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3830,0,15.1984,98,20,252.0002,39.0816,191.5,29,23,18,32,1,72,45.5
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,12479,0,49.5207,312,241,251.9956,39.9968,51.7801,123,80,220,87,3,172,44.29
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,11988,0,47.5733,343,232,251.9901,34.9504,51.6724,98,76,154,96,3,190,36.91
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,11638,0,46.1822,384,225,252.0019,30.3073,51.7244,133,94,181,108,4,241,42.64
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,11287,0,44.7912,280,218,251.9915,40.3107,51.7752,105,71,182,83,3,214,47.01
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,11358,0,45.0694,295,219,252.0113,38.5017,51.863,120,81,149,95,3,159,41.58
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,11358,0,45.0694,253,219,252.0113,44.8933,51.863,74,69,160,68,3,132,37.98
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,3807,3807,15.1071,111,20,252.0007,34.2973,190.35,33,28,13,34,1,84,41.86
2024/2025,Male,ALL,Private,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3490,3490,13.8492,103,18,252.0001,33.8835,193.8889,39,20,15,26,1,60,42.03
2024/2025,Male,ALL,Private,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,3279,3279,13.0119,118,17,252.0001,27.7881,192.8824,44,33,14,37,1,68,43.58
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,540,0,2.1429,19,7,251.995,28.4211,77.1429,6,6,5,6,0,11,40.69
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,6553,0,19.5612,141,55,334.9999,46.4752,119.1455,45,29,43,44,2,111,44.76
2024/2025,Male,ALL,Public,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,6178,0,18.4418,127,52,334.9998,48.6457,118.8077,42,26,38,33,1,79,40.07
2024/2025,Male,ALL,Public,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5991,0,17.8836,106,50,334.9997,56.5189,119.82,41,21,32,26,1,66,39.9
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,19519,0,58.2655,506,99,335.001,38.5751,197.1616,179,105,91,133,5,372,46.09
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,18751,0,55.9741,462,95,334.9942,40.5866,197.3789,129,93,68,131,5,326,40.42
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,18203,0,54.3375,409,93,334.9988,44.5061,195.7312,127,91,59,124,5,303,41.28
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,17655,0,52.7008,426,90,335.0044,41.4437,196.1667,119,91,83,107,5,279,42.35
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,17764,0,53.0281,463,90,334.9922,38.3672,197.3778,161,108,55,149,5,339,42.19
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,17765,0,53.0281,414,90,335.0111,42.9106,197.3889,113,110,56,109,4,252,37.25
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,5955,5955,17.7761,151,43,335.0004,39.4371,138.4884,56,35,26,48,1,115,43.21
2024/2025,Male,ALL,Public,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5459,5459,16.2955,127,40,335.0005,42.9843,136.475,46,34,25,41,1,79,41.02
2024/2025,Male,ALL,Public,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,5128,5128,15.3075,107,37,334.9992,47.9252,138.5946,42,23,30,28,1,84,46.51
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,845,0,2.5224,27,8,334.9984,31.2963,105.625,10,8,7,7,0,18,45.41
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,306,0,1.2143,8,2,251.997,38.25,153.0,2,2,2,2,0,5,42.5
2024/2025,Female,Disabled,Private,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,288,0,1.1429,9,1,251.9906,32.0,288.0,3,2,1,3,0,5,44.44
2024/2025,Female,Disabled,Private,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,280,0,1.1111,7,1,252.0025,40.0,280.0,2,2,1,2,0,5,46.29
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,867,0,3.442,22,17,251.8884,39.4091,51.0,9,6,16,6,0,12,45.06
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,833,0,3.3067,24,16,251.9128,34.7083,52.0625,7,5,11,7,0,13,37.17
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,809,0,3.21,27,16,252.0249,29.963,50.5625,9,7,13,8,0,17,42.78
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,785,0,3.1133,19,15,252.144,41.3158,52.3333,7,5,13,6,0,14,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,789,0,3.1326,20,15,251.8675,39.45,52.6,8,5,10,6,0,11,40.67
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,790,0,3.1326,17,15,252.1867,46.4706,52.6667,5,5,11,5,0,9,38.79
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,253,253,1.004,7,1,251.992,36.1429,253.0,2,2,1,2,0,5,46.29
2024/2025,Female,Disabled,Private,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,232,232,0.9206,7,1,252.0096,33.1429,232.0,3,1,1,2,0,4,45.71
2024/2025,Female,Disabled,Private,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,218,218,0.8651,8,1,251.994,27.25,218.0,3,2,1,3,0,5,48.0
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,22,0,0.0873,1,1,252.0046,22.0,22.0,0,0,1,0,0,1,36.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Female,Disabled,Public,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,478,0,1.4269,10,4,334.9919,47.8,119.5,3,2,3,3,0,8,43.6
2024/2025,Female,Disabled,Public,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,451,0,1.3463,9,4,334.9922,50.1111,112.75,3,2,3,2,0,6,40.89
2024/2025,Female,Disabled,Public,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,437,0,1.3045,8,4,334.9943,54.625,109.25,3,2,3,2,0,5,42.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,1357,0,4.0504,35,7,335.0286,38.7714,193.8571,12,7,6,9,0,26,44.69
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1304,0,3.8911,32,7,335.1237,40.75,186.2857,9,6,5,9,0,23,40.43
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1265,0,3.7774,28,6,334.8864,45.1786,210.8333,9,6,4,8,0,21,41.81
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1227,0,3.6636,30,6,334.9165,40.9,204.5,8,6,6,8,0,20,43.47
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1235,0,3.6863,32,6,335.0243,38.5938,205.8333,11,7,4,10,0,23,42.29
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,,lga,Ibadan North,South West,Oyo,Ibadan North,,,1235,0,3.6863,29,6,335.0243,42.5862,205.8333,8,8,4,8,0,18,38.53
2024/2025,Female,Disabled,Public,SSS,SSS1,SSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,396,396,1.1821,10,3,334.997,39.6,132.0,4,2,2,3,0,8,45.07
2024/2025,Female,Disabled,Public,SSS,SSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,363,363,1.0836,8,3,334.9945,45.375,121.0,3,2,2,3,0,5,42.67
2024/2025,Female,Disabled,Public,SSS,SSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,341,341,1.0179,7,2,335.0034,48.7143,170.5,3,1,2,2,0,5,48.57
2024/2025,Female,Disabled,Public,Vocational,Tech/Voc,,lga,Ibadan North,South West,Oyo,Ibadan North,,,34,0,0.1015,1,1,334.9754,34.0,34.0,0,0,1,0,0,1,36.0
2024/2025,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
2024/2025,Male,Disabled,Private,JSS,JSS1,JSS1,lga,Ibadan North,South West,Oyo,Ibadan North,,,272,0,1.0794,7,1,251.9918,38.8571,272.0,2,1,1,2,0,5,44.57
2024/2025,Male,Disabled,Private,JSS,JSS2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,257,0,1.0198,8,1,252.0102,32.125,257.0,3,2,1,2,0,4,43.5
2024/2025,Male,Disabled,Private,JSS,JSS3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,249,0,0.9881,6,1,251.9988,41.5,249.0,2,1,1,2,0,4,46.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ibadan North,South West,Oyo,Ibadan North,,,811,0,3.2195,20,16,251.9025,40.55,50.6875,8,5,15,6,0,11,45.0
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,,lga,Ibadan North,South West,Oyo,Ibadan North,,,780,0,3.0929,22,15,252.1905,35.4545,52.0,6,5,10,6,0,12,36.3
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,,lga,Ibadan North,South West,Oyo,Ibadan North,,,757,0,3.0025,25,15,252.1232,30.28,50.4667,9,6,12,7,0,16,43.04
2024/2025,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,,lga,Ibadan North,South West,Oyo,Ibadan North,,,734,0,2.912,18,14,252.0604,40.7778,52.4286,7,5,12,5,0,14,47.94
