session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mpu,South East,Enugu,Aninri,Mpu,,4,0,0,0,0,0.0,0.0,0.0,22.06,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ndeabo,South East,Enugu,Aninri,Ndeabo,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Nnenwe I,South East,Enugu,Aninri,Nnenwe I,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Nnenwe Ii,South East,Enugu,Aninri,Nnenwe Ii,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Nnenwe Iii,South East,Enugu,Aninri,Nnenwe Iii,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oduma I,South East,Enugu,Aninri,Oduma I,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oduma Ii,South East,Enugu,Aninri,Oduma Ii,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oduma Iii,South East,Enugu,Aninri,Oduma Iii,,8,0,0,1,1,0.0,8.0,8.0,17.56,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oduma Iv,South East,Enugu,Aninri,Oduma Iv,,6,0,0,0,0,0.0,0.0,0.0,19.06,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Okpanku,South East,Enugu,Aninri,Okpanku,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agbogugu,South East,Enugu,Awgu,Agbogugu,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Anikenano/Ugwueme,South East,Enugu,Awgu,Anikenano/Ugwueme,,7,0,0,1,1,0.0,7.0,7.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Awgu I,South East,Enugu,Awgu,Awgu I,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Awgu Ii,South East,Enugu,Awgu,Awgu Ii,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ihe,South East,Enugu,Awgu,Ihe,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Isu Awa/Ogugu/Agbudu/Ituku,South East,Enugu,Awgu,Isu Awa/Ogugu/Agbudu/Ituku,,4,0,0,0,0,0.0,0.0,0.0,22.06,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mgbidi/Mmaku,South East,Enugu,Awgu,Mgbidi/Mmaku,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mgbowo,South East,Enugu,Awgu,Mgbowo,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Obeagu,South East,Enugu,Awgu,Obeagu,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ogbaku,South East,Enugu,Awgu,Ogbaku,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Owelli/Amoli/Ugbo/Ogugu,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abakpa I,South East,Enugu,Enugu East,Abakpa I,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abakpa Ii,South East,Enugu,Enugu East,Abakpa Ii,,8,0,0,1,1,0.0,8.0,8.0,17.56,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Amorji,South East,Enugu,Enugu East,Amorji,,6,0,0,0,0,0.0,0.0,0.0,19.06,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ibagwa-Nike/Edem,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mbulu-Njodo East,South East,Enugu,Enugu East,Mbulu-Njodo East,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mbulu-Njodo West,South East,Enugu,Enugu East,Mbulu-Njodo West,,7,0,0,1,1,0.0,7.0,7.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mbuluiyiukwu,South East,Enugu,Enugu East,Mbuluiyiukwu,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Mbuluowehe,South East,Enugu,Enugu East,Mbuluowehe,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Trans-Ekulu,South East,Enugu,Enugu East,Trans-Ekulu,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ugwugo Nike,South East,Enugu,Enugu East,Ugwugo Nike,,4,0,0,0,0,0.0,0.0,0.0,22.06,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Umuchigbo,South East,Enugu,Enugu East,Umuchigbo,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Umuenwene,South East,Enugu,Enugu East,Umuenwene,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Asata Township,South East,Enugu,Enugu North,Asata Township,,6,0,0,1,0,0.0,6.0,0.0,19.06,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,China Town,South East,Enugu,Enugu North,China Town,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,G.R.A,South East,Enugu,Enugu North,G.R.A,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
