session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,109,0,4,16,5,27.25,6.8125,21.8,14.71,15.36,0.61,0.83,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ebu,South South,Delta,Oshimili North,Ebu,,62,0,4,10,3,15.5,6.2,20.6667,14.8,9.6,0.62,0.87,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,116,0,4,16,5,29.0,7.25,23.2,14.61,15.36,0.6,0.78,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agu,South South,Delta,Oshimili South,Agu,,89,0,4,14,4,22.25,6.3571,22.25,14.67,13.44,0.61,0.81,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,91,0,4,14,4,22.75,6.5,22.75,14.64,13.44,0.6,0.79,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Cable Point I,South South,Delta,Oshimili South,Cable Point I,,198,0,8,26,8,24.75,7.6154,24.75,14.51,24.96,1.17,1.45,4.51,2.98,3.01
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Army Barracks Area,South South,Delta,Uvwie,Army Barracks Area,,93,0,4,13,4,23.25,7.1538,23.25,14.6,12.48,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Effurun I,South South,Delta,Uvwie,Effurun I,,105,0,4,16,5,26.25,6.5625,21.0,14.77,15.36,0.62,0.86,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Effurun II,South South,Delta,Uvwie,Effurun II,,69,0,4,11,3,17.25,6.2727,23.0,14.62,10.56,0.6,0.78,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ebrohimi,South South,Delta,Warri North,Ebrohimi,,138,0,8,19,5,17.25,7.2632,27.6,14.36,18.24,1.14,1.3,4.48,2.96,3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Eghoro,South South,Delta,Warri North,Eghoro,,58,0,4,9,2,14.5,6.4444,29.0,14.3,8.64,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gbokoda,South South,Delta,Warri North,Gbokoda,,116,0,4,16,5,29.0,7.25,23.2,14.61,15.36,0.6,0.78,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bowen,South South,Delta,Warri South,Bowen,,177,0,8,23,7,22.125,7.6957,25.2857,14.48,22.08,1.16,1.42,4.51,2.98,3.01
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Edjeba,South South,Delta,Warri South,Edjeba,,92,0,4,13,4,23.0,7.0769,23.0,14.62,12.48,0.6,0.78,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,G.R.A.,South South,Delta,Warri South,G.R.A.,,118,0,4,17,5,29.5,6.9412,23.6,14.58,16.32,0.59,0.76,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,85,0,4,13,4,21.25,6.5385,21.25,14.75,12.48,0.61,0.85,2.28,1.51,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ebu,South South,Delta,Oshimili North,Ebu,,48,0,4,9,2,12.0,5.3333,24.0,14.56,8.64,0.59,0.75,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,89,0,4,13,4,22.25,6.8462,22.25,14.67,12.48,0.61,0.81,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agu,South South,Delta,Oshimili South,Agu,,70,0,4,11,3,17.5,6.3636,23.3333,14.6,10.56,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,72,0,4,11,3,18.0,6.5455,24.0,14.56,10.56,0.59,0.75,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Cable Point I,South South,Delta,Oshimili South,Cable Point I,,154,0,8,20,6,19.25,7.7,25.6667,14.46,19.2,1.16,1.4,4.5,2.97,3.01
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Army Barracks Area,South South,Delta,Uvwie,Army Barracks Area,,73,0,4,11,3,18.25,6.6364,24.3333,14.54,10.56,0.59,0.74,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Effurun I,South South,Delta,Uvwie,Effurun I,,81,0,4,12,3,20.25,6.75,27.0,14.39,11.52,0.57,0.67,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Effurun II,South South,Delta,Uvwie,Effurun II,,53,0,4,9,2,13.25,5.8889,26.5,14.41,8.64,0.57,0.68,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ebrohimi,South South,Delta,Warri North,Ebrohimi,,108,0,4,16,5,27.0,6.75,21.6,14.72,15.36,0.61,0.83,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Eghoro,South South,Delta,Warri North,Eghoro,,45,0,4,7,2,11.25,6.4286,22.5,14.66,6.72,0.6,0.8,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gbokoda,South South,Delta,Warri North,Gbokoda,,90,0,4,13,4,22.5,6.9231,22.5,14.66,12.48,0.6,0.8,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bowen,South South,Delta,Warri South,Bowen,,138,0,8,18,5,17.25,7.6667,27.6,14.36,17.28,1.14,1.3,4.48,2.96,3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Edjeba,South South,Delta,Warri South,Edjeba,,71,0,4,11,3,17.75,6.4545,23.6667,14.58,10.56,0.59,0.76,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,G.R.A.,South South,Delta,Warri South,G.R.A.,,93,0,4,14,4,23.25,6.6429,23.25,14.6,13.44,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Akwukwu,South South,Delta,Oshimili North,Akwukwu,,47,0,4,8,2,11.75,5.875,23.5,14.59,7.68,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ebu,South South,Delta,Oshimili North,Ebu,,26,0,4,5,1,6.5,5.2,26.0,14.44,4.8,0.58,0.69,2.25,1.49,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ibusa  I,South South,Delta,Oshimili North,Ibusa  I,,49,0,4,8,2,12.25,6.125,24.5,14.53,7.68,0.59,0.73,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Agu,South South,Delta,Oshimili South,Agu,,38,0,4,7,2,9.5,5.4286,19.0,14.95,6.72,0.64,0.95,2.3,1.52,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Anala-Amakom,South South,Delta,Oshimili South,Anala-Amakom,,39,0,4,7,2,9.75,5.5714,19.5,14.9,6.72,0.63,0.92,2.29,1.52,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Cable Point I,South South,Delta,Oshimili South,Cable Point I,,84,0,8,12,3,10.5,7.0,28.0,14.34,11.52,1.13,1.29,4.48,2.96,3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Army Barracks Area,South South,Delta,Uvwie,Army Barracks Area,,40,0,4,7,2,10.0,5.7143,20.0,14.86,6.72,0.63,0.9,2.29,1.51,1.52
