session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,65,0,4,7,2,16.25,9.2857,32.5,14.16,6.72,0.54,0.55,2.22,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Elega,South West,Ogun,Abeokuta North,Elega,,110,0,4,11,3,27.5,10.0,36.6667,14.04,10.56,0.53,0.49,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,115,0,4,12,3,28.75,9.5833,38.3333,14,11.52,0.52,0.47,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,163,0,8,16,5,20.375,10.1875,32.6,14.16,15.36,1.09,1.1,4.45,2.93,2.98
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,161,0,8,14,4,20.125,11.5,40.25,12.44,11.88,0.98,0.89,3.99,2.59,2.65
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ake II,South West,Ogun,Abeokuta South,Ake II,,91,0,4,9,2,22.75,10.1111,45.5,13.85,8.64,0.51,0.4,2.2,1.44,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ijade/Imepe I,South West,Ogun,Ijebu Ode,Ijade/Imepe I,,168,0,8,16,5,21.0,10.5,33.6,13.8,14.97,1.07,1.07,4.35,2.86,2.91
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ijade/Imepe II,South West,Ogun,Ijebu Ode,Ijade/Imepe II,,73,0,4,8,2,18.25,9.125,36.5,14.04,7.68,0.53,0.49,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ijasi/Idepo,South West,Ogun,Ijebu Ode,Ijasi/Idepo,,63,0,4,7,2,15.75,9.0,31.5,14.2,6.72,0.55,0.57,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Akaka,South West,Ogun,Remo North,Akaka,,105,0,4,11,3,26.25,9.5455,35.0,14.08,10.56,0.53,0.51,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ayegbami,South West,Ogun,Remo North,Ayegbami,,103,0,4,9,2,25.75,11.4444,51.5,12.8,8.01,0.48,0.35,2.06,1.34,1.37
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Igan/Ajina,South West,Ogun,Remo North,Igan/Ajina,,86,0,4,9,2,21.5,9.5556,43.0,13.89,8.64,0.51,0.42,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abalabi,South West,Ogun,Shagamu,Abalabi,,120,0,4,11,3,30.0,10.9091,40.0,13.96,10.56,0.52,0.45,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abigi,South West,Ogun,Shagamu,Abigi,,99,0,4,10,3,24.75,9.9,33.0,14.15,9.6,0.54,0.55,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ado Odo I,South West,Ogun,Shagamu,Ado Odo I,,146,0,8,14,4,18.25,10.4286,36.5,13.53,12.91,1.04,0.99,4.29,2.81,2.87
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,50,0,4,6,2,12.5,8.3333,25.0,14.5,5.76,0.58,0.72,2.25,1.49,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Elega,South West,Ogun,Abeokuta North,Elega,,86,0,4,9,2,21.5,9.5556,43.0,13.89,8.64,0.51,0.42,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,89,0,4,10,3,22.25,8.9,29.6667,14.27,9.6,0.56,0.61,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,127,0,8,12,3,15.875,10.5833,42.3333,12.98,10.7,0.99,0.85,4.15,2.71,2.77
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,125,0,8,12,3,15.625,10.4167,41.6667,13.17,10.85,1,0.86,4.2,2.74,2.81
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ake II,South West,Ogun,Abeokuta South,Ake II,,71,0,4,7,2,17.75,10.1429,35.5,13.86,6.61,0.53,0.51,2.19,1.44,1.47
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ijade/Imepe I,South West,Ogun,Ijebu Ode,Ijade/Imepe I,,131,0,8,12,3,16.375,10.9167,43.6667,12.63,10.42,0.97,0.82,4.05,2.64,2.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ijade/Imepe II,South West,Ogun,Ijebu Ode,Ijade/Imepe II,,56,0,4,7,2,14.0,8.0,28.0,14.34,6.72,0.57,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ijasi/Idepo,South West,Ogun,Ijebu Ode,Ijasi/Idepo,,49,0,4,6,2,12.25,8.1667,24.5,14.53,5.76,0.59,0.73,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Akaka,South West,Ogun,Remo North,Akaka,,81,0,4,9,2,20.25,9.0,40.5,13.94,8.64,0.52,0.44,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ayegbami,South West,Ogun,Remo North,Ayegbami,,79,0,4,8,2,19.75,9.875,39.5,13.97,7.68,0.52,0.46,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Igan/Ajina,South West,Ogun,Remo North,Igan/Ajina,,67,0,4,7,2,16.75,9.5714,33.5,14.13,6.72,0.54,0.54,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Abalabi,South West,Ogun,Shagamu,Abalabi,,93,0,4,9,2,23.25,10.3333,46.5,13.83,8.64,0.5,0.39,2.19,1.44,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Abigi,South West,Ogun,Shagamu,Abigi,,77,0,4,9,2,19.25,8.5556,38.5,13.99,8.64,0.52,0.47,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ado Odo I,South West,Ogun,Shagamu,Ado Odo I,,113,0,8,11,3,14.125,10.2727,37.6667,13.28,9.97,1.02,0.96,4.22,2.76,2.82
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,28,0,4,4,0,7.0,7.0,0.0,14.34,3.84,0.57,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Elega,South West,Ogun,Abeokuta North,Elega,,47,0,4,6,2,11.75,7.8333,23.5,14.59,5.76,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,48,0,4,6,2,12.0,8.0,24.0,14.56,5.76,0.59,0.75,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ago-Egun/Ijesa,South West,Ogun,Abeokuta South,Ago-Egun/Ijesa,,70,0,8,7,2,8.75,10.0,35.0,13.35,6.34,1.04,1.03,4.23,2.77,2.82
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ake I,South West,Ogun,Abeokuta South,Ake I,,69,0,8,7,2,8.625,9.8571,34.5,13.53,6.43,1.05,1.04,4.28,2.81,2.86
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ake II,South West,Ogun,Abeokuta South,Ake II,,39,0,4,5,1,9.75,7.8,39.0,13.98,4.8,0.52,0.46,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ijade/Imepe I,South West,Ogun,Ijebu Ode,Ijade/Imepe I,,72,0,8,7,2,9.0,10.2857,36.0,13.01,6.18,1.02,1,4.14,2.7,2.76
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ijade/Imepe II,South West,Ogun,Ijebu Ode,Ijade/Imepe II,,32,0,4,5,1,8.0,6.4,32.0,14.18,4.8,0.55,0.56,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ijasi/Idepo,South West,Ogun,Ijebu Ode,Ijasi/Idepo,,27,0,4,4,0,6.75,6.75,0.0,14.39,3.84,0.57,0.67,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Akaka,South West,Ogun,Remo North,Akaka,,45,0,4,6,2,11.25,7.5,22.5,14.66,5.76,0.6,0.8,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ayegbami,South West,Ogun,Remo North,Ayegbami,,44,0,4,5,1,11.0,8.8,44.0,13.87,4.8,0.51,0.41,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Igan/Ajina,South West,Ogun,Remo North,Igan/Ajina,,37,0,4,5,1,9.25,7.4,37.0,14.03,4.8,0.53,0.49,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abalabi,South West,Ogun,Shagamu,Abalabi,,51,0,4,6,2,12.75,8.5,25.5,14.47,5.76,0.58,0.71,2.25,1.49,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abigi,South West,Ogun,Shagamu,Abigi,,43,0,4,5,1,10.75,8.6,43.0,13.89,4.8,0.51,0.42,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ado Odo I,South West,Ogun,Shagamu,Ado Odo I,,61,0,8,7,2,7.625,8.7143,30.5,14.24,6.72,1.11,1.18,4.46,2.94,2.99
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ago Oko,South West,Ogun,Abeokuta North,Ago Oko,,215,0,4,10,2,53.75,21.5,107.5,8.1,5.71,0.86,0.17,1.42,0.87,0.91
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Elega,South West,Ogun,Abeokuta North,Elega,,393,0,12,15,4,32.75,26.2,98.25,5.92,6.13,2.45,0.55,3.36,1.95,2.03
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gbagura,South West,Ogun,Abeokuta North,Gbagura,,451,0,12,17,5,37.5833,26.5294,90.2,6.07,7.09,2.47,0.6,3.42,1.99,2.07
