session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ward I N2,South West,Oyo,Ibadan North,Ward I N2,,145,0,8,17,12,18.125,8.5294,12.0833
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,"Ward II, N3",South West,Oyo,Ibadan North,"Ward II, N3",,73,0,4,9,7,18.25,8.1111,10.4286
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,"Ward III, N4",South West,Oyo,Ibadan North,"Ward III, N4",,74,0,4,9,7,18.5,8.2222,10.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ward 08 SW7,South West,Oyo,Ibadan South West,Ward 08 SW7,,94,0,4,11,9,23.5,8.5455,10.4444
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ward 10 SW8 II,South West,Oyo,Ibadan South West,Ward 10 SW8 II,,138,0,8,17,12,17.25,8.1176,11.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ward 11 SW9(1),South West,Oyo,Ibadan South West,Ward 11 SW9(1),,127,0,4,14,11,31.75,9.0714,11.5455
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aaje/Ogunbado,South West,Oyo,Ogbomosho North,Aaje/Ogunbado,,91,0,4,11,9,22.75,8.2727,10.1111
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abogunde,South West,Oyo,Ogbomosho North,Abogunde,,131,0,4,14,11,32.75,9.3571,11.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aguodo/ Masifa,South West,Oyo,Ogbomosho North,Aguodo/ Masifa,,85,0,4,11,9,21.25,7.7273,9.4444
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agboye/Molete,South West,Oyo,Oyo East,Agboye/Molete,,117,0,4,14,11,29.25,8.3571,10.6364
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ajagba,South West,Oyo,Oyo East,Ajagba,,101,0,4,12,9,25.25,8.4167,11.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Alaodi/Modeke,South West,Oyo,Oyo East,Alaodi/Modeke,,156,0,8,17,12,19.5,9.1765,13.0
