session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Badau/Darhela,North West,Sokoto,Bodinga,Badau/Darhela,,116,0,4,12,4,29.0,9.6667,29.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bagarawa,North West,Sokoto,Bodinga,Bagarawa,,135,0,4,14,5,33.75,9.6429,27.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bangi/Dabaga,North West,Sokoto,Bodinga,Bangi/Dabaga,,111,0,4,12,4,27.75,9.25,27.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,75,0,4,9,3,18.75,8.3333,25.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Magajin Rafi 'A',North West,Sokoto,Sokoto North,Magajin Rafi 'A',,120,0,4,12,4,30.0,10.0,30.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,79,0,4,8,2,19.75,9.875,39.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gagi 'A',North West,Sokoto,Sokoto South,Gagi 'A',,105,0,4,11,4,26.25,9.5455,26.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gagi 'B',North West,Sokoto,Sokoto South,Gagi 'B',,108,0,4,11,4,27.0,9.8182,27.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gagi 'C',North West,Sokoto,Sokoto South,Gagi 'C',,94,0,4,10,3,23.5,9.4,31.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bagida/Lukkingo,North West,Sokoto,Tambuwal,Bagida/Lukkingo,,97,0,4,9,3,24.25,10.7778,32.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bakaya/Sabon Birni,North West,Sokoto,Tambuwal,Bakaya/Sabon Birni,,114,0,4,12,4,28.5,9.5,28.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Barkeji/Nabaguda,North West,Sokoto,Tambuwal,Barkeji/Nabaguda,,123,0,4,12,4,30.75,10.25,30.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Arkilla,North West,Sokoto,Wamakko,Arkilla,,101,0,4,11,4,25.25,9.1818,25.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bado/Kasarawa,North West,Sokoto,Wamakko,Bado/Kasarawa,,133,0,8,13,4,16.625,10.2308,33.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dundaye/Gumburawa,North West,Sokoto,Wamakko,Dundaye/Gumburawa,,83,0,4,9,3,20.75,9.2222,27.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Badau/Darhela,North West,Sokoto,Bodinga,Badau/Darhela,,89,0,4,10,3,22.25,8.9,29.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bagarawa,North West,Sokoto,Bodinga,Bagarawa,,104,0,8,11,4,13.0,9.4545,26.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bangi/Dabaga,North West,Sokoto,Bodinga,Bangi/Dabaga,,87,0,4,10,3,21.75,8.7,29.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Magajin Gari 'A',North West,Sokoto,Sokoto North,Magajin Gari 'A',,57,0,4,7,2,14.25,8.1429,28.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Magajin Rafi 'A',North West,Sokoto,Sokoto North,Magajin Rafi 'A',,93,0,4,9,3,23.25,10.3333,31.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Magajin gari B,North West,Sokoto,Sokoto North,Magajin gari B,,60,0,4,7,2,15.0,8.5714,30.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gagi 'A',North West,Sokoto,Sokoto South,Gagi 'A',,82,0,4,9,3,20.5,9.1111,27.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gagi 'B',North West,Sokoto,Sokoto South,Gagi 'B',,84,0,4,9,3,21.0,9.3333,28.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gagi 'C',North West,Sokoto,Sokoto South,Gagi 'C',,74,0,4,9,3,18.5,8.2222,24.6667
