session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,86,0,4,10,8,21.5,8.6,10.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abak Urban II,South South,Akwa Ibom,Abak,Abak Urban II,,75,0,4,9,7,18.75,8.3333,10.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Abak Urban III,South South,Akwa Ibom,Abak,Abak Urban III,,98,0,4,12,9,24.5,8.1667,10.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Central I,South South,Akwa Ibom,Eket,Central I,,75,0,4,9,7,18.75,8.3333,10.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Central II,South South,Akwa Ibom,Eket,Central II,,110,0,4,12,9,27.5,9.1667,12.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Central III,South South,Akwa Ibom,Eket,Central III,,116,0,4,13,10,29.0,8.9231,11.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ikot Ekpene I,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,,77,0,4,9,7,19.25,8.5556,11.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ikot Ekpene II,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene II,,97,0,4,11,9,24.25,8.8182,10.7778
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ikot Ekpene III,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene III,,87,0,4,9,7,21.75,9.6667,12.4286
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oron Urban I,South South,Akwa Ibom,Oron,Oron Urban I,,131,0,4,14,11,32.75,9.3571,11.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oron Urban II,South South,Akwa Ibom,Oron,Oron Urban II,,73,0,4,9,7,18.25,8.1111,10.4286
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Oron Urban III,South South,Akwa Ibom,Oron,Oron Urban III,,112,0,4,12,9,28.0,9.3333,12.4444
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Etoi I,South South,Akwa Ibom,Uyo,Etoi I,,79,0,4,9,7,19.75,8.7778,11.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Etoi II,South South,Akwa Ibom,Uyo,Etoi II,,94,0,4,11,9,23.5,8.5455,10.4444
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ikono I,South South,Akwa Ibom,Uyo,Ikono I,,83,0,4,10,8,20.75,8.3,10.375
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,67,0,4,9,7,16.75,7.4444,9.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Abak Urban II,South South,Akwa Ibom,Abak,Abak Urban II,,58,0,4,7,5,14.5,8.2857,11.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Abak Urban III,South South,Akwa Ibom,Abak,Abak Urban III,,76,0,4,9,7,19.0,8.4444,10.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Central I,South South,Akwa Ibom,Eket,Central I,,58,0,4,7,5,14.5,8.2857,11.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Central II,South South,Akwa Ibom,Eket,Central II,,86,0,4,10,8,21.5,8.6,10.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Central III,South South,Akwa Ibom,Eket,Central III,,91,0,4,11,9,22.75,8.2727,10.1111
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ikot Ekpene I,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,,60,0,4,7,5,15.0,8.5714,12.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ikot Ekpene II,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene II,,75,0,4,9,7,18.75,8.3333,10.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ikot Ekpene III,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene III,,68,0,4,8,6,17.0,8.5,11.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Oron Urban I,South South,Akwa Ibom,Oron,Oron Urban I,,102,0,4,11,9,25.5,9.2727,11.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Oron Urban II,South South,Akwa Ibom,Oron,Oron Urban II,,56,0,4,7,5,14.0,8.0,11.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Oron Urban III,South South,Akwa Ibom,Oron,Oron Urban III,,87,0,4,10,8,21.75,8.7,10.875
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Etoi I,South South,Akwa Ibom,Uyo,Etoi I,,61,0,4,7,5,15.25,8.7143,12.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Etoi II,South South,Akwa Ibom,Uyo,Etoi II,,74,0,4,9,7,18.5,8.2222,10.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ikono I,South South,Akwa Ibom,Uyo,Ikono I,,65,0,4,9,7,16.25,7.2222,9.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,37,0,4,5,4,9.25,7.4,9.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abak Urban II,South South,Akwa Ibom,Abak,Abak Urban II,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Abak Urban III,South South,Akwa Ibom,Abak,Abak Urban III,,42,0,4,6,4,10.5,7.0,10.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Central I,South South,Akwa Ibom,Eket,Central I,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Central II,South South,Akwa Ibom,Eket,Central II,,47,0,4,7,5,11.75,6.7143,9.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Central III,South South,Akwa Ibom,Eket,Central III,,50,0,4,7,5,12.5,7.1429,10.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikot Ekpene I,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikot Ekpene II,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene II,,41,0,4,6,4,10.25,6.8333,10.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikot Ekpene III,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene III,,37,0,4,5,4,9.25,7.4,9.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Oron Urban I,South South,Akwa Ibom,Oron,Oron Urban I,,56,0,4,7,5,14.0,8.0,11.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Oron Urban II,South South,Akwa Ibom,Oron,Oron Urban II,,31,0,4,5,4,7.75,6.2,7.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Oron Urban III,South South,Akwa Ibom,Oron,Oron Urban III,,47,0,4,7,5,11.75,6.7143,9.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Etoi I,South South,Akwa Ibom,Uyo,Etoi I,,33,0,4,5,4,8.25,6.6,8.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Etoi II,South South,Akwa Ibom,Uyo,Etoi II,,40,0,4,6,4,10.0,6.6667,10.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikono I,South South,Akwa Ibom,Uyo,Ikono I,,35,0,4,5,4,8.75,7.0,8.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,320,0,8,15,11,40.0,21.3333,29.0909
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Abak Urban II,South South,Akwa Ibom,Abak,Abak Urban II,,292,0,8,14,10,36.5,20.8571,29.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Abak Urban III,South South,Akwa Ibom,Abak,Abak Urban III,,351,0,12,16,12,29.25,21.9375,29.25
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Central I,South South,Akwa Ibom,Eket,Central I,,319,0,8,15,11,39.875,21.2667,29.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Central II,South South,Akwa Ibom,Eket,Central II,,525,0,16,23,17,32.8125,22.8261,30.8824
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Central III,South South,Akwa Ibom,Eket,Central III,,343,0,8,16,12,42.875,21.4375,28.5833
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikot Ekpene I,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,,293,0,8,13,10,36.625,22.5385,29.3
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikot Ekpene II,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene II,,293,0,8,14,10,36.625,20.9286,29.3
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikot Ekpene III,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene III,,316,0,8,15,11,39.5,21.0667,28.7273
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Oron Urban I,South South,Akwa Ibom,Oron,Oron Urban I,,436,0,12,19,15,36.3333,22.9474,29.0667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Oron Urban II,South South,Akwa Ibom,Oron,Oron Urban II,,195,0,4,9,7,48.75,21.6667,27.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Oron Urban III,South South,Akwa Ibom,Oron,Oron Urban III,,299,0,8,13,10,37.375,23.0,29.9
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Etoi I,South South,Akwa Ibom,Uyo,Etoi I,,242,0,8,12,10,30.25,20.1667,24.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Etoi II,South South,Akwa Ibom,Uyo,Etoi II,,354,0,8,16,12,44.25,22.125,29.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikono I,South South,Akwa Ibom,Uyo,Ikono I,,225,0,8,11,9,28.125,20.4545,25.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Abak Urban I,South South,Akwa Ibom,Abak,Abak Urban I,,266,0,8,13,10,33.25,20.4615,26.6
2019/2020,Female,all,Private,JSS,JSS2,,ward,Abak Urban II,South South,Akwa Ibom,Abak,Abak Urban II,,240,0,8,12,10,30.0,20.0,24.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Abak Urban III,South South,Akwa Ibom,Abak,Abak Urban III,,287,0,8,14,10,35.875,20.5,28.7
2019/2020,Female,all,Private,JSS,JSS2,,ward,Central I,South South,Akwa Ibom,Eket,Central I,,261,0,8,12,10,32.625,21.75,26.1
2019/2020,Female,all,Private,JSS,JSS2,,ward,Central II,South South,Akwa Ibom,Eket,Central II,,432,0,12,19,15,36.0,22.7368,28.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Central III,South South,Akwa Ibom,Eket,Central III,,282,0,8,14,10,35.25,20.1429,28.2
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ikot Ekpene I,South South,Akwa Ibom,Ikot Ekpene,Ikot Ekpene I,,240,0,8,11,9,30.0,21.8182,26.6667
