session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,83,0,4,10,3,20.75,8.3,27.6667,14.36,9.6,0.57,0.65,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,140,0,8,16,7,17.5,8.75,20.0,14.86,15.36,1.26,1.8,4.57,3.03,3.04
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,74,0,4,9,3,18.5,8.2222,24.6667,14.52,8.64,0.59,0.73,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,146,0,8,16,7,18.25,9.125,20.8571,14.78,15.36,1.24,1.73,4.56,3.02,3.03
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gbogi/Isikan I,South West,Ondo,Akure South,Gbogi/Isikan I,,79,0,4,9,3,19.75,8.7778,26.3333,14.42,8.64,0.58,0.68,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,86,0,4,10,3,21.5,8.6,28.6667,14.31,9.6,0.56,0.63,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,104,0,4,12,5,26.0,8.6667,20.8,14.79,11.52,0.62,0.87,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,109,0,4,12,5,27.25,9.0833,21.8,14.71,11.52,0.61,0.83,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ajue,South West,Ondo,Odigbo,Ajue,,85,0,4,10,3,21.25,8.5,28.3333,14.33,9.6,0.56,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,138,0,4,15,6,34.5,9.2,23.0,14.62,14.4,0.6,0.78,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,93,0,4,11,4,23.25,8.4545,23.25,14.6,10.56,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,79,0,4,9,3,19.75,8.7778,26.3333,14.42,8.64,0.58,0.68,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,64,0,4,9,3,16.0,7.1111,21.3333,14.74,8.64,0.61,0.84,2.28,1.51,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,141,0,8,16,7,17.625,8.8125,20.1429,14.84,15.36,1.25,1.79,4.57,3.03,3.04
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,73,0,4,9,3,18.25,8.1111,24.3333,14.54,8.64,0.59,0.74,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,64,0,4,9,3,16.0,7.1111,21.3333,14.74,8.64,0.61,0.84,2.28,1.51,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,108,0,8,12,5,13.5,9.0,21.6,14.72,11.52,1.22,1.67,4.55,3.01,3.03
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ayetoro,South West,Ondo,Akure North,Ayetoro,,57,0,4,7,2,14.25,8.1429,28.5,14.32,6.72,0.56,0.63,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Aponmu,South West,Ondo,Akure South,Aponmu,,113,0,8,13,5,14.125,8.6923,22.6,14.65,12.48,1.21,1.59,4.54,3,3.02
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gbogi/Isikan I,South West,Ondo,Akure South,Gbogi/Isikan I,,61,0,4,7,2,15.25,8.7143,30.5,14.24,6.72,0.55,0.59,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gbogi/Isikan II,South West,Ondo,Akure South,Gbogi/Isikan II,,67,0,4,9,3,16.75,7.4444,22.3333,14.67,8.64,0.6,0.81,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agbabu,South West,Ondo,Odigbo,Agbabu,,80,0,4,10,3,20.0,8.0,26.6667,14.41,9.6,0.57,0.67,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ago-Alaye,South West,Ondo,Odigbo,Ago-Alaye,,85,0,4,9,3,21.25,9.4444,28.3333,14.33,8.64,0.56,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ajue,South West,Ondo,Odigbo,Ajue,,65,0,4,9,3,16.25,7.2222,21.6667,14.72,8.64,0.61,0.83,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Asantan Oja,South West,Ondo,Ondo East,Asantan Oja,,108,0,8,11,4,13.5,9.8182,27.0,14.16,10.38,1.13,1.33,4.43,2.92,2.95
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ateru/Otasan/Igba,South West,Ondo,Ondo East,Ateru/Otasan/Igba,,73,0,4,9,3,18.25,8.1111,24.3333,14.54,8.64,0.59,0.74,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bolorunduro I,South West,Ondo,Ondo East,Bolorunduro I,,60,0,4,7,2,15.0,8.5714,30.0,14.26,6.72,0.56,0.6,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Enuowa/Obalalu,South West,Ondo,Ondo West,Enuowa/Obalalu,,49,0,4,7,2,12.25,7.0,24.5,14.53,6.72,0.59,0.73,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gbaghengha/Gbongbo/Ajagba Alafia,South West,Ondo,Ondo West,Gbaghengha/Gbongbo/Ajagba Alafia,,109,0,8,12,5,13.625,9.0833,21.8,14.71,11.52,1.22,1.65,4.55,3.01,3.03
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ifore/Odosida/Loro,South West,Ondo,Ondo West,Ifore/Odosida/Loro,,56,0,4,7,2,14.0,8.0,28.0,14.34,6.72,0.57,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Agamo/Oke-Oore/Akomowa,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,,35,0,4,5,1,8.75,7.0,35.0,14.08,4.8,0.53,0.51,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ayede/Ogbese,South West,Ondo,Akure North,Ayede/Ogbese,,60,0,8,7,2,7.5,8.5714,30.0,14.26,6.72,1.11,1.2,4.47,2.94,2.99
