session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,90,0,4,9,2,22.5,10.0,45.0,13.86,8.64,0.51,0.4,2.2,1.44,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Betso,North East,Adamawa,Mubi North,Betso,,114,0,4,11,3,28.5,10.3636,38.0,14,10.56,0.53,0.47,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Digil,North East,Adamawa,Mubi North,Digil,,69,0,4,7,2,17.25,9.8571,34.5,14.1,6.72,0.54,0.52,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bare,North East,Adamawa,Numan,Bare,,134,0,4,14,4,33.5,9.5714,33.5,14.13,13.44,0.54,0.54,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bolki,North East,Adamawa,Numan,Bolki,,77,0,4,9,2,19.25,8.5556,38.5,13.99,8.64,0.52,0.47,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,109,0,4,11,3,27.25,9.9091,36.3333,14.05,10.56,0.53,0.5,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,247,0,12,26,7,20.5833,9.5,35.2857,14.08,24.96,1.6,1.53,6.65,4.38,4.46
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,188,0,8,20,5,23.5,9.4,37.6,14.01,19.2,1.05,0.96,4.42,2.91,2.97
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,201,0,12,21,5,16.75,9.5714,40.2,13.95,20.16,1.56,1.34,6.62,4.35,4.45
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,112,0,4,11,3,28.0,10.1818,37.3333,14.02,10.56,0.53,0.48,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bako,North East,Adamawa,Yola South,Bako,,79,0,4,9,2,19.75,8.7778,39.5,13.97,8.64,0.52,0.46,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bole Yolde Pate,North East,Adamawa,Yola South,Bole Yolde Pate,,116,0,4,12,3,29.0,9.6667,38.6667,13.99,11.52,0.52,0.47,2.21,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,70,0,4,7,2,17.5,10.0,35.0,14.03,6.69,0.53,0.51,2.21,1.46,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Betso,North East,Adamawa,Mubi North,Betso,,88,0,4,9,2,22.0,9.7778,44.0,13.87,8.64,0.51,0.41,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Digil,North East,Adamawa,Mubi North,Digil,,53,0,4,7,2,13.25,7.5714,26.5,14.41,6.72,0.57,0.68,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bare,North East,Adamawa,Numan,Bare,,103,0,4,11,3,25.75,9.3636,34.3333,14.1,10.56,0.54,0.52,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bolki,North East,Adamawa,Numan,Bolki,,60,0,4,7,2,15.0,8.5714,30.0,14.26,6.72,0.56,0.6,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,86,0,4,9,2,21.5,9.5556,43.0,13.89,8.64,0.51,0.42,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,192,0,12,20,5,16.0,9.6,38.4,13.99,19.2,1.57,1.41,6.63,4.36,4.45
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,147,0,8,17,5,18.375,8.6471,29.4,14.28,16.32,1.12,1.22,4.47,2.95,2.99
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,157,0,8,17,5,19.625,9.2353,31.4,14.2,16.32,1.1,1.15,4.46,2.94,2.99
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,88,0,4,9,2,22.0,9.7778,44.0,13.87,8.64,0.51,0.41,2.2,1.45,1.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bako,North East,Adamawa,Yola South,Bako,,62,0,4,7,2,15.5,8.8571,31.0,14.22,6.72,0.55,0.58,2.23,1.47,1.49
