session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,75,0,4,11,7,18.75,6.8182,10.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Enyiogugu,South East,Imo,Aboh-Mbaise,Enyiogugu,,107,0,4,17,10,26.75,6.2941,10.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ibeku,South East,Imo,Aboh-Mbaise,Ibeku,,142,0,8,21,12,17.75,6.7619,11.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,104,0,4,16,9,26.0,6.5,11.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aku,South East,Imo,Okigwe,Aku,,89,0,4,13,8,22.25,6.8462,11.125
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Amuro,South East,Imo,Okigwe,Amuro,,123,0,4,18,11,30.75,6.8333,11.1818
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,97,0,4,14,9,24.25,6.9286,10.7778
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,69,0,4,12,7,17.25,5.75,9.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,148,0,8,21,12,18.5,7.0476,12.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,53,0,4,9,6,13.25,5.8889,8.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Awaka/Ihitte-Ogada,South East,Imo,Owerri North,Awaka/Ihitte-Ogada,,89,0,4,14,9,22.25,6.3571,9.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Egbu,South East,Imo,Owerri North,Egbu,,146,0,8,21,12,18.25,6.9524,12.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,111,0,4,17,10,27.75,6.5294,11.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Avu/Oforola,South East,Imo,Owerri West,Avu/Oforola,,86,0,4,14,9,21.5,6.1429,9.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Emeabiam/Okolochi,South East,Imo,Owerri West,Emeabiam/Okolochi,,101,0,4,16,9,25.25,6.3125,11.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,58,0,4,9,6,14.5,6.4444,9.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Enyiogugu,South East,Imo,Aboh-Mbaise,Enyiogugu,,84,0,4,14,9,21.0,6.0,9.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ibeku,South East,Imo,Aboh-Mbaise,Ibeku,,110,0,8,16,9,13.75,6.875,12.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,80,0,4,13,8,20.0,6.1538,10.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Aku,South East,Imo,Okigwe,Aku,,69,0,4,11,7,17.25,6.2727,9.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Amuro,South East,Imo,Okigwe,Amuro,,95,0,4,14,9,23.75,6.7857,10.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,74,0,4,12,7,18.5,6.1667,10.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,53,0,4,9,6,13.25,5.8889,8.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,115,0,8,17,10,14.375,6.7647,11.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,42,0,4,7,5,10.5,6.0,8.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Awaka/Ihitte-Ogada,South East,Imo,Owerri North,Awaka/Ihitte-Ogada,,69,0,4,11,7,17.25,6.2727,9.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Egbu,South East,Imo,Owerri North,Egbu,,113,0,8,17,10,14.125,6.6471,11.3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,86,0,4,14,9,21.5,6.1429,9.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Avu/Oforola,South East,Imo,Owerri West,Avu/Oforola,,67,0,4,11,7,16.75,6.0909,9.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Emeabiam/Okolochi,South East,Imo,Owerri West,Emeabiam/Okolochi,,78,0,4,12,7,19.5,6.5,11.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,32,0,4,6,4,8.0,5.3333,8.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Enyiogugu,South East,Imo,Aboh-Mbaise,Enyiogugu,,46,0,4,9,6,11.5,5.1111,7.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ibeku,South East,Imo,Aboh-Mbaise,Ibeku,,60,0,8,10,7,7.5,6.0,8.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,44,0,4,7,5,11.0,6.2857,8.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Aku,South East,Imo,Okigwe,Aku,,38,0,4,7,5,9.5,5.4286,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Amuro,South East,Imo,Okigwe,Amuro,,53,0,4,9,6,13.25,5.8889,8.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,41,0,4,7,5,10.25,5.8571,8.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,30,0,4,6,4,7.5,5.0,7.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,63,0,8,11,7,7.875,5.7273,9.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,23,0,4,5,4,5.75,4.6,5.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Awaka/Ihitte-Ogada,South East,Imo,Owerri North,Awaka/Ihitte-Ogada,,38,0,4,7,5,9.5,5.4286,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Egbu,South East,Imo,Owerri North,Egbu,,62,0,4,10,7,15.5,6.2,8.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,47,0,4,9,6,11.75,5.2222,7.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Avu/Oforola,South East,Imo,Owerri West,Avu/Oforola,,37,0,4,7,5,9.25,5.2857,7.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Emeabiam/Okolochi,South East,Imo,Owerri West,Emeabiam/Okolochi,,43,0,4,7,5,10.75,6.1429,8.6
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,251,0,8,15,9,31.375,16.7333,27.8889
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Enyiogugu,South East,Imo,Aboh-Mbaise,Enyiogugu,,330,0,12,21,13,27.5,15.7143,25.3846
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ibeku,South East,Imo,Aboh-Mbaise,Ibeku,,544,0,12,32,19,45.3333,17.0,28.6316
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,348,0,8,22,14,43.5,15.8182,24.8571
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Aku,South East,Imo,Okigwe,Aku,,190,0,4,13,8,47.5,14.6154,23.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Amuro,South East,Imo,Okigwe,Amuro,,395,0,12,25,15,32.9167,15.8,26.3333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,275,0,8,18,10,34.375,15.2778,27.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,199,0,4,13,8,49.75,15.3077,24.875
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,490,0,12,31,18,40.8333,15.8065,27.2222
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,216,0,8,14,8,27.0,15.4286,27.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Awaka/Ihitte-Ogada,South East,Imo,Owerri North,Awaka/Ihitte-Ogada,,333,0,8,20,12,41.625,16.65,27.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Egbu,South East,Imo,Owerri North,Egbu,,429,0,12,27,16,35.75,15.8889,26.8125
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,423,0,12,25,15,35.25,16.92,28.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Avu/Oforola,South East,Imo,Owerri West,Avu/Oforola,,270,0,8,17,10,33.75,15.8824,27.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Emeabiam/Okolochi,South East,Imo,Owerri West,Emeabiam/Okolochi,,297,0,8,19,11,37.125,15.6316,27.0
2019/2020,Female,all,Private,JSS,JSS2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,206,0,8,13,8,25.75,15.8462,25.75
2019/2020,Female,all,Private,JSS,JSS2,,ward,Enyiogugu,South East,Imo,Aboh-Mbaise,Enyiogugu,,268,0,8,17,10,33.5,15.7647,26.8
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ibeku,South East,Imo,Aboh-Mbaise,Ibeku,,447,0,16,26,15,27.9375,17.1923,29.8
