session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,116,0,4,15,5,29.0,7.7333,23.2,14.61,14.4,0.6,0.78,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,90,0,4,12,4,22.5,7.5,22.5,14.66,11.52,0.6,0.8,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,70,0,4,9,3,17.5,7.7778,23.3333,14.6,8.64,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,107,0,4,13,4,26.75,8.2308,26.75,14.4,12.48,0.57,0.67,2.25,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,114,0,4,15,5,28.5,7.6,22.8,14.63,14.4,0.6,0.79,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,164,0,8,19,7,20.5,8.6316,23.4286,14.59,18.24,1.19,1.54,4.53,2.99,3.02
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,129,0,8,16,5,16.125,8.0625,25.8,14.45,15.36,1.16,1.4,4.5,2.97,3.01
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,109,0,4,13,4,27.25,8.3846,27.25,14.38,12.48,0.57,0.66,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gudun Karya,North Central,Abuja Federal Capital Territory,Kuje,Gudun Karya,,119,0,4,14,5,29.75,8.5,23.8,14.57,13.44,0.59,0.76,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ashara,North Central,Abuja Federal Capital Territory,Kwali,Ashara,,78,0,4,11,4,19.5,7.0909,19.5,14.9,10.56,0.63,0.92,2.29,1.52,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dafa,North Central,Abuja Federal Capital Territory,Kwali,Dafa,,121,0,4,15,5,30.25,8.0667,24.2,14.54,14.4,0.59,0.74,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gumbo,North Central,Abuja Federal Capital Territory,Kwali,Gumbo,,104,0,4,14,5,26.0,7.4286,20.8,14.79,13.44,0.62,0.87,2.28,1.51,1.52
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,City Centre,North Central,Abuja Federal Capital Territory,Municipal Area Council,City Centre,,158,0,8,20,7,19.75,7.9,22.5714,14.65,19.2,1.21,1.59,4.54,3,3.02
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Garki,North Central,Abuja Federal Capital Territory,Municipal Area Council,Garki,,64,0,4,9,3,16.0,7.1111,21.3333,14.74,8.64,0.61,0.84,2.28,1.51,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gui,North Central,Abuja Federal Capital Territory,Municipal Area Council,Gui,,93,0,4,11,4,23.25,8.4545,23.25,14.6,10.56,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,89,0,4,12,4,22.25,7.4167,22.25,14.67,11.52,0.61,0.81,2.27,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,70,0,4,10,3,17.5,7.0,23.3333,14.6,9.6,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,54,0,4,8,3,13.5,6.75,18.0,15.06,7.68,0.65,1,2.3,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,83,0,4,11,4,20.75,7.5455,20.75,14.79,10.56,0.62,0.87,2.28,1.51,1.52
