session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,105,0,4,11,7,26.25,9.5455,15.0,15.46,10.56,0.7,1.2,2.34,1.56,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,120,0,4,12,7,30.0,10.0,17.1429,15.16,11.52,0.66,1.05,2.31,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,81,0,4,9,6,20.25,9.0,13.5,15.72,8.64,0.73,1.33,2.36,1.57,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Anwain,South South,Edo,Etsako West,Anwain,,94,0,4,10,7,23.5,9.4,13.4286,15.74,9.6,0.73,1.34,2.37,1.57,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Auchi,South South,Edo,Etsako West,Auchi,,82,0,4,9,6,20.5,9.1111,13.6667,15.69,8.64,0.73,1.32,2.36,1.57,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,93,0,4,10,7,23.25,9.3,13.2857,15.77,9.6,0.74,1.35,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,177,0,8,19,13,22.125,9.3158,13.6154,15.7,18.24,1.46,2.64,4.73,3.14,3.11
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,259,0,12,26,16,21.5833,9.9615,16.1875,15.28,24.96,2.04,3.34,6.97,4.63,4.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,167,0,8,19,13,20.875,8.7895,12.8462,15.86,18.24,1.5,2.8,4.75,3.17,3.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Emai I,South South,Edo,Owan East,Emai I,,76,0,4,9,6,19.0,8.4444,12.6667,15.9,8.64,0.75,1.42,2.38,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Emai II,South South,Edo,Owan East,Emai II,,103,0,4,11,7,25.75,9.3636,14.7143,15.5,10.56,0.71,1.22,2.34,1.56,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,137,0,4,14,9,34.25,9.7857,15.2222,15.42,13.44,0.7,1.18,2.34,1.55,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,82,0,4,9,6,20.5,9.1111,13.6667,15.69,8.64,0.73,1.32,2.36,1.57,1.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,94,0,4,9,6,23.5,10.4444,15.6667,15.34,8.63,0.69,1.15,2.33,1.55,1.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,62,0,4,7,5,15.5,8.8571,12.4,15.96,6.72,0.76,1.45,2.39,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Anwain,South South,Edo,Etsako West,Anwain,,74,0,4,9,6,18.5,8.2222,12.3333,15.97,8.64,0.76,1.46,2.39,1.59,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Auchi,South South,Edo,Etsako West,Auchi,,64,0,4,7,5,16.0,9.1429,12.8,15.87,6.72,0.75,1.41,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,73,0,4,9,6,18.25,8.1111,12.1667,16.01,8.64,0.77,1.48,2.39,1.59,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,139,0,8,16,11,17.375,8.6875,12.6364,15.9,15.36,1.51,2.85,4.76,3.17,3.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,201,0,12,21,13,16.75,9.5714,15.4615,15.38,20.16,2.07,3.49,7,4.65,4.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,128,0,8,15,10,16.0,8.5333,12.8,15.87,14.4,1.5,2.81,4.76,3.17,3.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Emai I,South South,Edo,Owan East,Emai I,,60,0,4,7,5,15.0,8.5714,12.0,16.06,6.72,0.77,1.5,2.39,1.6,1.57
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Emai II,South South,Edo,Owan East,Emai II,,80,0,4,9,6,20.0,8.8889,13.3333,15.76,8.64,0.74,1.35,2.37,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,106,0,8,12,7,13.25,8.8333,15.1429,15.43,11.52,1.39,2.38,4.68,3.11,3.08
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,45,0,4,6,4,11.25,7.5,11.25,16.26,5.76,0.8,1.6,2.41,1.61,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,51,0,4,6,4,12.75,8.5,12.75,15.88,5.76,0.75,1.41,2.38,1.58,1.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,34,0,4,5,4,8.5,6.8,8.5,17.29,4.8,0.92,2.12,2.51,1.68,1.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Anwain,South South,Edo,Etsako West,Anwain,,40,0,4,5,4,10.0,8.0,10.0,16.66,4.8,0.84,1.8,2.45,1.64,1.59
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Auchi,South South,Edo,Etsako West,Auchi,,35,0,4,5,4,8.75,7.0,8.75,17.17,4.8,0.91,2.06,2.5,1.67,1.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,40,0,4,5,4,10.0,8.0,10.0,16.66,4.8,0.84,1.8,2.45,1.64,1.59
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,75,0,8,10,8,9.375,7.5,9.375,16.9,9.6,1.74,3.84,4.94,3.31,3.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,110,0,12,13,9,9.1667,8.4615,12.2222,16,12.48,2.29,4.42,7.17,4.78,4.69
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,70,0,8,10,8,8.75,7.0,8.75,17.17,9.6,1.81,4.11,4.99,3.35,3.22
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Emai I,South South,Edo,Owan East,Emai I,,33,0,4,5,4,8.25,6.6,8.25,17.42,4.8,0.94,2.18,2.52,1.69,1.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Emai II,South South,Edo,Owan East,Emai II,,44,0,4,6,4,11.0,7.3333,11.0,16.33,5.76,0.8,1.64,2.42,1.62,1.58
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,58,0,8,7,5,7.25,8.2857,11.6,16.16,6.72,1.57,3.1,4.81,3.21,3.14
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,247,0,8,11,7,30.875,22.4545,35.2857,7.42,5.18,1.83,1.02,2.59,1.56,1.58
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,351,0,8,15,9,43.875,23.4,39.0,7.63,7.4,1.81,0.92,2.66,1.61,1.64
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,238,0,8,10,6,29.75,23.8,39.6667,6.9,4.4,1.78,0.91,2.46,1.46,1.49
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Anwain,South South,Edo,Etsako West,Anwain,,297,0,8,13,8,37.125,22.8462,37.125,7.54,6.28,1.82,0.97,2.63,1.59,1.61
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Auchi,South South,Edo,Etsako West,Auchi,,199,0,4,10,6,49.75,19.9,33.1667,9.27,6.02,0.96,0.54,1.55,0.97,0.98
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,282,0,8,12,8,35.25,23.5,35.25,7.33,5.56,1.82,1.02,2.57,1.54,1.56
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,383,0,12,18,12,31.9167,21.2778,31.9167,7.93,9,2.8,1.69,4.09,2.49,2.51
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,744,0,24,29,17,31.0,25.6552,43.7647,6.43,11.95,5.24,2.47,7.01,4.12,4.2
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,578,0,16,23,14,36.125,25.1304,41.2857,6.8,10.03,3.54,1.74,4.87,2.89,2.94
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Emai I,South South,Edo,Owan East,Emai I,,219,0,8,10,6,27.375,21.9,36.5,7.38,4.7,1.82,0.99,2.59,1.56,1.58
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Emai II,South South,Edo,Owan East,Emai II,,367,0,12,16,10,30.5833,22.9375,36.7,7.23,7.35,2.72,1.47,3.82,2.29,2.32
2019/2020,Female,all,Private,JSS,JSS1,JSS1,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,354,0,12,15,9,29.5,23.6,39.3333,6.94,6.65,2.68,1.37,3.71,2.21,2.24
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,201,0,8,10,6,25.125,20.1,33.5,7.93,5.04,1.86,1.07,2.73,1.66,1.68
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,286,0,12,12,8,23.8333,23.8333,35.75,6.82,5.13,2.7,1.51,3.64,2.16,2.19
2019/2020,Female,all,Private,JSS,JSS2,,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,197,0,8,9,6,24.625,21.8889,32.8333,7.37,4.15,1.84,1.1,2.57,1.55,1.56
