session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Alkaleri,North East,Bauchi,Alkaleri,Alkaleri,,7,0,0,2,1,0.0,3.5,7.0,18.2,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Birin/ Gigara/ Yankari,North East,Bauchi,Alkaleri,Birin/ Gigara/ Yankari,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dan Kungibar,North East,Bauchi,Alkaleri,Dan Kungibar,,5,0,0,0,0,0.0,0.0,0.0,20.26,0,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Futuk,North East,Bauchi,Alkaleri,Futuk,,7,0,0,2,1,0.0,3.5,7.0,18.2,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gar,North East,Bauchi,Alkaleri,Gar,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gwana / Mansur,North East,Bauchi,Alkaleri,Gwana / Mansur,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,8,0,0,2,1,0.0,4.0,8.0,17.56,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Maimadi,North East,Bauchi,Alkaleri,Maimadi,,9,0,0,2,0,0.0,4.5,0.0,17.06,1.92,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Pali,North East,Bauchi,Alkaleri,Pali,,7,0,0,1,0,0.0,7.0,0.0,18.2,0.96,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Yalo,North East,Bauchi,Alkaleri,Yalo,,6,0,0,0,0,0.0,0.0,0.0,19.06,0,0,0,0,0,0
