session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,159,0,8,24,7,19.875,6.625,22.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,80,0,4,12,3,20.0,6.6667,26.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,88,0,4,14,4,22.0,6.2857,22.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ede,North Central,Kogi,Idah,Ede,,136,0,8,18,5,17.0,7.5556,27.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ega,North Central,Kogi,Idah,Ega,,93,0,4,14,4,23.25,6.6429,23.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Ichala,North Central,Kogi,Idah,Ichala,,69,0,4,11,3,17.25,6.2727,23.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,69,0,4,11,3,17.25,6.2727,23.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,121,0,4,19,5,30.25,6.3684,24.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,70,0,4,11,3,17.5,6.3636,23.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,117,0,4,17,5,29.25,6.8824,23.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,94,0,4,14,4,23.5,6.7143,23.5
