session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dagona,North East,Yobe,Bade,Dagona,,114,0,4,14,4,28.5,8.1429,28.5,14.32,13.44,0.56,0.63,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,71,0,4,9,2,17.75,7.8889,35.5,14.07,8.64,0.53,0.51,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Katuzu,North East,Yobe,Bade,Katuzu,,113,0,4,13,4,28.25,8.6923,28.25,14.33,12.48,0.56,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,87,0,4,11,3,21.75,7.9091,29.0,14.3,10.56,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,43,0,0,7,2,0.0,6.1429,21.5,14.73,6.72,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,116,0,4,14,4,29.0,8.2857,29.0,14.3,13.44,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,87,0,4,11,3,21.75,7.9091,29.0,14.3,10.56,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,129,0,4,15,4,32.25,8.6,32.25,14.17,14.4,0.55,0.56,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,101,0,4,12,3,25.25,8.4167,33.6667,14.13,11.52,0.54,0.53,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,72,0,4,9,2,18.0,8.0,36.0,14.06,8.64,0.53,0.5,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,124,0,4,15,5,31.0,8.2667,24.8,14.51,14.4,0.59,0.73,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Dabule,North East,Yobe,Nguru,Dabule,,111,0,4,14,4,27.75,7.9286,27.75,14.35,13.44,0.57,0.65,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,87,0,4,11,3,21.75,7.9091,29.0,14.3,10.56,0.56,0.62,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,47,0,4,7,2,11.75,6.7143,23.5,14.59,6.72,0.6,0.77,2.26,1.5,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,91,0,4,12,3,22.75,7.5833,30.3333,14.24,11.52,0.55,0.59,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dagona,North East,Yobe,Bade,Dagona,,88,0,4,11,3,22.0,8.0,29.3333,14.28,10.56,0.56,0.61,2.24,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,54,0,4,7,2,13.5,7.7143,27.0,14.39,6.72,0.57,0.67,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Katuzu,North East,Yobe,Bade,Katuzu,,89,0,4,11,3,22.25,8.0909,29.6667,14.27,10.56,0.56,0.61,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,68,0,4,9,2,17.0,7.5556,34.0,14.11,8.64,0.54,0.53,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,33,0,0,5,1,0.0,6.6,33.0,14.15,4.8,0,0,0,0,0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,90,0,4,12,3,22.5,7.5,30.0,14.26,11.52,0.56,0.6,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,68,0,4,9,2,17.0,7.5556,34.0,14.11,8.64,0.54,0.53,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,100,0,4,12,3,25.0,8.3333,33.3333,14.14,11.52,0.54,0.54,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Damakarwa/Kusur,North East,Yobe,Geidam,Damakarwa/Kusur,,78,0,4,10,3,19.5,7.8,26.0,14.44,9.6,0.58,0.69,2.25,1.49,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,56,0,4,7,2,14.0,8.0,28.0,14.34,6.72,0.57,0.64,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,96,0,4,12,3,24.0,8.0,32.0,14.18,11.52,0.55,0.56,2.23,1.47,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Dabule,North East,Yobe,Nguru,Dabule,,86,0,4,11,3,21.5,7.8182,28.6667,14.31,10.56,0.56,0.63,2.24,1.48,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bare-Bare/Bauya/Lalai Dumbulwa,North East,Yobe,Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,,67,0,4,9,2,16.75,7.4444,33.5,14.13,8.64,0.54,0.54,2.22,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,36,0,4,6,2,9.0,6.0,18.0,15.06,5.76,0.65,1,2.3,1.53,1.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,ward,Bolewa 'B',North East,Yobe,Potiskum,Bolewa 'B',,72,0,4,9,2,18.0,8.0,36.0,14.06,8.64,0.53,0.5,2.21,1.46,1.49
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Dagona,North East,Yobe,Bade,Dagona,,48,0,4,7,2,12.0,6.8571,24.0,14.56,6.72,0.59,0.75,2.26,1.49,1.51
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,30,0,4,5,1,7.5,6.0,30.0,14.26,4.8,0.56,0.6,2.23,1.47,1.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,ward,Katuzu,North East,Yobe,Bade,Katuzu,,48,0,4,7,2,12.0,6.8571,24.0,14.56,6.72,0.59,0.75,2.26,1.49,1.51
