session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Bingi North,North West,Zamfara,Bungudu,Bingi North,,468,312,324,106,127,111,66.6667,32.716,119.8113,87.4016
2019/2020,Female,all,NABTEB,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,336,224,234,78,106,105,66.6667,33.3333,135.8974,99.0566
2019/2020,Female,all,NABTEB,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,453,302,313,103,106,97,66.6667,32.9073,102.9126,91.5094
2019/2020,Female,all,NABTEB,ward,Galadima,North West,Zamfara,Gusau,Galadima,,435,290,298,97,106,88,66.6667,32.5503,109.2784,83.0189
2019/2020,Female,all,NABTEB,ward,Mada,North West,Zamfara,Gusau,Mada,,453,301,302,99,99,89,66.4459,32.7815,100.0,89.899
2019/2020,Female,all,NABTEB,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,297,198,205,68,70,68,66.6667,33.1707,102.9412,97.1429
2019/2020,Female,all,NABTEB,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,408,272,278,92,98,98,66.6667,33.0935,106.5217,100.0
2019/2020,Female,all,NABTEB,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,285,190,189,61,70,76,66.6667,32.2751,114.7541,108.5714
2019/2020,Female,all,NABTEB,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,387,258,273,91,113,106,66.6667,33.3333,124.1758,93.8053
2019/2020,Female,all,NABTEB,ward,Bindin,North West,Zamfara,Maru,Bindin,,360,240,249,81,91,81,66.6667,32.5301,112.3457,89.011
2019/2020,Female,all,NABTEB,ward,Bingin,North West,Zamfara,Maru,Bingin,,411,273,287,94,99,90,66.4234,32.7526,105.3191,90.9091
2019/2020,Female,all,NABTEB,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,519,345,351,115,121,98,66.474,32.7635,105.2174,80.9917
2019/2020,Female,all,NABTEB,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,413,275,273,89,84,82,66.586,32.6007,94.382,97.619
2019/2020,Female,all,NABTEB,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,414,276,274,91,99,90,66.6667,33.2117,108.7912,90.9091
2019/2020,Female,all,NABTEB,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,437,291,308,101,99,89,66.5904,32.7922,98.0198,89.899
2019/2020,Female,all,NECO,ward,Bingi North,North West,Zamfara,Bungudu,Bingi North,,834,499,568,187,193,179,59.8321,32.9225,103.2086,92.7461
2019/2020,Female,all,NECO,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,720,431,510,166,199,187,59.8611,32.549,119.8795,93.9698
2019/2020,Female,all,NECO,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,874,524,595,196,188,167,59.9542,32.9412,95.9184,88.8298
2019/2020,Female,all,NECO,ward,Galadima,North West,Zamfara,Gusau,Galadima,,732,438,518,171,200,185,59.8361,33.0116,116.9591,92.5
2019/2020,Female,all,NECO,ward,Mada,North West,Zamfara,Gusau,Mada,,857,511,572,186,194,187,59.6266,32.5175,104.3011,96.3918
2019/2020,Female,all,NECO,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,485,291,333,109,122,110,60.0,32.7327,111.9266,90.1639
2019/2020,Female,all,NECO,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,794,474,540,177,169,157,59.6977,32.7778,95.4802,92.8994
2019/2020,Female,all,NECO,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,502,301,340,111,116,104,59.9602,32.6471,104.5045,89.6552
2019/2020,Female,all,NECO,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,785,470,543,179,205,186,59.8726,32.965,114.5251,90.7317
