session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Asso,North West,Kaduna,Jema'a,Asso,,525,351,370,130,158,148,66.8571,35.1351,121.5385,93.6709
2019/2020,Female,all,NABTEB,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,577,385,368,128,95,85,66.7244,34.7826,74.2188,89.4737
2019/2020,Female,all,NABTEB,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,597,399,379,133,131,120,66.8342,35.0923,98.4962,91.6031
2019/2020,Female,all,NABTEB,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,473,315,303,106,103,101,66.5962,34.9835,97.1698,98.0583
2019/2020,Female,all,NABTEB,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,540,362,361,127,140,130,67.037,35.1801,110.2362,92.8571
2019/2020,Female,all,NABTEB,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,417,280,267,93,113,102,67.1463,34.8315,121.5054,90.2655
2019/2020,Female,all,NABTEB,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,431,289,291,102,104,94,67.0534,35.0515,101.9608,90.3846
2019/2020,Female,all,NABTEB,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,459,307,290,101,104,101,66.8845,34.8276,102.9703,97.1154
2019/2020,Female,all,NABTEB,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,456,306,300,105,123,100,67.1053,35.0,117.1429,81.3008
2019/2020,Female,all,NABTEB,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,479,320,318,111,113,100,66.8058,34.9057,101.8018,88.4956
2019/2020,Female,all,NABTEB,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,491,328,328,115,131,128,66.8024,35.061,113.913,97.7099
2019/2020,Female,all,NABTEB,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,518,346,332,117,121,110,66.7954,35.241,103.4188,90.9091
2019/2020,Female,all,NABTEB,ward,Dambo,North West,Kaduna,Zaria,Dambo,,525,352,336,118,122,112,67.0476,35.119,103.3898,91.8033
2019/2020,Female,all,NABTEB,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,459,308,286,100,104,91,67.1024,34.965,104.0,87.5
2019/2020,Female,all,NABTEB,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,465,312,308,107,95,94,67.0968,34.7403,88.785,98.9474
2019/2020,Female,all,NECO,ward,Asso,North West,Kaduna,Jema'a,Asso,,1001,602,670,237,243,216,60.1399,35.3731,102.5316,88.8889
2019/2020,Female,all,NECO,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,1153,694,729,257,236,220,60.1908,35.2538,91.8288,93.2203
2019/2020,Female,all,NECO,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,1118,672,716,251,222,206,60.1073,35.0559,88.4462,92.7928
2019/2020,Female,all,NECO,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,827,497,538,190,188,165,60.0967,35.316,98.9474,87.766
2019/2020,Female,all,NECO,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,945,568,637,225,222,196,60.1058,35.3218,98.6667,88.2883
2019/2020,Female,all,NECO,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,793,477,522,185,160,144,60.1513,35.4406,86.4865,90.0
2019/2020,Female,all,NECO,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,808,486,515,183,168,159,60.1485,35.534,91.8033,94.6429
2019/2020,Female,all,NECO,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,872,525,583,206,195,181,60.2064,35.3345,94.6602,92.8205
2019/2020,Female,all,NECO,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,800,482,523,185,182,167,60.25,35.3728,98.3784,91.7582
2019/2020,Female,all,NECO,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,903,542,599,212,209,187,60.0221,35.3923,98.5849,89.4737
2019/2020,Female,all,NECO,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,962,578,632,224,222,203,60.0832,35.443,99.1071,91.4414
2019/2020,Female,all,NECO,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,920,553,594,209,174,165,60.1087,35.1852,83.2536,94.8276
2019/2020,Female,all,NECO,ward,Dambo,North West,Kaduna,Zaria,Dambo,,963,580,612,216,202,190,60.2285,35.2941,93.5185,94.0594
2019/2020,Female,all,NECO,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,872,524,582,206,182,167,60.0917,35.3952,88.3495,91.7582
2019/2020,Female,all,NECO,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,911,549,586,207,181,165,60.2634,35.3242,87.4396,91.1602
2019/2020,Female,all,WAEC,ward,Asso,North West,Kaduna,Jema'a,Asso,,1251,819,848,300,363,329,65.4676,35.3774,121.0,90.6336
2019/2020,Female,all,WAEC,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,1334,875,862,305,317,287,65.5922,35.3828,103.9344,90.5363
2019/2020,Female,all,WAEC,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,1509,989,959,340,348,329,65.5401,35.4536,102.3529,94.5402
2019/2020,Female,all,WAEC,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,1078,707,690,243,249,229,65.5844,35.2174,102.4691,91.9679
2019/2020,Female,all,WAEC,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,1323,867,895,316,335,300,65.5329,35.3073,106.0127,89.5522
2019/2020,Female,all,WAEC,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,1032,677,660,232,222,207,65.6008,35.1515,95.6897,93.2432
2019/2020,Female,all,WAEC,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,1024,671,664,233,251,229,65.5273,35.0904,107.7253,91.2351
2019/2020,Female,all,WAEC,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,1088,715,713,252,270,250,65.7169,35.3436,107.1429,92.5926
2019/2020,Female,all,WAEC,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,1004,658,656,231,257,236,65.5378,35.2134,111.2554,91.8288
2019/2020,Female,all,WAEC,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,1133,742,729,258,259,250,65.4898,35.3909,100.3876,96.5251
2019/2020,Female,all,WAEC,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,1190,779,783,277,293,271,65.4622,35.3768,105.7762,92.4915
2019/2020,Female,all,WAEC,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,1237,810,786,277,274,250,65.481,35.2417,98.917,91.2409
2019/2020,Female,all,WAEC,ward,Dambo,North West,Kaduna,Zaria,Dambo,,1217,796,810,288,303,279,65.4067,35.5556,105.2083,92.0792
2019/2020,Female,all,WAEC,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,1154,756,754,266,271,249,65.5113,35.2785,101.8797,91.8819
2019/2020,Female,all,WAEC,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,1176,771,776,272,301,271,65.5612,35.0515,110.6618,90.0332
2019/2020,Female,disabled,NABTEB,ward,Asso,North West,Kaduna,Jema'a,Asso,,68,46,46,16,36,36,67.6471,34.7826,225.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,62,42,36,12,0,0,67.7419,33.3333,0.0,0.0
2019/2020,Female,disabled,NABTEB,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,74,50,41,14,18,18,67.5676,34.1463,128.5714,100.0
2019/2020,Female,disabled,NABTEB,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,69,46,41,14,9,9,66.6667,34.1463,64.2857,100.0
2019/2020,Female,disabled,NABTEB,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,67,46,36,12,27,27,68.6567,33.3333,225.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,64,44,36,12,18,18,68.75,33.3333,150.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,64,44,36,12,9,9,68.75,33.3333,75.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,64,44,36,12,27,27,68.75,33.3333,225.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,64,44,36,12,27,27,68.75,33.3333,225.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,64,43,41,14,18,18,67.1875,34.1463,128.5714,100.0
2019/2020,Female,disabled,NABTEB,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,64,43,41,14,36,36,67.1875,34.1463,257.1429,100.0
2019/2020,Female,disabled,NABTEB,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,64,43,41,14,18,18,67.1875,34.1463,128.5714,100.0
2019/2020,Female,disabled,NABTEB,ward,Dambo,North West,Kaduna,Zaria,Dambo,,67,46,36,12,18,18,68.6567,33.3333,150.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,67,46,36,12,18,18,68.6567,33.3333,150.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,61,41,36,12,9,9,67.2131,33.3333,75.0,100.0
2019/2020,Female,disabled,NECO,ward,Asso,North West,Kaduna,Jema'a,Asso,,119,71,76,27,28,28,59.6639,35.5263,103.7037,100.0
2019/2020,Female,disabled,NECO,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,123,74,72,25,21,23,60.1626,34.7222,84.0,109.5238
2019/2020,Female,disabled,NECO,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,131,79,75,26,28,32,60.3053,34.6667,107.6923,114.2857
2019/2020,Female,disabled,NECO,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,115,69,62,22,14,14,60.0,35.4839,63.6364,100.0
2019/2020,Female,disabled,NECO,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,98,58,64,23,28,30,59.1837,35.9375,121.7391,107.1429
2019/2020,Female,disabled,NECO,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,98,58,59,21,21,23,59.1837,35.5932,100.0,109.5238
2019/2020,Female,disabled,NECO,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,76,46,47,18,21,23,60.5263,38.2979,116.6667,109.5238
2019/2020,Female,disabled,NECO,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,105,63,64,23,21,23,60.0,35.9375,91.3043,109.5238
2019/2020,Female,disabled,NECO,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,76,46,42,16,21,23,60.5263,38.0952,131.25,109.5238
2019/2020,Female,disabled,NECO,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,85,50,55,20,28,29,58.8235,36.3636,140.0,103.5714
2019/2020,Female,disabled,NECO,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,114,68,72,26,28,29,59.6491,36.1111,107.6923,103.5714
2019/2020,Female,disabled,NECO,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,106,63,63,22,21,21,59.434,34.9206,95.4545,100.0
2019/2020,Female,disabled,NECO,ward,Dambo,North West,Kaduna,Zaria,Dambo,,93,56,55,20,28,32,60.2151,36.3636,140.0,114.2857
2019/2020,Female,disabled,NECO,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,118,71,72,26,21,24,60.1695,36.1111,80.7692,114.2857
2019/2020,Female,disabled,NECO,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,101,61,64,23,14,14,60.396,35.9375,60.8696,100.0
2019/2020,Female,disabled,WAEC,ward,Asso,North West,Kaduna,Jema'a,Asso,,149,97,101,36,34,36,65.1007,35.6436,94.4444,105.8824
2019/2020,Female,disabled,WAEC,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,152,99,93,33,28,28,65.1316,35.4839,84.8485,100.0
2019/2020,Female,disabled,WAEC,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,174,114,108,39,34,36,65.5172,36.1111,87.1795,105.8824
2019/2020,Female,disabled,WAEC,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,133,87,78,27,33,35,65.4135,34.6154,122.2222,106.0606
2019/2020,Female,disabled,WAEC,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,116,76,71,25,27,28,65.5172,35.2113,108.0,103.7037
2019/2020,Female,disabled,WAEC,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,124,82,78,27,20,21,66.129,34.6154,74.0741,105.0
2019/2020,Female,disabled,WAEC,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,92,60,56,19,28,28,65.2174,33.9286,147.3684,100.0
2019/2020,Female,disabled,WAEC,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,124,82,79,28,21,21,66.129,35.443,75.0,100.0
2019/2020,Female,disabled,WAEC,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,84,55,52,18,28,28,65.4762,34.6154,155.5556,100.0
2019/2020,Female,disabled,WAEC,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,112,73,75,26,31,35,65.1786,34.6667,119.2308,112.9032
2019/2020,Female,disabled,WAEC,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,141,92,89,32,24,28,65.2482,35.9551,75.0,116.6667
2019/2020,Female,disabled,WAEC,ward,Garun Gwanki,North West,Kaduna,Soba,Garun Gwanki,,128,83,74,26,25,28,64.8438,35.1351,96.1538,112.0
2019/2020,Female,disabled,WAEC,ward,Dambo,North West,Kaduna,Zaria,Dambo,,116,75,71,26,28,28,64.6552,36.6197,107.6923,100.0
2019/2020,Female,disabled,WAEC,ward,Dutsen Abba,North West,Kaduna,Zaria,Dutsen Abba,,140,91,86,31,28,28,65.0,36.0465,90.3226,100.0
2019/2020,Female,disabled,WAEC,ward,Gyallesu,North West,Kaduna,Zaria,Gyallesu,,132,86,82,28,25,28,65.1515,34.1463,89.2857,112.0
2019/2020,Male,all,NABTEB,ward,Asso,North West,Kaduna,Jema'a,Asso,,581,388,413,148,164,154,66.7814,35.8354,110.8108,93.9024
2019/2020,Male,all,NABTEB,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,658,440,435,153,143,118,66.8693,35.1724,93.4641,82.5175
2019/2020,Male,all,NABTEB,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,636,425,432,153,153,142,66.8239,35.4167,100.0,92.8105
2019/2020,Male,all,NABTEB,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,525,351,359,126,132,131,66.8571,35.0975,104.7619,99.2424
2019/2020,Male,all,NABTEB,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,584,390,407,143,143,130,66.7808,35.1351,100.0,90.9091
2019/2020,Male,all,NABTEB,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,447,298,304,108,132,131,66.6667,35.5263,122.2222,99.2424
2019/2020,Male,all,NABTEB,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,422,282,295,105,110,96,66.8246,35.5932,104.7619,87.2727
2019/2020,Male,all,NABTEB,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,441,295,313,112,110,108,66.8934,35.7827,98.2143,98.1818
2019/2020,Male,all,NABTEB,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,477,318,344,123,110,95,66.6667,35.7558,89.4309,86.3636
