session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,292,212,176,62,62,58,72.6027,35.2273,100.0,93.5484
2019/2020,Female,all,NABTEB,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,378,276,213,77,65,58,73.0159,36.1502,84.4156,89.2308
2019/2020,Female,all,NABTEB,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,346,251,203,72,73,66,72.5434,35.468,101.3889,90.411
2019/2020,Female,all,NABTEB,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,345,250,211,75,77,71,72.4638,35.545,102.6667,92.2078
2019/2020,Female,all,NABTEB,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,290,210,171,62,54,52,72.4138,36.2573,87.0968,96.2963
2019/2020,Female,all,NABTEB,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,422,308,237,85,72,63,72.9858,35.865,84.7059,87.5
2019/2020,Female,all,NABTEB,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,365,265,207,74,57,52,72.6027,35.7488,77.027,91.2281
2019/2020,Female,all,NABTEB,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,347,253,197,70,69,64,72.9107,35.533,98.5714,92.7536
2019/2020,Female,all,NABTEB,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,364,266,215,77,61,56,73.0769,35.814,79.2208,91.8033
2019/2020,Female,all,NABTEB,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,352,255,213,76,61,53,72.4432,35.6808,80.2632,86.8852
2019/2020,Female,all,NABTEB,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,293,213,172,62,65,59,72.6962,36.0465,104.8387,90.7692
2019/2020,Female,all,NABTEB,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,354,257,201,73,68,62,72.5989,36.3184,93.1507,91.1765
