session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Achalla  I,South East,Anambra,Awka North,Achalla  I,,400,286,261,88,92,76,71.5,33.7165,104.5455,82.6087
2019/2020,Female,all,NABTEB,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,457,326,287,96,87,76,71.3348,33.4495,90.625,87.3563
2019/2020,Female,all,NABTEB,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,419,299,281,96,101,95,71.3604,34.1637,105.2083,94.0594
2019/2020,Female,all,NABTEB,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,419,299,277,94,92,86,71.3604,33.935,97.8723,93.4783
2019/2020,Female,all,NABTEB,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,419,299,264,89,92,76,71.3604,33.7121,103.3708,82.6087
2019/2020,Female,all,NABTEB,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,360,257,226,75,75,61,71.3889,33.1858,100.0,81.3333
2019/2020,Female,all,NABTEB,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,455,328,308,105,105,101,72.0879,34.0909,100.0,96.1905
2019/2020,Female,all,NABTEB,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,420,301,270,90,87,76,71.6667,33.3333,96.6667,87.3563
2019/2020,Female,all,NABTEB,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,431,307,290,98,98,86,71.2297,33.7931,100.0,87.7551
2019/2020,Female,all,NABTEB,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,387,277,246,83,87,76,71.5762,33.7398,104.8193,87.3563
2019/2020,Female,all,NABTEB,ward,G.R.A,South East,Anambra,Onitsha North,G.R.A,,498,355,322,110,108,96,71.2851,34.1615,98.1818,88.8889
2019/2020,Female,all,NABTEB,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,447,322,306,103,105,96,72.0358,33.6601,101.9417,91.4286
2019/2020,Female,all,NABTEB,ward,Bridge Head I,South East,Anambra,Onitsha South,Bridge Head I,,488,353,319,109,110,101,72.3361,34.1693,100.9174,91.8182
2019/2020,Female,all,NABTEB,ward,Bridge Head II,South East,Anambra,Onitsha South,Bridge Head II,,346,250,223,75,69,71,72.2543,33.6323,92.0,102.8986
2019/2020,Female,all,NABTEB,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,439,316,280,95,96,91,71.9818,33.9286,101.0526,94.7917
2019/2020,Female,all,NECO,ward,Achalla  I,South East,Anambra,Awka North,Achalla  I,,763,494,494,169,183,163,64.7444,34.2105,108.284,89.071
2019/2020,Female,all,NECO,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,883,571,566,195,178,158,64.6659,34.4523,91.2821,88.764
2019/2020,Female,all,NECO,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,736,476,492,168,198,178,64.6739,34.1463,117.8571,89.899
2019/2020,Female,all,NECO,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,777,502,500,171,183,164,64.6075,34.2,107.0175,89.6175
2019/2020,Female,all,NECO,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,736,475,473,163,170,155,64.538,34.4609,104.2945,91.1765
2019/2020,Female,all,NECO,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,687,445,439,149,165,150,64.7744,33.9408,110.7383,90.9091
2019/2020,Female,all,NECO,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,849,548,573,197,226,201,64.5465,34.3805,114.7208,88.9381
2019/2020,Female,all,NECO,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,753,485,486,166,175,155,64.409,34.1564,105.4217,88.5714
2019/2020,Female,all,NECO,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,796,514,522,179,193,174,64.5729,34.2912,107.8212,90.1554
2019/2020,Female,all,NECO,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,757,489,492,169,188,169,64.5971,34.3496,111.2426,89.8936
2019/2020,Female,all,NECO,ward,G.R.A,South East,Anambra,Onitsha North,G.R.A,,965,625,626,214,223,197,64.7668,34.1853,104.2056,88.3408
2019/2020,Female,all,NECO,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,857,555,565,195,222,203,64.7608,34.5133,113.8462,91.4414
2019/2020,Female,all,NECO,ward,Bridge Head I,South East,Anambra,Onitsha South,Bridge Head I,,933,602,611,209,234,211,64.523,34.2062,111.9617,90.1709
2019/2020,Female,all,NECO,ward,Bridge Head II,South East,Anambra,Onitsha South,Bridge Head II,,579,373,368,125,143,130,64.4214,33.9674,114.4,90.9091
2019/2020,Female,all,NECO,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,860,556,566,195,213,186,64.6512,34.4523,109.2308,87.3239
2019/2020,Female,all,WAEC,ward,Achalla  I,South East,Anambra,Awka North,Achalla  I,,990,697,639,221,224,206,70.404,34.5853,101.3575,91.9643
2019/2020,Female,all,WAEC,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,1102,776,690,237,228,209,70.4174,34.3478,96.2025,91.6667
2019/2020,Female,all,WAEC,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,1010,711,668,230,259,242,70.396,34.4311,112.6087,93.4363
2019/2020,Female,all,WAEC,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,1027,723,668,232,246,230,70.3992,34.7305,106.0345,93.4959
2019/2020,Female,all,WAEC,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,954,671,626,215,219,202,70.3354,34.345,101.8605,92.2374
2019/2020,Female,all,WAEC,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,812,571,516,177,179,163,70.3202,34.3023,101.1299,91.0615
2019/2020,Female,all,WAEC,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,1122,791,733,252,269,249,70.4991,34.3793,106.746,92.5651
2019/2020,Female,all,WAEC,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,1063,750,681,234,238,222,70.555,34.3612,101.7094,93.2773
2019/2020,Female,all,WAEC,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,998,702,639,217,221,206,70.3407,33.9593,101.8433,93.2127
2019/2020,Female,all,WAEC,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,972,685,632,217,222,206,70.4733,34.3354,102.3041,92.7928
2019/2020,Female,all,WAEC,ward,G.R.A,South East,Anambra,Onitsha North,G.R.A,,1199,844,785,269,262,236,70.392,34.2675,97.3978,90.0763
2019/2020,Female,all,WAEC,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,1019,718,689,238,251,229,70.4612,34.5428,105.4622,91.2351
2019/2020,Female,all,WAEC,ward,Bridge Head I,South East,Anambra,Onitsha South,Bridge Head I,,1147,808,751,259,272,248,70.4446,34.4874,105.0193,91.1765
2019/2020,Female,all,WAEC,ward,Bridge Head II,South East,Anambra,Onitsha South,Bridge Head II,,789,554,519,178,191,171,70.2155,34.2967,107.3034,89.5288
2019/2020,Female,all,WAEC,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,1088,765,726,250,283,265,70.3125,34.4353,113.2,93.6396
2019/2020,Female,disabled,NABTEB,ward,Achalla  I,South East,Anambra,Awka North,Achalla  I,,52,36,28,8,20,20,69.2308,28.5714,250.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,58,40,34,10,20,20,68.9655,29.4118,200.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,52,36,28,8,15,15,69.2308,28.5714,187.5,100.0
2019/2020,Female,disabled,NABTEB,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,55,38,31,9,20,20,69.0909,29.0323,222.2222,100.0
2019/2020,Female,disabled,NABTEB,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,55,38,31,9,20,20,69.0909,29.0323,222.2222,100.0
2019/2020,Female,disabled,NABTEB,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,52,36,28,8,20,20,69.2308,28.5714,250.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,60,43,38,12,17,20,71.6667,31.5789,141.6667,117.6471
2019/2020,Female,disabled,NABTEB,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,56,40,34,10,20,20,71.4286,29.4118,200.0,100.0
2019/2020,Female,disabled,NABTEB,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,52,36,28,8,18,20,69.2308,28.5714,225.0,111.1111
2019/2020,Female,disabled,NABTEB,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,52,36,28,8,20,20,69.2308,28.5714,250.0,100.0
2019/2020,Female,disabled,NABTEB,ward,G.R.A,South East,Anambra,Onitsha North,G.R.A,,52,36,28,8,20,20,69.2308,28.5714,250.0,100.0
