session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,505,336,320,118,126,120,66.5347,36.875,106.7797,95.2381
2019/2020,Female,all,NABTEB,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,675,450,444,161,171,152,66.6667,36.2613,106.2112,88.8889
2019/2020,Female,all,NABTEB,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,573,382,358,130,127,112,66.6667,36.3128,97.6923,88.189
2019/2020,Female,all,NABTEB,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,666,444,416,151,166,145,66.6667,36.2981,109.9338,87.3494
2019/2020,Female,all,NABTEB,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,667,444,417,152,142,120,66.5667,36.4508,93.4211,84.507
2019/2020,Female,all,NABTEB,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,426,284,266,96,123,112,66.6667,36.0902,128.125,91.0569
2019/2020,Female,all,NABTEB,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,607,405,392,143,142,128,66.7216,36.4796,99.3007,90.1408
2019/2020,Female,all,NABTEB,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,555,369,346,126,127,112,66.4865,36.4162,100.7937,88.189
2019/2020,Female,all,NABTEB,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,604,402,379,138,134,120,66.5563,36.4116,97.1014,89.5522
2019/2020,Female,all,NABTEB,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,604,402,362,131,135,120,66.5563,36.1878,103.0534,88.8889
2019/2020,Female,all,NABTEB,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,612,409,390,141,143,128,66.8301,36.1538,101.4184,89.5105
2019/2020,Female,all,NABTEB,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,620,413,375,137,134,112,66.6129,36.5333,97.8102,83.5821
2019/2020,Female,all,NABTEB,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,448,299,277,102,99,96,66.7411,36.8231,97.0588,96.9697
2019/2020,Female,all,NABTEB,ward,Aguda,South West,Lagos,Surulere,Aguda,,626,418,411,150,160,152,66.7732,36.4964,106.6667,95.0
2019/2020,Female,all,NABTEB,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,622,415,388,141,134,120,66.7203,36.3402,95.0355,89.5522
2019/2020,Female,all,NECO,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,886,530,551,200,205,179,59.8194,36.2976,102.5,87.3171
2019/2020,Female,all,NECO,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,1299,779,838,301,305,268,59.9692,35.9189,101.3289,87.8689
2019/2020,Female,all,NECO,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,1063,637,677,245,241,210,59.9247,36.1891,98.3673,87.1369
2019/2020,Female,all,NECO,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,1314,787,842,304,286,246,59.8935,36.1045,94.0789,86.014
2019/2020,Female,all,NECO,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,1313,787,803,289,261,225,59.9391,35.99,90.3114,86.2069
2019/2020,Female,all,NECO,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,781,467,502,183,211,185,59.7951,36.4542,115.3005,87.6777
2019/2020,Female,all,NECO,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,1059,634,665,240,217,192,59.8678,36.0902,90.4167,88.4793
2019/2020,Female,all,NECO,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,936,560,598,217,217,192,59.8291,36.2876,100.0,88.4793
2019/2020,Female,all,NECO,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,1131,677,721,260,230,205,59.8585,36.061,88.4615,89.1304
2019/2020,Female,all,NECO,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,1150,689,681,246,217,193,59.913,36.1233,88.2114,88.9401
