session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Bambam,North East,Gombe,Balanga,Bambam,,267,195,150,54,52,54,73.0337,36.0,96.2963,103.8462
2019/2020,Female,all,NABTEB,ward,Bangu,North East,Gombe,Balanga,Bangu,,244,178,134,47,39,44,72.9508,35.0746,82.9787,112.8205
2019/2020,Female,all,NABTEB,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,395,289,222,76,72,62,73.1646,34.2342,94.7368,86.1111
2019/2020,Female,all,NABTEB,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,363,266,198,71,49,42,73.2782,35.8586,69.0141,85.7143
2019/2020,Female,all,NABTEB,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,393,287,231,81,70,61,73.028,35.0649,86.4198,87.1429
2019/2020,Female,all,NABTEB,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,264,193,146,53,48,48,73.1061,36.3014,90.566,100.0
2019/2020,Female,all,NABTEB,ward,Awak,North East,Gombe,Kaltungo,Awak,,358,260,206,74,69,61,72.6257,35.9223,93.2432,88.4058
2019/2020,Female,all,NABTEB,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,303,221,167,60,57,51,72.9373,35.9281,95.0,89.4737
2019/2020,Female,all,NABTEB,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,362,263,195,68,65,59,72.6519,34.8718,95.5882,90.7692
2019/2020,Female,all,NABTEB,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,366,267,193,69,56,49,72.9508,35.7513,81.1594,87.5
2019/2020,Female,all,NABTEB,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,271,199,155,54,57,59,73.4317,34.8387,105.5556,103.5088
2019/2020,Female,all,NABTEB,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,349,253,208,72,81,77,72.4928,34.6154,112.5,95.0617
2019/2020,Female,all,NABTEB,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,313,227,186,66,70,62,72.524,35.4839,106.0606,88.5714
2019/2020,Female,all,NABTEB,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,366,267,215,76,74,67,72.9508,35.3488,97.3684,90.5405
2019/2020,Female,all,NABTEB,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,339,248,191,68,65,57,73.1563,35.6021,95.5882,87.6923
2019/2020,Female,all,NECO,ward,Bambam,North East,Gombe,Balanga,Bambam,,498,326,289,100,112,105,65.4618,34.6021,112.0,93.75
2019/2020,Female,all,NECO,ward,Bangu,North East,Gombe,Balanga,Bangu,,447,292,244,84,80,71,65.3244,34.4262,95.2381,88.75
2019/2020,Female,all,NECO,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,735,481,409,142,142,134,65.4422,34.7188,100.0,94.3662
2019/2020,Female,all,NECO,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,693,453,387,134,134,120,65.368,34.6253,100.0,89.5522
2019/2020,Female,all,NECO,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,781,510,449,155,159,149,65.3009,34.5212,102.5806,93.7107
2019/2020,Female,all,NECO,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,507,333,273,94,88,82,65.6805,34.4322,93.617,93.1818
2019/2020,Female,all,NECO,ward,Awak,North East,Gombe,Kaltungo,Awak,,649,424,376,130,147,136,65.3313,34.5745,113.0769,92.517
2019/2020,Female,all,NECO,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,512,334,291,99,117,113,65.2344,34.0206,118.1818,96.5812
2019/2020,Female,all,NECO,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,652,426,371,130,121,110,65.3374,35.0404,93.0769,90.9091
2019/2020,Female,all,NECO,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,710,463,384,134,118,106,65.2113,34.8958,88.0597,89.8305
