session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Adadama,South South,Cross River,Abi,Adadama,,355,245,244,88,81,77,69.0141,36.0656,92.0455,95.0617
2019/2020,Female,all,NABTEB,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,362,250,242,86,69,59,69.0608,35.5372,80.2326,85.5072
2019/2020,Female,all,NABTEB,ward,Ebom,South South,Cross River,Abi,Ebom,,381,261,280,100,90,81,68.5039,35.7143,90.0,90.0
2019/2020,Female,all,NABTEB,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,379,260,270,98,94,86,68.6016,36.2963,95.9184,91.4894
2019/2020,Female,all,NABTEB,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,343,236,238,86,82,76,68.8047,36.1345,95.3488,92.6829
2019/2020,Female,all,NABTEB,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,337,232,232,82,77,71,68.8427,35.3448,93.9024,92.2078
2019/2020,Female,all,NABTEB,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,325,225,221,79,72,61,69.2308,35.7466,91.1392,84.7222
2019/2020,Female,all,NABTEB,ward,Five,South South,Cross River,Calabar Municipal,Five,,335,232,246,88,81,76,69.2537,35.7724,92.0455,93.8272
2019/2020,Female,all,NABTEB,ward,Four,South South,Cross River,Calabar Municipal,Four,,449,308,312,112,103,96,68.5969,35.8974,91.9643,93.2039
2019/2020,Female,all,NABTEB,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,364,251,265,95,94,86,68.956,35.8491,98.9474,91.4894
2019/2020,Female,all,NABTEB,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,368,253,251,89,84,76,68.75,35.4582,94.382,90.4762
2019/2020,Female,all,NABTEB,ward,Five (5),South South,Cross River,Calabar South,Five (5),,368,254,246,88,82,77,69.0217,35.7724,93.1818,93.9024
2019/2020,Female,all,NABTEB,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,334,230,230,82,73,71,68.8623,35.6522,89.0244,97.2603
2019/2020,Female,all,NABTEB,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,402,277,275,99,82,76,68.9055,36.0,82.8283,92.6829
2019/2020,Female,all,NABTEB,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,262,180,177,63,68,66,68.7023,35.5932,107.9365,97.0588
2019/2020,Female,all,NECO,ward,Adadama,South South,Cross River,Abi,Adadama,,639,396,432,154,159,142,61.9718,35.6481,103.2468,89.3082
2019/2020,Female,all,NECO,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,672,415,472,168,173,157,61.756,35.5932,102.9762,90.7514
2019/2020,Female,all,NECO,ward,Ebom,South South,Cross River,Abi,Ebom,,664,411,458,164,173,153,61.8976,35.8079,105.4878,88.4393
2019/2020,Female,all,NECO,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,717,444,513,183,193,170,61.9247,35.6725,105.4645,88.0829
2019/2020,Female,all,NECO,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,644,399,467,167,164,144,61.9565,35.7602,98.2036,87.8049
2019/2020,Female,all,NECO,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,681,423,475,170,185,161,62.1145,35.7895,108.8235,87.027
2019/2020,Female,all,NECO,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,621,386,432,154,163,147,62.1578,35.6481,105.8442,90.184
2019/2020,Female,all,NECO,ward,Five,South South,Cross River,Calabar Municipal,Five,,660,409,464,166,177,165,61.9697,35.7759,106.6265,93.2203
2019/2020,Female,all,NECO,ward,Four,South South,Cross River,Calabar Municipal,Four,,821,509,577,206,211,193,61.9976,35.7019,102.4272,91.4692
2019/2020,Female,all,NECO,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,669,414,472,169,198,182,61.8834,35.8051,117.1598,91.9192
2019/2020,Female,all,NECO,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,747,463,507,181,193,165,61.9813,35.7002,106.6298,85.4922
2019/2020,Female,all,NECO,ward,Five (5),South South,Cross River,Calabar South,Five (5),,646,401,442,158,154,136,62.0743,35.7466,97.4684,88.3117
2019/2020,Female,all,NECO,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,620,385,418,149,151,130,62.0968,35.6459,101.3423,86.0927
2019/2020,Female,all,NECO,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,742,459,504,180,173,148,61.8598,35.7143,96.1111,85.5491
2019/2020,Female,all,NECO,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,478,296,333,119,133,117,61.9247,35.7357,111.7647,87.9699
2019/2020,Female,all,WAEC,ward,Adadama,South South,Cross River,Abi,Adadama,,839,566,565,203,197,177,67.4613,35.9292,97.0443,89.8477
2019/2020,Female,all,WAEC,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,934,631,647,232,224,198,67.5589,35.8578,96.5517,88.3929
2019/2020,Female,all,WAEC,ward,Ebom,South South,Cross River,Abi,Ebom,,895,604,626,224,231,208,67.486,35.7827,103.125,90.0433
2019/2020,Female,all,WAEC,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,893,601,636,227,245,220,67.3012,35.6918,107.9295,89.7959
2019/2020,Female,all,WAEC,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,855,575,588,210,236,213,67.2515,35.7143,112.381,90.2542
2019/2020,Female,all,WAEC,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,814,549,571,204,222,198,67.4447,35.7268,108.8235,89.1892
2019/2020,Female,all,WAEC,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,761,514,529,189,191,174,67.5427,35.7278,101.0582,91.0995
2019/2020,Female,all,WAEC,ward,Five,South South,Cross River,Calabar Municipal,Five,,735,496,527,187,207,189,67.483,35.4839,110.6952,91.3043
2019/2020,Female,all,WAEC,ward,Four,South South,Cross River,Calabar Municipal,Four,,1093,736,763,273,293,262,67.3376,35.7798,107.326,89.4198
2019/2020,Female,all,WAEC,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,855,575,615,220,251,224,67.2515,35.7724,114.0909,89.243
2019/2020,Female,all,WAEC,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,969,653,655,234,240,212,67.3891,35.7252,102.5641,88.3333
2019/2020,Female,all,WAEC,ward,Five (5),South South,Cross River,Calabar South,Five (5),,919,619,631,225,223,201,67.3558,35.6577,99.1111,90.1345
2019/2020,Female,all,WAEC,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,794,534,545,196,201,177,67.2544,35.9633,102.551,88.0597
2019/2020,Female,all,WAEC,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,911,613,624,222,218,194,67.2887,35.5769,98.1982,88.9908
2019/2020,Female,all,WAEC,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,578,390,407,146,153,139,67.474,35.8722,104.7945,90.8497
2019/2020,Female,disabled,NABTEB,ward,Adadama,South South,Cross River,Abi,Adadama,,45,32,28,10,16,20,71.1111,35.7143,160.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,48,34,28,10,8,10,70.8333,35.7143,80.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Ebom,South South,Cross River,Abi,Ebom,,43,30,28,10,16,20,69.7674,35.7143,160.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,49,34,32,12,16,20,69.3878,37.5,133.3333,125.0
2019/2020,Female,disabled,NABTEB,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,46,32,28,10,12,15,69.5652,35.7143,120.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,40,28,24,8,16,20,70.0,33.3333,200.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,45,32,24,8,12,15,71.1111,33.3333,150.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Five,South South,Cross River,Calabar Municipal,Five,,46,33,28,10,12,15,71.7391,35.7143,120.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Four,South South,Cross River,Calabar Municipal,Four,,51,35,31,11,16,20,68.6275,35.4839,145.4545,125.0
2019/2020,Female,disabled,NABTEB,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,50,35,31,11,16,20,70.0,35.4839,145.4545,125.0
2019/2020,Female,disabled,NABTEB,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,41,29,24,8,16,20,70.7317,33.3333,200.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Five (5),South South,Cross River,Calabar South,Five (5),,43,30,24,8,17,20,69.7674,33.3333,212.5,117.6471
2019/2020,Female,disabled,NABTEB,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,40,28,24,8,16,20,70.0,33.3333,200.0,125.0
2019/2020,Female,disabled,NABTEB,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,51,35,35,13,12,15,68.6275,37.1429,92.3077,125.0
2019/2020,Female,disabled,NABTEB,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,43,30,28,10,16,20,69.7674,35.7143,160.0,125.0
2019/2020,Female,disabled,NECO,ward,Adadama,South South,Cross River,Abi,Adadama,,67,42,45,16,16,20,62.6866,35.5556,100.0,125.0
2019/2020,Female,disabled,NECO,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,75,46,52,18,16,20,61.3333,34.6154,88.8889,125.0
2019/2020,Female,disabled,NECO,ward,Ebom,South South,Cross River,Abi,Ebom,,69,43,44,16,16,16,62.3188,36.3636,100.0,100.0
2019/2020,Female,disabled,NECO,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,86,53,59,21,16,16,61.6279,35.5932,76.1905,100.0
2019/2020,Female,disabled,NECO,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,78,49,56,20,16,16,62.8205,35.7143,80.0,100.0
2019/2020,Female,disabled,NECO,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,64,41,41,15,16,16,64.0625,36.5854,106.6667,100.0
2019/2020,Female,disabled,NECO,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,66,42,45,16,16,20,63.6364,35.5556,100.0,125.0
2019/2020,Female,disabled,NECO,ward,Five,South South,Cross River,Calabar Municipal,Five,,76,48,50,18,21,24,63.1579,36.0,116.6667,114.2857
2019/2020,Female,disabled,NECO,ward,Four,South South,Cross River,Calabar Municipal,Four,,88,55,56,20,16,20,62.5,35.7143,80.0,125.0
2019/2020,Female,disabled,NECO,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,80,50,55,20,21,24,62.5,36.3636,105.0,114.2857
2019/2020,Female,disabled,NECO,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,72,46,44,16,16,16,63.8889,36.3636,100.0,100.0
2019/2020,Female,disabled,NECO,ward,Five (5),South South,Cross River,Calabar South,Five (5),,71,45,48,17,16,18,63.3803,35.4167,94.1176,112.5
2019/2020,Female,disabled,NECO,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,53,34,35,12,16,16,64.1509,34.2857,133.3333,100.0
2019/2020,Female,disabled,NECO,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,89,55,59,21,16,16,61.7978,35.5932,76.1905,100.0
2019/2020,Female,disabled,NECO,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,61,38,42,15,16,16,62.2951,35.7143,106.6667,100.0
2019/2020,Female,disabled,WAEC,ward,Adadama,South South,Cross River,Abi,Adadama,,88,60,55,20,19,19,68.1818,36.3636,95.0,100.0
2019/2020,Female,disabled,WAEC,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,106,72,67,25,22,22,67.9245,37.3134,88.0,100.0
2019/2020,Female,disabled,WAEC,ward,Ebom,South South,Cross River,Abi,Ebom,,93,63,59,20,14,16,67.7419,33.8983,70.0,114.2857
2019/2020,Female,disabled,WAEC,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,113,76,74,26,20,24,67.2566,35.1351,76.9231,120.0
2019/2020,Female,disabled,WAEC,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,99,66,64,23,22,24,66.6667,35.9375,95.6522,109.0909
2019/2020,Female,disabled,WAEC,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,80,54,52,18,16,16,67.5,34.6154,88.8889,100.0
2019/2020,Female,disabled,WAEC,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,79,54,50,18,13,16,68.3544,36.0,72.2222,123.0769
2019/2020,Female,disabled,WAEC,ward,Five,South South,Cross River,Calabar Municipal,Five,,88,60,59,20,19,20,68.1818,33.8983,95.0,105.2632
2019/2020,Female,disabled,WAEC,ward,Four,South South,Cross River,Calabar Municipal,Four,,118,79,76,27,22,23,66.9492,35.5263,81.4815,104.5455
2019/2020,Female,disabled,WAEC,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,99,67,66,24,22,24,67.6768,36.3636,91.6667,109.0909
2019/2020,Female,disabled,WAEC,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,99,66,61,21,22,24,66.6667,34.4262,104.7619,109.0909
2019/2020,Female,disabled,WAEC,ward,Five (5),South South,Cross River,Calabar South,Five (5),,93,63,59,21,16,16,67.7419,35.5932,76.1905,100.0
2019/2020,Female,disabled,WAEC,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,70,47,43,16,16,16,67.1429,37.2093,100.0,100.0
2019/2020,Female,disabled,WAEC,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,102,69,62,21,19,20,67.6471,33.871,90.4762,105.2632
2019/2020,Female,disabled,WAEC,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,72,49,50,18,19,20,68.0556,36.0,105.5556,105.2632
2019/2020,Male,all,NABTEB,ward,Adadama,South South,Cross River,Abi,Adadama,,356,245,256,91,88,83,68.8202,35.5469,96.7033,94.3182
2019/2020,Male,all,NABTEB,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,360,248,247,88,70,62,68.8889,35.6275,79.5455,88.5714
2019/2020,Male,all,NABTEB,ward,Ebom,South South,Cross River,Abi,Ebom,,420,288,316,112,104,96,68.5714,35.443,92.8571,92.3077
2019/2020,Male,all,NABTEB,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,397,273,296,105,98,88,68.7657,35.473,93.3333,89.7959
2019/2020,Male,all,NABTEB,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,346,238,265,94,85,82,68.7861,35.4717,90.4255,96.4706
2019/2020,Male,all,NABTEB,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,358,245,277,98,92,87,68.4358,35.3791,93.8776,94.5652
2019/2020,Male,all,NABTEB,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,353,242,250,89,93,82,68.5552,35.6,104.4944,88.172
2019/2020,Male,all,NABTEB,ward,Five,South South,Cross River,Calabar Municipal,Five,,302,209,226,80,79,77,69.2053,35.3982,98.75,97.4684
2019/2020,Male,all,NABTEB,ward,Four,South South,Cross River,Calabar Municipal,Four,,490,338,360,128,116,108,68.9796,35.5556,90.625,93.1034
2019/2020,Male,all,NABTEB,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,384,264,299,106,106,97,68.75,35.4515,100.0,91.5094
2019/2020,Male,all,NABTEB,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,377,260,274,98,88,77,68.9655,35.7664,89.7959,87.5
2019/2020,Male,all,NABTEB,ward,Five (5),South South,Cross River,Calabar South,Five (5),,342,235,244,86,79,67,68.7135,35.2459,91.8605,84.8101
2019/2020,Male,all,NABTEB,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,350,241,253,89,77,76,68.8571,35.1779,86.5169,98.7013
2019/2020,Male,all,NABTEB,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,378,259,280,100,89,81,68.5185,35.7143,89.0,91.0112
2019/2020,Male,all,NABTEB,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,275,189,208,73,74,70,68.7273,35.0962,101.3699,94.5946
2019/2020,Male,all,NECO,ward,Adadama,South South,Cross River,Abi,Adadama,,635,392,458,164,158,141,61.7323,35.8079,96.3415,89.2405
2019/2020,Male,all,NECO,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,664,409,482,173,171,151,61.5964,35.8921,98.8439,88.3041
2019/2020,Male,all,NECO,ward,Ebom,South South,Cross River,Abi,Ebom,,739,457,553,199,211,185,61.8403,35.9855,106.0302,87.6777
2019/2020,Male,all,NECO,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,806,498,597,214,213,189,61.7866,35.8459,99.5327,88.7324
2019/2020,Male,all,NECO,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,625,386,457,165,174,154,61.76,36.105,105.4545,88.5057
2019/2020,Male,all,NECO,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,688,424,518,187,204,179,61.6279,36.1004,109.0909,87.7451
2019/2020,Male,all,NECO,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,683,422,516,185,202,180,61.7862,35.8527,109.1892,89.1089
2019/2020,Male,all,NECO,ward,Five,South South,Cross River,Calabar Municipal,Five,,570,350,427,153,167,150,61.4035,35.8314,109.1503,89.8204
2019/2020,Male,all,NECO,ward,Four,South South,Cross River,Calabar Municipal,Four,,901,557,657,236,259,223,61.8202,35.9209,109.7458,86.1004
2019/2020,Male,all,NECO,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,673,416,531,190,209,189,61.8128,35.7815,110.0,90.4306
2019/2020,Male,all,NECO,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,726,448,526,189,190,166,61.708,35.9316,100.5291,87.3684
2019/2020,Male,all,NECO,ward,Five (5),South South,Cross River,Calabar South,Five (5),,647,400,459,165,172,156,61.8238,35.9477,104.2424,90.6977
2019/2020,Male,all,NECO,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,672,414,494,178,173,155,61.6071,36.0324,97.191,89.5954
2019/2020,Male,all,NECO,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,727,449,523,188,181,165,61.7607,35.9465,96.2766,91.1602
2019/2020,Male,all,NECO,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,497,306,370,132,140,126,61.5694,35.6757,106.0606,90.0
2019/2020,Male,all,WAEC,ward,Adadama,South South,Cross River,Abi,Adadama,,893,601,635,226,221,193,67.3012,35.5906,97.7876,87.3303
2019/2020,Male,all,WAEC,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,903,608,664,238,232,215,67.3311,35.8434,97.479,92.6724
2019/2020,Male,all,WAEC,ward,Ebom,South South,Cross River,Abi,Ebom,,993,669,733,262,271,235,67.3716,35.7435,103.4351,86.7159
2019/2020,Male,all,WAEC,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,954,643,702,252,268,239,67.4004,35.8974,106.3492,89.1791
2019/2020,Male,all,WAEC,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,847,572,635,229,259,235,67.5325,36.063,113.1004,90.7336
2019/2020,Male,all,WAEC,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,879,593,655,235,255,231,67.463,35.8779,108.5106,90.5882
2019/2020,Male,all,WAEC,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,835,562,614,219,235,214,67.3054,35.6678,107.3059,91.0638
2019/2020,Male,all,WAEC,ward,Five,South South,Cross River,Calabar Municipal,Five,,700,471,521,186,202,181,67.2857,35.7006,108.6022,89.604
2019/2020,Male,all,WAEC,ward,Four,South South,Cross River,Calabar Municipal,Four,,1138,768,872,312,344,301,67.4868,35.7798,110.2564,87.5
2019/2020,Male,all,WAEC,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,890,600,685,245,279,256,67.4157,35.7664,113.8776,91.7563
2019/2020,Male,all,WAEC,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,917,618,669,239,231,209,67.3937,35.725,96.6527,90.4762
2019/2020,Male,all,WAEC,ward,Five (5),South South,Cross River,Calabar South,Five (5),,873,589,638,228,233,206,67.4685,35.7367,102.193,88.412
2019/2020,Male,all,WAEC,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,866,585,620,223,214,194,67.552,35.9677,95.9641,90.6542
2019/2020,Male,all,WAEC,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,856,576,617,220,209,186,67.2897,35.6564,95.0,88.9952
2019/2020,Male,all,WAEC,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,598,403,441,159,167,149,67.3913,36.0544,105.0314,89.2216
2019/2020,Male,disabled,NABTEB,ward,Adadama,South South,Cross River,Abi,Adadama,,42,29,27,9,20,20,69.0476,33.3333,222.2222,100.0
2019/2020,Male,disabled,NABTEB,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,47,33,30,10,10,10,70.2128,33.3333,100.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Ebom,South South,Cross River,Abi,Ebom,,44,30,30,10,18,20,68.1818,33.3333,180.0,111.1111
2019/2020,Male,disabled,NABTEB,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,49,34,33,11,20,20,69.3878,33.3333,181.8182,100.0
2019/2020,Male,disabled,NABTEB,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,47,32,33,11,12,15,68.0851,33.3333,109.0909,125.0
2019/2020,Male,disabled,NABTEB,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,39,26,27,9,20,20,66.6667,33.3333,222.2222,100.0
2019/2020,Male,disabled,NABTEB,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,42,29,27,9,20,20,69.0476,33.3333,222.2222,100.0
2019/2020,Male,disabled,NABTEB,ward,Five,South South,Cross River,Calabar Municipal,Five,,44,31,27,9,15,15,70.4545,33.3333,166.6667,100.0
2019/2020,Male,disabled,NABTEB,ward,Four,South South,Cross River,Calabar Municipal,Four,,51,36,33,11,20,20,70.5882,33.3333,181.8182,100.0
2019/2020,Male,disabled,NABTEB,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,51,35,33,11,20,20,68.6275,33.3333,181.8182,100.0
2019/2020,Male,disabled,NABTEB,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,42,29,27,9,15,15,69.0476,33.3333,166.6667,100.0
2019/2020,Male,disabled,NABTEB,ward,Five (5),South South,Cross River,Calabar South,Five (5),,40,28,24,8,10,10,70.0,33.3333,125.0,100.0
2019/2020,Male,disabled,NABTEB,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,41,28,24,8,13,15,68.2927,33.3333,162.5,115.3846
2019/2020,Male,disabled,NABTEB,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,44,30,27,9,12,15,68.1818,33.3333,133.3333,125.0
2019/2020,Male,disabled,NABTEB,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,41,28,27,9,19,20,68.2927,33.3333,211.1111,105.2632
2019/2020,Male,disabled,NECO,ward,Adadama,South South,Cross River,Abi,Adadama,,66,40,44,16,20,20,60.6061,36.3636,125.0,100.0
2019/2020,Male,disabled,NECO,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,68,41,46,17,20,20,60.2941,36.9565,117.6471,100.0
2019/2020,Male,disabled,NECO,ward,Ebom,South South,Cross River,Abi,Ebom,,72,44,50,18,18,20,61.1111,36.0,100.0,111.1111
2019/2020,Male,disabled,NECO,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,95,58,66,24,20,20,61.0526,36.3636,83.3333,100.0
2019/2020,Male,disabled,NECO,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,76,46,54,20,18,20,60.5263,37.037,90.0,111.1111
2019/2020,Male,disabled,NECO,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,68,41,49,18,20,20,60.2941,36.7347,111.1111,100.0
2019/2020,Male,disabled,NECO,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,72,44,53,19,19,20,61.1111,35.8491,100.0,105.2632
2019/2020,Male,disabled,NECO,ward,Five,South South,Cross River,Calabar Municipal,Five,,73,44,52,19,20,20,60.274,36.5385,105.2632,100.0
2019/2020,Male,disabled,NECO,ward,Four,South South,Cross River,Calabar Municipal,Four,,94,57,63,23,24,25,60.6383,36.5079,104.3478,104.1667
