session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,413,277,285,99,98,85,67.0702,34.7368,98.9899,86.7347
2019/2020,Female,all,NABTEB,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,457,307,316,108,107,91,67.1772,34.1772,99.0741,85.0467
2019/2020,Female,all,NABTEB,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,409,273,288,99,97,85,66.7482,34.375,97.9798,87.6289
2019/2020,Female,all,NABTEB,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,349,233,253,88,96,79,66.7622,34.7826,109.0909,82.2917
2019/2020,Female,all,NABTEB,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,438,293,306,106,109,89,66.895,34.6405,102.8302,81.6514
2019/2020,Female,all,NABTEB,ward,Gangare,North Central,Plateau,Jos North,Gangare,,309,206,208,72,76,74,66.6667,34.6154,105.5556,97.3684
2019/2020,Female,all,NABTEB,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,383,256,279,96,103,90,66.8407,34.4086,107.2917,87.3786
2019/2020,Female,all,NABTEB,ward,Du,North Central,Plateau,Jos South,Du,,392,263,274,94,98,84,67.0918,34.3066,104.2553,85.7143
2019/2020,Female,all,NABTEB,ward,Giring,North Central,Plateau,Jos South,Giring,,447,300,295,103,97,84,67.1141,34.9153,94.1748,86.5979
2019/2020,Female,all,NABTEB,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,338,225,226,78,76,75,66.568,34.5133,97.4359,98.6842
2019/2020,Female,all,NABTEB,ward,Chanso,North Central,Plateau,Mangu,Chanso,,273,182,189,65,70,69,66.6667,34.3915,107.6923,98.5714
2019/2020,Female,all,NABTEB,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,498,333,342,119,118,99,66.8675,34.7953,99.1597,83.8983
2019/2020,Female,all,NABTEB,ward,Chip,North Central,Plateau,Pankshin,Chip,,327,218,232,81,91,79,66.6667,34.9138,112.3457,86.8132
2019/2020,Female,all,NABTEB,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,435,291,302,105,112,100,66.8966,34.7682,106.6667,89.2857
2019/2020,Female,all,NABTEB,ward,Fier,North Central,Plateau,Pankshin,Fier,,394,264,286,98,112,95,67.0051,34.2657,114.2857,84.8214
2019/2020,Female,all,NECO,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,829,502,575,203,175,158,60.5549,35.3043,86.2069,90.2857
2019/2020,Female,all,NECO,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,835,504,578,205,179,163,60.3593,35.4671,87.3171,91.0615
2019/2020,Female,all,NECO,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,779,471,545,193,178,163,60.4621,35.4128,92.228,91.573
2019/2020,Female,all,NECO,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,638,385,451,160,163,159,60.3448,35.4767,101.875,97.546
2019/2020,Female,all,NECO,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,887,537,630,224,221,197,60.5411,35.5556,98.6607,89.1403
2019/2020,Female,all,NECO,ward,Gangare,North Central,Plateau,Jos North,Gangare,,577,349,387,137,126,115,60.4853,35.4005,91.9708,91.2698
2019/2020,Female,all,NECO,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,651,394,463,163,179,164,60.5223,35.2052,109.816,91.6201
2019/2020,Female,all,NECO,ward,Du,North Central,Plateau,Jos South,Du,,757,456,522,186,182,169,60.2378,35.6322,97.8495,92.8571
2019/2020,Female,all,NECO,ward,Giring,North Central,Plateau,Jos South,Giring,,816,494,536,191,160,155,60.5392,35.6343,83.7696,96.875
2019/2020,Female,all,NECO,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,631,382,439,155,148,139,60.5388,35.3075,95.4839,93.9189
2019/2020,Female,all,NECO,ward,Chanso,North Central,Plateau,Mangu,Chanso,,500,303,344,121,120,110,60.6,35.1744,99.1736,91.6667
2019/2020,Female,all,NECO,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,944,571,661,234,221,196,60.4873,35.4009,94.4444,88.6878
2019/2020,Female,all,NECO,ward,Chip,North Central,Plateau,Pankshin,Chip,,619,373,441,156,152,144,60.2585,35.3741,97.4359,94.7368
2019/2020,Female,all,NECO,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,798,482,577,204,198,182,60.401,35.3553,97.0588,91.9192
2019/2020,Female,all,NECO,ward,Fier,North Central,Plateau,Pankshin,Fier,,691,418,475,169,172,158,60.492,35.5789,101.7751,91.8605
2019/2020,Female,all,WAEC,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,1050,692,724,255,243,220,65.9048,35.221,95.2941,90.535
2019/2020,Female,all,WAEC,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,1069,703,749,264,264,236,65.7624,35.247,100.0,89.3939
2019/2020,Female,all,WAEC,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,995,657,676,238,229,208,66.0302,35.2071,96.2185,90.8297
2019/2020,Female,all,WAEC,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,813,537,560,196,198,180,66.0517,35.0,101.0204,90.9091
