session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,ward,City Centre,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,,405,281,249,82,101,94,69.3827,32.9317,123.1707,93.0693
2019/2020,Female,all,NABTEB,ward,Garki,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,,451,312,266,88,90,80,69.1796,33.0827,102.2727,88.8889
2019/2020,Female,all,NABTEB,ward,Gui,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,,429,297,249,82,90,80,69.2308,32.9317,109.7561,88.8889
2019/2020,Female,all,NABTEB,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,387,268,237,77,102,94,69.2506,32.4895,132.4675,92.1569
2019/2020,Female,all,NABTEB,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,449,309,254,84,83,74,68.8196,33.0709,98.8095,89.1566
2019/2020,Female,all,NABTEB,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,463,320,276,92,108,96,69.1145,33.3333,117.3913,88.8889
2019/2020,Female,all,NABTEB,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,470,326,271,88,95,88,69.3617,32.4723,107.9545,92.6316
2019/2020,Female,all,NABTEB,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,345,239,199,66,76,82,69.2754,33.1658,115.1515,107.8947
2019/2020,Female,all,NABTEB,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,352,243,223,74,95,87,69.0341,33.1839,128.3784,91.5789
2019/2020,Female,all,NABTEB,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,414,285,254,83,108,94,68.8406,32.6772,130.1205,87.037
2019/2020,Female,all,NABTEB,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,412,284,240,78,89,82,68.932,32.5,114.1026,92.1348
2019/2020,Female,all,NABTEB,ward,Gudun Karya,North Central,Abuja Federal Capital Territory,Kuje,Gudun Karya,,301,208,175,56,58,62,69.103,32.0,103.5714,106.8966
2019/2020,Female,all,NABTEB,ward,Ashara,North Central,Abuja Federal Capital Territory,Kwali,Ashara,,475,327,261,85,83,67,68.8421,32.567,97.6471,80.7229
2019/2020,Female,all,NABTEB,ward,Dafa,North Central,Abuja Federal Capital Territory,Kwali,Dafa,,417,287,242,79,83,67,68.8249,32.6446,105.0633,80.7229
2019/2020,Female,all,NABTEB,ward,Gumbo,North Central,Abuja Federal Capital Territory,Kwali,Gumbo,,341,235,203,67,82,88,68.915,33.0049,122.3881,107.3171
2019/2020,Female,all,NECO,ward,City Centre,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,,739,460,462,155,161,142,62.2463,33.5498,103.871,88.1988
2019/2020,Female,all,NECO,ward,Garki,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,,835,521,471,158,152,131,62.3952,33.5456,96.2025,86.1842
2019/2020,Female,all,NECO,ward,Gui,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,,762,475,450,151,151,131,62.336,33.5556,100.0,86.755
2019/2020,Female,all,NECO,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,711,444,430,144,152,131,62.4473,33.4884,105.5556,86.1842
2019/2020,Female,all,NECO,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,859,534,504,169,156,141,62.1653,33.5317,92.3077,90.3846
2019/2020,Female,all,NECO,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,870,541,507,170,186,168,62.1839,33.5306,109.4118,90.3226
2019/2020,Female,all,NECO,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,785,489,448,150,132,116,62.293,33.4821,88.0,87.8788
2019/2020,Female,all,NECO,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,632,393,362,121,127,110,62.1835,33.4254,104.9587,86.6142
2019/2020,Female,all,NECO,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,698,436,418,140,151,131,62.4642,33.4928,107.8571,86.755
2019/2020,Female,all,NECO,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,813,507,492,165,181,162,62.3616,33.5366,109.697,89.5028
2019/2020,Female,all,NECO,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,818,509,490,164,180,152,62.2249,33.4694,109.7561,84.4444
2019/2020,Female,all,NECO,ward,Gudun Karya,North Central,Abuja Federal Capital Territory,Kuje,Gudun Karya,,563,351,331,112,107,90,62.3446,33.8369,95.5357,84.1121
2019/2020,Female,all,NECO,ward,Ashara,North Central,Abuja Federal Capital Territory,Kwali,Ashara,,875,545,496,167,141,120,62.2857,33.6694,84.4311,85.1064
2019/2020,Female,all,NECO,ward,Dafa,North Central,Abuja Federal Capital Territory,Kwali,Dafa,,847,527,493,167,156,141,62.2196,33.8742,93.4132,90.3846
2019/2020,Female,all,NECO,ward,Gumbo,North Central,Abuja Federal Capital Territory,Kwali,Gumbo,,612,382,371,125,137,121,62.4183,33.6927,109.6,88.3212
2019/2020,Female,all,WAEC,ward,City Centre,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,,903,613,553,186,219,201,67.8848,33.6347,117.7419,91.7808
2019/2020,Female,all,WAEC,ward,Garki,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Garki,,1057,719,614,206,206,192,68.0227,33.5505,100.0,93.2039
2019/2020,Female,all,WAEC,ward,Gui,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,Gui,,994,674,566,190,210,196,67.8068,33.5689,110.5263,93.3333
2019/2020,Female,all,WAEC,ward,Bwari Central,North Central,Abuja Federal Capital Territory,Bwari,Bwari Central,,956,651,576,192,225,207,68.0962,33.3333,117.1875,92.0
2019/2020,Female,all,WAEC,ward,Byazhin,North Central,Abuja Federal Capital Territory,Bwari,Byazhin,,1134,771,675,226,234,212,67.9894,33.4815,103.5398,90.5983
2019/2020,Female,all,WAEC,ward,Dutse Alhaji,North Central,Abuja Federal Capital Territory,Bwari,Dutse Alhaji,,1093,743,638,213,243,221,67.978,33.3856,114.0845,90.9465
2019/2020,Female,all,WAEC,ward,Dobi,North Central,Abuja Federal Capital Territory,Gwagwalada,Dobi,,1032,699,593,200,203,187,67.7326,33.7268,101.5,92.1182
2019/2020,Female,all,WAEC,ward,Gwagwalada Centre,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwagwalada Centre,,849,578,503,168,194,177,68.0801,33.3996,115.4762,91.2371
2019/2020,Female,all,WAEC,ward,Gwako,North Central,Abuja Federal Capital Territory,Gwagwalada,Gwako,,892,605,530,177,213,197,67.8251,33.3962,120.339,92.4883
2019/2020,Female,all,WAEC,ward,Chibiri,North Central,Abuja Federal Capital Territory,Kuje,Chibiri,,997,677,593,197,225,206,67.9037,33.2209,114.2132,91.5556
2019/2020,Female,all,WAEC,ward,Gaube,North Central,Abuja Federal Capital Territory,Kuje,Gaube,,1100,747,640,215,231,217,67.9091,33.5938,107.4419,93.9394
