session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,1,0,0,0,50.0,,0,Tashar Tsamiya Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 2,25,0,0,0,50.0,,0,Tofu Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,1,0,0,0,50.0,,0,A.D. Rufai  Hadanatul Islam  Misau
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,44,0,1,0,50.0,,0,Alhajiwo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,0,0,0,0,50.0,,0,Chiratawa Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,13,0,0,0,50.0,,0,Dabura Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,0,0,0,50.0,,0,G.J.S.S. Dunkwi Ambi
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,24,0,0,0,50.0,,0,G.J.S.S. Madakiri
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,3,0,0,0,54.0,Primary 1,0,Gaina Fulani Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,109,0,1,1,54.0,Primary 1,0,Galdimawo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,11,1,0,0,54.0,Primary 1,0,Gallalan/Sorodo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,333,1,4,2,54.0,Primary 1,0,Garin Makera Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,3,0,0,0,54.0,,0,Goliyo Nom Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,96,0,1,1,54.0,,0,Goron Kari Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,10,1,0,0,54.0,,0,Jajelwo Nomadic Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,295,1,3,2,54.0,,0,Kalagari Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,3,0,0,0,54.0,,0,Lati Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,87,0,1,1,54.0,,0,Madakiri Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,9,1,0,0,54.0,,0,Mallam Hamayo Nursery And Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,266,1,3,2,54.0,,0,Sambalo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,3,0,0,0,54.0,,0,Tambajam P.S
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,79,0,1,1,54.0,,0,Tashar Tsamiya Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,8,1,0,0,54.0,,0,Tofu Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,243,1,3,2,54.0,,0,A.D. Rufai  Hadanatul Islam  Misau
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,2,0,0,0,54.0,,0,Alhajiwo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,74,0,1,0,54.0,,0,Chiratawa Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,8,1,0,0,54.0,,0,Dabura Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,227,1,2,1,54.0,,0,G.J.S.S. Dunkwi Ambi
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,2,0,0,0,54.0,,0,G.J.S.S. Madakiri
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,67,0,1,0,54.0,,0,Gaina Fulani Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,7,1,0,0,54.0,,0,Galdimawo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,205,1,2,1,54.0,,0,Gallalan/Sorodo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,3,0,0,0,54.0,Primary 1,0,Garin Makera Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,84,0,1,1,54.0,Primary 1,0,Goliyo Nom Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,9,1,0,0,54.0,Primary 1,0,Goron Kari Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,255,1,3,2,54.0,Primary 1,0,Jajelwo Nomadic Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,2,0,0,0,54.0,,0,Kalagari Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,74,0,1,1,54.0,,0,Lati Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,7,1,0,0,54.0,,0,Madakiri Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,227,1,3,2,54.0,,0,Mallam Hamayo Nursery And Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,2,0,0,0,54.0,,0,Sambalo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,67,0,1,1,54.0,,0,Tambajam P.S
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,7,1,0,0,54.0,,0,Tashar Tsamiya Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,204,1,3,2,54.0,,0,Tofu Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,2,0,0,0,54.0,,0,A.D. Rufai  Hadanatul Islam  Misau
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,61,0,1,0,54.0,,0,Alhajiwo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,6,1,0,0,54.0,,0,Chiratawa Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,186,1,3,1,54.0,,0,Dabura Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,2,0,0,0,54.0,,0,G.J.S.S. Dunkwi Ambi
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,57,0,1,0,54.0,,0,G.J.S.S. Madakiri
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,6,1,0,0,54.0,,0,Gaina Fulani Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,174,1,2,1,54.0,,0,Galdimawo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,2,0,0,0,54.0,,0,Gallalan/Sorodo Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,52,0,1,0,54.0,,0,Garin Makera Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,5,1,0,0,54.0,,0,Goliyo Nom Primary School
2024/2025,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,158,1,2,1,54.0,,0,Goron Kari Primary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS1,0,0,0,0,49.0,JSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS1,17,0,0,0,49.0,JSS1,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS1,1,0,0,0,49.0,JSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS1,34,0,1,0,49.0,JSS1,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS2,0,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS2,14,0,0,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS2,1,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS2,28,0,1,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS3,0,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS3,11,0,0,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS3,1,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS3,22,0,1,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS1,0,0,0,0,49.0,JSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS1,14,0,0,0,49.0,JSS1,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS1,1,0,0,0,49.0,JSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS1,31,0,1,0,49.0,JSS1,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS2,0,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS2,12,0,0,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS2,1,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS2,26,0,1,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,JSS,JSS3,0,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,JSS,JSS3,9,0,0,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,JSS,JSS3,1,0,0,0,49.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,JSS,JSS3,21,0,1,0,49.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS1,0,0,0,0,51.0,SSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS1,10,0,0,0,51.0,SSS1,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS1,0,0,0,0,51.0,SSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS1,27,0,1,0,51.0,SSS1,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS2,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS2,8,0,0,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS2,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS2,22,0,1,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,SSS,SSS3,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,SSS,SSS3,7,0,0,0,51.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,SSS,SSS3,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,SSS,SSS3,17,0,0,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,SSS,SSS1,0,0,0,0,51.0,SSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,SSS,SSS1,10,0,0,0,51.0,SSS1,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,SSS,SSS1,1,0,0,0,51.0,SSS1,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,SSS,SSS1,30,0,1,0,51.0,SSS1,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,SSS,SSS2,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,SSS,SSS2,8,0,0,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,SSS,SSS2,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,SSS,SSS2,24,0,1,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,SSS,SSS3,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,SSS,SSS3,6,0,0,0,51.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,SSS,SSS3,0,0,0,0,51.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,SSS,SSS3,19,0,1,0,51.0,,1,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Vocational,Vocational Year 1,2,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,48.0,,0,Babajika Junior Secondary School
2019/2020,North East,Bauchi,Misau,Tofu,Male,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,48.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS1,0,0,0,0,52.0,JSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS1,14,0,0,0,52.0,JSS1,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS1,1,0,0,0,52.0,JSS1,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS1,44,0,1,1,52.0,JSS1,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS2,0,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS2,11,0,0,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS2,1,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS2,36,0,1,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Private,JSS,JSS3,0,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Private,JSS,JSS3,9,0,0,0,52.0,,0,Misau Model Academy Juniour Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Disabled,Public,JSS,JSS3,1,0,0,0,52.0,,0,Babajika Junior Secondary School
2020/2021,North East,Bauchi,Misau,Tofu,Female,Non-Disabled,Public,JSS,JSS3,29,0,1,0,52.0,,0,Misau Model Academy Juniour Secondary School
