session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Bungudu,North West,Zamfara,Bungudu,,,265,205,323,261,47,44,70.0535,35.5294,12.0,92.1569
2022/2023,Female,ALL,NABTEB,lga,Gusau,North West,Zamfara,Gusau,,,237,184,291,235,44,41,70.1493,35.5091,12.2715,93.617
2022/2023,Female,ALL,NABTEB,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,230,177,288,231,41,39,69.8462,35.3562,11.6095,95.4545
2022/2023,Female,ALL,NABTEB,lga,Maru,North West,Zamfara,Maru,,,272,210,338,271,49,45,70.0521,35.3604,11.9369,90.566
2022/2023,Female,ALL,NABTEB,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,253,195,311,249,44,41,70.028,35.2078,11.4914,93.617
2022/2023,Female,ALL,NECO,lga,Bungudu,North West,Zamfara,Bungudu,,,500,345,614,485,85,79,62.5177,34.8203,11.4002,92.3913
2022/2023,Female,ALL,NECO,lga,Gusau,North West,Zamfara,Gusau,,,420,291,516,409,72,67,62.6263,34.9043,11.4875,92.3077
2022/2023,Female,ALL,NECO,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,427,294,534,423,75,70,62.4172,34.9003,11.5385,92.5926
2022/2023,Female,ALL,NECO,lga,Maru,North West,Zamfara,Maru,,,500,344,631,500,84,79,62.4646,34.9398,10.9639,93.4066
2022/2023,Female,ALL,NECO,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,466,322,564,450,78,74,62.519,35.1752,11.3208,94.0476
2022/2023,Female,ALL,WAEC,lga,Bungudu,North West,Zamfara,Bungudu,,,655,487,805,642,110,102,67.3514,35.1607,11.2476,91.5966
2022/2023,Female,ALL,WAEC,lga,Gusau,North West,Zamfara,Gusau,,,589,439,735,585,104,95,67.467,35.0932,11.5942,91.0714
2022/2023,Female,ALL,WAEC,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,541,401,678,544,95,86,67.2775,35.3535,11.4478,90.1961
2022/2023,Female,ALL,WAEC,lga,Maru,North West,Zamfara,Maru,,,647,482,797,635,110,101,67.4317,35.1145,11.355,90.7563
2022/2023,Female,ALL,WAEC,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,609,453,745,594,99,89,67.4419,35.1379,10.9295,89.7196
2022/2023,Female,Disabled,NABTEB,lga,Bungudu,North West,Zamfara,Bungudu,,,23,19,27,22,6,5,72.7273,37.1429,17.1429,83.3333
2022/2023,Female,Disabled,NABTEB,lga,Gusau,North West,Zamfara,Gusau,,,23,18,25,21,6,6,71.875,36.3636,21.2121,85.7143
